category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25122,33.778,44.646,11795389,264198.1141,76.92607591,24.3734,0.299914,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25122_-1.root",OK
signal,25123,38.641,67.543,17837629,264092.9334,62.52996953,13.6683,0.190408,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25123_-1.root",OK
signal,25124,20.018,35.15,9329139,265409.3599,86.89513307,24.9971,0.335143,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25124_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,264437.737891
# FIT_cerr,42.3645753685
# FIT_chi2,165.136850385
# FIT_ndf,2
# FIT_chi2ndf,82.5684251927
# FIT_prob,1.38352993215e-36
