category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,24907,18.679,98.6375,0.84482,30.071,863.067,893.138,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24907_-1.root",OK
signal,24908,19.031,98.2654,0.789487,30.632,878.892,909.524,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24908_-1.root",OK
signal,24909,9.518,101.1,1.02301,15.337,446.847,462.184,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24909_-1.root",OK
signal,24910,9.58,99.8322,1.04807,15.435,449.753,465.188,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24910_-1.root",OK
signal,24938,19.171,97.7008,0.790409,30.85,884.613,915.463,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24938_-1.root",OK
signal,24939,18.873,94.3831,1.16739,30.372,871.004,901.376,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24939_-1.root",OK
signal,24943,18.992,96.7096,0.74472,30.552,876.328,906.88,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24943_-1.root",OK
signal,24944,18.977,98.9235,0.777181,30.532,875.553,906.085,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24944_-1.root",OK
signal,24945,18.956,96.5902,0.922175,30.496,874.579,905.075,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24945_-1.root",OK
signal,24946,9.664,99.0539,1.01449,15.573,453.271,468.844,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24946_-1.root",OK
signal,24947,9.57,102.119,1.03927,15.413,448.977,464.39,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24947_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,98.378387231
# FIT_Cerr,0.26979864656
# FIT_chi2,44.2356605686
# FIT_ndf,10
# FIT_chi2ndf,4.42356605686
# FIT_prob,2.98583295061e-06
