category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24907,1448.111,1385.464,1225.486,1058.319,50,0.07240555,0.0692732,0.0612743,0.05291595,0.92759445,0.9307268,0.9387257,0.94708405,0.977578984642,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24907_-1.report",OK
signal,24908,1474.035,1409.74,1247.881,1077.98,50,0.07370175,0.070487,0.06239405,0.053899,0.92629825,0.929513,0.93760595,0.946101,0.976799541393,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24908_-1.report",OK
signal,24909,761.748,729.016,643.636,550.889,50,0.0380874,0.0364508,0.0321818,0.02754445,0.9619126,0.9635492,0.9678182,0.97245555,0.993567658347,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24909_-1.report",OK
signal,24910,766.507,733.864,647.701,554.421,50,0.03832535,0.0366932,0.03238505,0.02772105,0.96167465,0.9633068,0.96761495,0.97227895,0.993486860182,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24910_-1.report",OK
signal,24938,1482.056,1417.889,1255.401,1086.339,50,0.0741028,0.07089445,0.06277005,0.05431695,0.9258972,0.92910555,0.93722995,0.94568305,0.976524974785,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24938_-1.report",OK
signal,24939,1459.46,1396.278,1236.277,1069.897,50,0.072973,0.0698139,0.06181385,0.05349485,0.927027,0.9301861,0.93818615,0.94650515,0.977202837783,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24939_-1.report",OK
signal,24943,1467.918,1404.529,1243.707,1076.564,50,0.0733959,0.07022645,0.06218535,0.0538282,0.9266041,0.92977355,0.93781465,0.9461718,0.976941889215,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24943_-1.report",OK
signal,24944,1466.611,1403.377,1242.462,1075.766,50,0.07333055,0.07016885,0.0621231,0.0537883,0.92666945,0.92983115,0.9378769,0.9462117,0.976980040401,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24944_-1.report",OK
signal,24945,1464.733,1401.393,1241.198,1074.329,50,0.07323665,0.07006965,0.0620599,0.05371645,0.92676335,0.92993035,0.9379401,0.94628355,0.977035608092,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24945_-1.report",OK
signal,24946,771.593,738.728,652.692,559.407,50,0.03857965,0.0369364,0.0326346,0.02797035,0.96142035,0.9630636,0.9673654,0.97202965,0.993392242376,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24946_-1.report",OK
signal,24947,764.325,732.084,646.517,554.132,50,0.03821625,0.0366042,0.03232585,0.0277066,0.96178375,0.9633958,0.96767415,0.9722934,0.993512051862,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24947_-1.report",OK
dummy,24924,1260.207,1197.757,998.246,834.393,50,0.06301035,0.05988785,0.0499123,0.04171965,0.93698965,0.94011215,0.9500877,0.95828035,0.984062530882,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24924_-1.report",OK
dummy,24952,1298.423,1235.372,1029.8,862.176,50,0.06492115,0.0617686,0.05149,0.0431088,0.93507885,0.9382314,0.94851,0.9568912,0.983079956313,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24952_-1.report",OK
