category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25448,46.742,77.198,10851767,140570.5718,42.67211622,26.498,0.292169,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25448_-1.root",OK
signal,25449,49.987,88.204,12410841,140706.1018,39.94039221,26.5186,0.275763,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25449_-1.root",OK
signal,25450,45.124,71.709,10068289,140404.8167,44.24907234,26.6031,0.303029,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25450_-1.root",OK
signal,25451,24.86,44.482,6290011,141405.7596,56.38211937,27.5284,0.354539,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25451_-1.root",OK
signal,25452,25.433,44.7,6319048,141365.7271,56.23650264,26.9935,0.351338,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25452_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,140792.555478
# FIT_cerr,20.772366064
# FIT_chi2,330.695435753
# FIT_ndf,4
# FIT_chi2ndf,82.6738589382
# FIT_prob,2.5787864413e-70
