category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,yield_no_CB_corr,yield_no_CB_corr_err,yield_CB_corr,yield_CB_corr_err,yield_no_hodo3of4_corr,yield_no_hodo3of4_corr_err,yield_hodo3of4_corr,yield_hodo3of4_corr_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,coincidence_blocking_ratio,hodo3of4_LT,DPR_ns,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status,fit_included,fit_excluded_reason
signal,24960,8.539,212.812,6.84978,0.42345,90.1154,2.90054,85.1154,2.7396,88.776,2.85743,88.776,2.85743,90.1154,2.90054,2.51,1,0.9991,0.958766,0.985137,50,1126.71,1084.99,1017.71,897.949,1.00298,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24960_-1.root",OK,1,""
signal,24961,8.315,1333.46,16.835,0.0716086,95.4874,1.20553,90.445,1.14187,94.1363,1.18847,94.1363,1.18847,95.4874,1.20553,14.798,1,0.9992,0.960788,0.985851,50,1098.54,1057.97,991.942,875.046,1.0029,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24961_-1.root",OK,1,""
signal,24962,8.159,1228.76,16.196,0.0763211,93.7805,1.2361,88.732,1.16956,92.4992,1.21921,92.4992,1.21921,93.7805,1.2361,13.9,1,0.9991,0.959273,0.986337,50,1078.94,1038.87,974.278,859.148,1.00285,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24962_-1.root",OK,1,""
signal,24964,8.051,1368.56,16.9906,0.0710281,97.2064,1.20681,91.9689,1.14179,95.911,1.19073,95.911,1.19073,97.2064,1.20681,14.936,1,0.9991,0.958898,0.986674,50,1065.16,1025.45,961.804,848.213,1.00281,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24964_-1.root",OK,1,""
signal,24965,4.013,892.688,12.6767,0.11201,99.99,1.41992,96.5004,1.37037,99.634,1.41487,99.634,1.41487,99.99,1.41992,9.271,1,0.9992,0.968548,0.99644,50,542.497,521.876,489.517,429.704,1.0014,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24965_-1.root",OK,1,""
signal,24966,4.064,699.375,11.2606,0.13886,97.1153,1.56365,93.6726,1.50822,96.761,1.55795,96.761,1.55795,97.1153,1.56365,7.482,1,0.9993,0.968083,0.996352,50,549.29,528.601,495.61,435.038,1.00142,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24966_-1.root",OK,1,""
signal,24998,8.08,1427.66,17.4199,0.0661835,94.4877,1.15291,89.6274,1.09361,93.2205,1.13745,93.2205,1.13745,94.4877,1.15291,15.985,1,0.9993,0.961456,0.986589,50,1067.79,1029.12,964.801,851.716,1.00282,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24998_-1.root",OK,1,""
signal,24999,8.086,1406.85,17.2966,0.0671967,94.5357,1.16227,89.5203,1.10061,93.266,1.14666,93.266,1.14666,94.5357,1.16227,15.774,1,0.9991,0.959839,0.986569,50,1068.66,1029.85,965.569,852.33,1.00282,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24999_-1.root",OK,1,""
signal,25000,4.046,739.8,11.5663,0.131554,97.3237,1.52159,93.8436,1.46718,96.9704,1.51607,96.9704,1.51607,97.3237,1.52159,7.9,1,0.9993,0.967755,0.99637,50,550.919,525.87,493.356,433.354,1.00141,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25000_-1.root",OK,1,""
signal,25001,4.061,660.075,10.9714,0.143214,94.5321,1.57126,91.2458,1.51664,94.188,1.56554,94.188,1.56554,94.5321,1.57126,7.253,1,0.9988,0.968763,0.99636,50,548.326,527.946,495.063,434.878,1.00142,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25001_-1.root",OK,1,""
signal,25007,8.12,1378.99,17.0411,0.0706516,97.4277,1.20398,92.2793,1.14036,96.1078,1.18767,96.1078,1.18767,97.4277,1.20398,14.998,1,0.9992,0.960165,0.986452,50,1075.08,1033.97,969.704,855.259,1.00284,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25007_-1.root",OK,1,""
signal,25008,7.995,172.275,6.05669,0.538011,92.6859,3.25857,87.7016,3.08333,91.4686,3.21577,91.4686,3.21577,92.6859,3.25857,1.971,1,0.9994,0.958817,0.986866,50,1056.8,1017.92,954.468,842.223,1.00279,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25008_-1.root",OK,1,""
#FIT,fit_const,fit_const_err,chi2,ndf,chi2_ndf,prob,n_fit_points
#FIT,95.8682,0.402695,24.1959,11,2.19962,0.0119322,12
