category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24960,1126.712,1084.986,1017.711,897.949,50,0.0563356,0.0542493,0.05088555,0.04489745,0.9436644,0.9457507,0.94911445,0.95510255,0.985136850716,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24960_-1.report",OK
signal,24961,1098.543,1057.968,991.942,875.046,50,0.05492715,0.0528984,0.0495971,0.0437523,0.94507285,0.9471016,0.9504029,0.9562477,0.985850513364,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24961_-1.report",OK
signal,24962,1078.94,1038.866,974.278,859.148,50,0.053947,0.0519433,0.0487139,0.0429574,0.946053,0.9480567,0.9512861,0.9570426,0.986337435869,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24962_-1.report",OK
signal,24964,1065.16,1025.449,961.804,848.213,50,0.053258,0.05127245,0.0480902,0.04241065,0.946742,0.94872755,0.9519098,0.95758935,0.98667363569,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24964_-1.report",OK
signal,24965,542.497,521.876,489.517,429.704,50,0.02712485,0.0260938,0.02447585,0.0214852,0.97287515,0.9739062,0.97552415,0.9785148,0.996440273017,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24965_-1.report",OK
signal,24966,549.29,528.601,495.61,435.038,50,0.0274645,0.02643005,0.0247805,0.0217519,0.9725355,0.97356995,0.9752195,0.9782481,0.996351727795,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24966_-1.report",OK
signal,24998,1067.794,1029.122,964.801,851.716,50,0.0533897,0.0514561,0.04824005,0.0425858,0.9466103,0.9485439,0.95175995,0.9574142,0.986588609319,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24998_-1.report",OK
signal,24999,1068.665,1029.847,965.569,852.33,50,0.05343325,0.05149235,0.04827845,0.0426165,0.94656675,0.94850765,0.95172155,0.9573835,0.986568885498,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24999_-1.report",OK
signal,25000,550.919,525.87,493.356,433.354,50,0.02754595,0.0262935,0.0246678,0.0216677,0.97245405,0.9737065,0.9753322,0.9783323,0.996370060346,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25000_-1.report",OK
signal,25001,548.326,527.946,495.063,434.878,50,0.0274163,0.0263973,0.02475315,0.0217439,0.9725837,0.9736027,0.97524685,0.9782561,0.996359940994,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25001_-1.report",OK
signal,25007,1075.079,1033.973,969.704,855.259,50,0.05375395,0.05169865,0.0484852,0.04276295,0.94624605,0.94830135,0.9515148,0.95723705,0.986452425762,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25007_-1.report",OK
signal,25008,1056.795,1017.918,954.468,842.223,50,0.05283975,0.0508959,0.0477234,0.04211115,0.94716025,0.9491041,0.9522766,0.95788885,0.986865867882,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25008_-1.report",OK
dummy,24981,1107.924,1060.184,959.771,827.489,50,0.0553962,0.0530092,0.04798855,0.04137445,0.9446038,0.9469908,0.95201145,0.95862555,0.986328377008,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24981_-1.report",OK
dummy,24982,1115.212,1067.131,966.207,833.031,50,0.0557606,0.05335655,0.04831035,0.04165155,0.9442394,0.94664345,0.95168965,0.95834845,0.986152698944,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24982_-1.report",OK
dummy,25004,1113.841,1065.609,965.676,832.723,50,0.05569205,0.05328045,0.0482838,0.04163615,0.94430795,0.94671955,0.9517162,0.95836385,0.98617743784,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25004_-1.report",OK
dummy,25005,1131.077,1072.674,972.013,838.229,50,0.05655385,0.0536337,0.04860065,0.04191145,0.94344615,0.9463663,0.95139935,0.95808855,0.985936010838,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25005_-1.report",OK
