run,label,plane,paddle,side,selected_bump,selected_control,accepted_bump,accepted_control,two_sided_bump,two_sided_control,pos_valid_bump,pos_valid_control,neg_valid_bump,neg_valid_control,bump_occupancy,control_occupancy,bump_two_sided_fraction,control_two_sided_fraction,beta_bump_n,beta_bump_mean,beta_bump_sigma,beta_control_n,beta_control_mean,beta_control_sigma,beta_shift,pos_minus_neg_shift,pos_neg_mean_shift,track_along_bump_mean,track_along_control_mean,raw_bump_mean,raw_control_mean,uncorrected_bump_mean,uncorrected_control_mean,time_walk_bump_mean,time_walk_control_mean,tof_bump_mean,tof_control_mean,corrected_bump_mean,corrected_control_mean,side_adc_used_bump,side_adc_used_control,raw_adc_bump_n,raw_adc_control_n,raw_tdc_bump_n,raw_tdc_control_n,uncorrected_bump_n,uncorrected_control_n,time_walk_bump_n,time_walk_control_n,tof_bump_n,tof_control_n,corrected_bump_n,corrected_control_n,raw_adc_amp_bump_mean,raw_adc_amp_control_mean,adc_amp_bump_mean,adc_amp_control_mean,adc_int_bump_mean,adc_int_control_mean,score,candidate_stage
28425,baseline,1x,6,pos,12811,23918,36,60,24,35,34,54,26,41,0.002810085083,0.002508570951,0.6666666667,0.5833333333,36,1.000001897,0.1816810394,60,0.9783158279,0.1876360392,0.02168606884,0,1.018346963,0.3689329272,1.357690525,5563.742857,5428.888889,71.59914176,71.70052519,70.71903102,70.55201912,67.53875133,66.52040437,70.92561692,70.16178756,35,57,35,57,35,54,34,54,34,54,24,35,34,54,554.5428571,438.122807,94.76667132,56.85585424,30.21916853,18.11857525,0.2888152917,raw
28425,baseline,1x,6,neg,12811,23918,36,60,24,35,34,54,26,41,0.002810085083,0.002508570951,0.6666666667,0.5833333333,36,1.000001897,0.1816810394,60,0.9783158279,0.1876360392,0.02168606884,0,1.018346963,0.3689329272,1.357690525,5541.423077,5495.926829,70.81101231,70.50813805,69.95151192,69.60016248,67.53875133,66.52040437,70.81564851,71.24726969,31,50,31,50,26,41,26,41,26,41,24,35,26,41,518.1290323,480.22,66.81380733,55.39672852,21.27315398,17.91416016,0.2888152917,raw
28425,baseline,1x,7,pos,12811,23918,40,75,27,43,34,59,33,59,0.003122316759,0.003135713688,0.675,0.5733333333,40,1.008851481,0.1686517475,75,0.9576830162,0.2322089792,0.05116846441,0,-1.955430838,1.491614167,1.781395179,5418.058824,5385.229508,67.65540118,72.71531864,66.57699361,71.47933367,66.45714782,68.41257866,66.51346465,71.59056337,36,67,36,67,34,61,34,59,34,59,27,43,34,59,617.4444444,419.4179104,97.06793891,44.74059148,33.83802626,14.04916336,0.4243372529,uncorrected
28425,baseline,1x,7,neg,12811,23918,40,75,27,43,34,59,33,59,0.003122316759,0.003135713688,0.675,0.5733333333,40,1.008851481,0.1686517475,75,0.9576830162,0.2322089792,0.05116846441,0,-1.955430838,1.491614167,1.781395179,5428.742857,5418.474576,68.3146497,71.25869492,67.43015602,70.25252457,66.45714782,68.41257866,68.8530361,71.49872087,35,64,36,64,35,59,33,59,33,59,27,43,33,59,547.1944444,432.40625,76.53111049,47.7104187,24.70675223,15.13366699,0.4243372529,uncorrected
28425,baseline,1x,8,pos,12811,23918,35,104,19,53,26,91,28,66,0.002732027164,0.004348189648,0.5428571429,0.5096153846,35,0.9736574026,0.2480188702,104,1.004690788,0.1075786482,-0.0310333855,0,1.886541719,1.878893146,1.752292871,5295.5,5493.804348,71.14906615,71.23599429,70.29333374,70.15876315,67.25150939,65.36496768,70.08140858,69.61245324,29,95,29,95,28,92,26,91,26,91,19,53,26,91,951.6551724,556.0631579,141.9404129,77.34053762,50.12745824,25.40208676,0.3029621088,raw
28425,baseline,1x,8,neg,12811,23918,35,104,19,53,26,91,28,66,0.002732027164,0.004348189648,0.5428571429,0.5096153846,35,0.9736574026,0.2480188702,104,1.004690788,0.1075786482,-0.0310333855,0,1.886541719,1.878893146,1.752292871,5330.666667,5439.397059,70.193125,68.00983212,69.49752528,67.28467909,67.25150939,65.36496768,70.64200457,68.72158453,31,77,31,77,30,68,28,66,28,66,19,53,28,66,652.8387097,478.7792208,94.97070312,52.41096794,31.06917843,17.18242695,0.3029621088,raw
28425,baseline,1x,9,pos,12811,23918,64,585,40,546,52,569,52,562,0.004995706814,0.02445856677,0.625,0.9333333333,64,1.021415892,0.06102587388,585,1.008234851,0.03309863374,0.01318104126,0.1371183805,-0.1135130753,1.327947316,0.9006443979,5529.622642,5507.288225,68.86532462,67.08777771,67.83206839,66.50337611,63.74552149,63.96182698,67.73927288,66.40610687,57,573,57,573,53,569,52,568,52,568,40,545,52,569,489.754386,535.3507853,67.17936198,78.38256197,21.32247122,24.58133931,0.2990575892,uncorrected
28425,baseline,1x,9,neg,12811,23918,64,585,40,546,52,569,52,562,0.004995706814,0.02445856677,0.625,0.9333333333,64,1.021415892,0.06102587388,585,1.008234851,0.03309863374,0.01318104126,0.1371183805,-0.1135130753,1.327947316,0.9006443979,5496.711538,5511.249117,68.16104577,66.33998619,66.97338431,65.59944207,63.74552149,63.96182698,67.88953382,66.35484901,56,574,56,575,52,566,52,562,52,562,40,545,52,562,507.8035714,537.6434783,63.69781494,71.07331279,20.43064662,22.60649465,0.2990575892,uncorrected
28425,baseline,1x,10,pos,12811,23918,1811,12157,1777,12123,1803,12143,1785,12137,0.1413628913,0.5082782841,0.9812258421,0.9972032574,1811,1.021133326,0.05477056916,12157,1.015154041,0.03934647918,0.005979284181,0.008401520159,0.03289185579,1.263180595,0.7487211254,5496.389351,5504.040758,66.2019428,66.19020311,65.84295105,65.84498204,63.6766719,63.63418261,66.34775359,66.30934551,1807,12151,1807,12151,1803,12145,1803,12142,1803,12142,1777,12120,1803,12143,618.9767571,609.0313554,99.11606097,96.85526843,31.24008576,30.66427106,0.1253879617,uncorrected
28425,baseline,1x,10,neg,12811,23918,1811,12157,1777,12123,1803,12143,1785,12137,0.1413628913,0.5082782841,0.9812258421,0.9972032574,1811,1.021133326,0.05477056916,12157,1.015154041,0.03934647918,0.005979284181,0.008401520159,0.03289185579,1.263180595,0.7487211254,5483.628987,5494.607922,65.31178002,65.1633312,64.65106707,64.55740028,63.6766719,63.63418261,66.34607264,66.31564389,1796,12145,1797,12149,1787,12143,1785,12135,1785,12135,1777,12120,1785,12137,536.7490262,550.4221747,73.15862099,76.46942704,23.72470779,24.66172261,0.1253879617,uncorrected
28425,baseline,1x,11,pos,12811,23918,11775,4106,4495,1551,4497,1554,11773,4103,0.9191319959,0.1716698721,0.3817409766,0.3777398928,11775,1.025712864,0.06782770321,4106,1.02117066,0.06161393909,0.004542204369,0.03167245719,-0.1798550996,1.951800336,1.724643272,5543.292683,5547.461785,68.97356399,69.15295802,67.09828375,67.26291026,64.02707958,64.19297667,66.62384605,66.82132601,7508,2675,7508,2675,4510,1557,4497,1554,4497,1554,4495,1550,4497,1554,315.1050879,314.0168224,20.58954498,20.32881407,6.863812714,6.632431002,2.238131834,missing_or_invalid_pos_raw_adc_raw_tdc_timing
28425,baseline,1x,11,neg,12811,23918,11775,4106,4495,1551,4497,1554,11773,4103,0.9191319959,0.1716698721,0.3817409766,0.3777398928,11775,1.025712864,0.06782770321,4106,1.02117066,0.06161393909,0.004542204369,0.03167245719,-0.1798550996,1.951800336,1.724643272,5483.250361,5492.93546,64.29718558,65.07822416,63.4627005,64.21885046,64.02707958,64.19297667,64.33446972,65.08993681,11774,4105,11775,4106,11775,4106,11773,4102,11773,4102,4495,1550,11773,4103,490.8797452,485.9422796,67.57942201,66.52873663,22.2320313,21.89458597,2.238131834,missing_or_invalid_pos_raw_adc_raw_tdc_timing
28425,baseline,1x,12,pos,12811,23918,230,8974,199,8940,224,8967,205,8947,0.01795332136,0.3751985952,0.8652173913,0.996211277,230,1.022132347,0.04706004294,8974,1.008172002,0.03663811996,0.01396034476,0.4667755103,0.4634582694,0.4358029094,1.963036768,5438.32,5491.542809,66.56514359,65.48779878,66.00564528,65.20607042,63.67467602,63.42358898,67.06051955,66.09713526,229,8967,229,8970,225,8970,223,8967,223,8967,198,8938,224,8967,638.2707424,737.5532887,96.28895589,120.0762728,30.41983659,37.2962086,0.3310314381,uncorrected
28425,baseline,1x,12,neg,12811,23918,230,8974,199,8940,224,8967,205,8947,0.01795332136,0.3751985952,0.8652173913,0.996211277,230,1.022132347,0.04706004294,8974,1.008172002,0.03663811996,0.01396034476,0.4667755103,0.4634582694,0.4358029094,1.963036768,5488.463415,5511.172252,67.0971839,66.76538728,66.12498631,65.92363722,63.67467602,63.42358898,66.50734909,66.1160027,214,8960,214,8961,205,8952,205,8945,205,8945,198,8938,205,8947,516.6448598,525.8222297,66.31498248,68.47493308,21.58285266,22.47308786,0.3310314381,uncorrected
28425,baseline,1x,13,pos,12811,23918,59,94,40,62,48,81,51,75,0.00460541722,0.00393009449,0.6779661017,0.6595744681,59,1.009638639,0.1442440983,94,0.992267553,0.155524585,0.01737108579,0,-1.836158814,3.257563144,1.457686132,5529,5495.192771,68.16668,68.41504988,67.80152925,68.01748638,63.34486789,65.18102671,66.91767531,66.85259499,54,87,54,87,49,83,48,81,48,81,40,62,48,81,454.6851852,494.8045977,57.01587818,66.82648056,17.6953125,23.04053296,0.2232313884,tof
28425,baseline,1x,13,neg,12811,23918,59,94,40,62,48,81,51,75,0.00460541722,0.00393009449,0.6779661017,0.6595744681,59,1.009638639,0.1442440983,94,0.992267553,0.155524585,0.01737108579,0,-1.836158814,3.257563144,1.457686132,5528.846154,5491.276316,67.80667843,67.98828773,66.39024454,66.69465087,63.34486789,65.18102671,66.67861584,67.27692004,56,83,56,83,52,76,51,75,51,75,40,62,51,75,436.4107143,485.7590361,48.57526507,60.6873294,15.67766462,19.57919569,0.2232313884,tof
28425,baseline,1x,14,pos,12811,23918,56,79,29,47,46,66,39,60,0.004371243463,0.003302951752,0.5178571429,0.5949367089,56,1.008594822,0.1503762832,79,0.9837197516,0.1656684904,0.02487507071,0,1.646333039,0.8986749476,0.555030266,5548.434783,5496.623188,74.10695565,70.22937758,74.1553511,70.27824071,68.75040598,67.10407294,73.88333012,70.06222162,49,74,49,74,46,69,46,66,46,66,29,47,46,66,537.0816327,523.7162162,74.29846939,71.22472815,22.14564732,22.03217378,0.3343205201,uncorrected
28425,baseline,1x,14,neg,12811,23918,56,79,29,47,46,66,39,60,0.004371243463,0.003302951752,0.5178571429,0.5949367089,56,1.008594822,0.1503762832,79,0.9837197516,0.1656684904,0.02487507071,0,1.646333039,0.8986749476,0.555030266,5497.230769,5465.47541,68.86031641,68.03158367,68.35011406,67.38279431,68.75040598,67.10407294,69.76260118,68.74342482,42,65,42,65,39,61,39,60,39,60,29,47,39,60,526.3571429,543.0615385,71.9430106,76.04510968,22.24958147,23.69027945,0.3343205201,uncorrected
28425,baseline,1x,15,pos,12811,23918,65,80,36,45,48,61,53,64,0.005073764733,0.003344761268,0.5538461538,0.5625,65,0.9909654097,0.1853932808,80,0.996377241,0.1708094262,-0.005411831281,0,0.9069984968,0.1493561997,1.337041749,5515.24,5453.196721,70.70787458,68.69500459,70.98700639,69.07660598,68.98705292,68.08005442,71.45492442,69.63298223,51,63,51,63,50,61,48,61,48,61,36,45,48,61,782.8431373,622.1746032,136.0844631,96.81144593,41.8035769,28.81262401,0.1694697762,uncorrected
28425,baseline,1x,15,neg,12811,23918,65,80,36,45,48,61,53,64,0.005073764733,0.003344761268,0.5538461538,0.5625,65,0.9909654097,0.1853932808,80,0.996377241,0.1708094262,-0.005411831281,0,0.9069984968,0.1493561997,1.337041749,5524.301887,5509.546875,70.54184491,72.31875594,70.38255589,72.15999827,68.98705292,68.08005442,71.94988206,73.63975336,58,67,58,67,53,64,53,64,53,64,36,45,53,64,561.9137931,539.358209,84.71469221,82.43754373,28.78990436,24.79637943,0.1694697762,uncorrected
28425,baseline,1x,16,pos,12811,23918,28,49,14,28,21,37,21,40,0.002185621731,0.002048666276,0.5,0.5714285714,28,1.020061488,0.0699181282,49,1.004878188,0.0447505366,0.01518329986,1.266594196,-5.794453561,2.926481063,-0.07298547038,5569.545455,5349.473684,72.83110762,74.15297405,73.0537397,74.43328229,65.23793969,70.86319247,73.15360525,74.54236691,22,39,22,39,22,38,21,37,21,37,14,27,21,37,1005.136364,924.8205128,175.2347079,154.2342748,55.59281783,52.83203125,0.6606158583,corrected
28425,baseline,1x,16,neg,12811,23918,28,49,14,28,21,37,21,40,0.002185621731,0.002048666276,0.5,0.5714285714,28,1.020061488,0.0699181282,49,1.004878188,0.0447505366,0.01518329986,1.266594196,-5.794453561,2.926481063,-0.07298547038,5514.545455,5508.780488,67.29239048,74.17151795,67.54946557,74.80408056,65.23793969,70.86319247,69.08997003,76.83243603,23,45,23,45,22,41,21,39,21,39,14,27,21,40,943.9130435,616.5555556,177.2089419,75.89111328,70.5413553,23.79871962,0.6606158583,corrected
28425,baseline,1y,1,pos,12811,23918,35,67,16,35,20,41,31,61,0.002732027164,0.002801237562,0.4571428571,0.5223880597,35,1.000948906,0.183227244,67,1.015185179,0.04304541838,-0.01423627331,0,-2.467987037,16.61467238,15.59059872,5481.05,5572.119048,69.079801,72.08498976,69.3116977,72.32148608,66.28724779,68.75523482,70.00750061,72.24666143,22,46,22,46,20,42,20,41,20,41,16,35,20,41,469.2272727,507.9130435,52.75102095,62.26116678,17.35395952,20.60207201,0.4039601779,raw
28425,baseline,1y,1,neg,12811,23918,35,67,16,35,20,41,31,61,0.002732027164,0.002801237562,0.4571428571,0.5223880597,35,1.000948906,0.183227244,67,1.015185179,0.04304541838,-0.01423627331,0,-2.467987037,16.61467238,15.59059872,5488.83871,5491.983871,71.21619226,73.2353941,71.33057253,73.37463059,66.28724779,68.75523482,71.34715743,73.89041257,33,65,33,65,31,62,31,61,31,61,16,35,31,61,670.6363636,602.8769231,109.9409624,93.29364483,44.79137074,40.08849159,0.4039601779,raw
28425,baseline,1y,2,pos,12811,23918,58,112,29,52,46,81,41,83,0.004527359301,0.004682665775,0.5,0.4642857143,58,0.9801632772,0.2373559281,112,1.012949323,0.04301127103,-0.03278604562,0,-1.148010472,16.77053126,16.96921625,5365.021277,5435.695122,66.88011565,68.69476741,66.98080798,68.82539936,64.44749158,65.59550206,67.06791835,68.28801811,49,91,49,91,47,82,46,81,46,81,29,52,46,81,673,491.3736264,102.1068339,58.39790093,32.31515067,18.72209821,0.3031006729,corrected
28425,baseline,1y,2,neg,12811,23918,58,112,29,52,46,81,41,83,0.004527359301,0.004682665775,0.5,0.4642857143,58,0.9801632772,0.2373559281,112,1.012949323,0.04301127103,-0.03278604562,0,-1.148010472,16.77053126,16.96921625,5383.27907,5481.855422,66.85898878,70.04104602,65.84734717,69.13210664,64.44749158,65.59550206,64.69849825,68.69805883,49,95,49,95,43,83,41,83,41,83,29,52,41,83,453.5918367,466.6736842,55.30034279,59.47201377,17.08665497,18.43045847,0.3031006729,corrected
28425,baseline,1y,3,pos,12811,23918,152,497,98,381,137,459,113,419,0.01186480368,0.02077932938,0.6447368421,0.7665995976,152,1.009767913,0.1236840885,497,1.000399483,0.09877811402,0.009368430608,1.472241117,0.3293410891,16.97315352,20.35170928,5411.309353,5458.306522,67.39401706,66.36837429,67.22002798,66.28051238,63.0447863,62.79465471,67.95161671,66.69371072,142,471,142,471,139,460,136,459,136,459,96,380,137,459,826.8380282,972.7091295,145.7902076,186.1640946,48.92182686,59.14082197,0.5009241752,corrected
28425,baseline,1y,3,neg,12811,23918,152,497,98,381,137,459,113,419,0.01186480368,0.02077932938,0.6447368421,0.7665995976,152,1.009767913,0.1236840885,497,1.000399483,0.09877811402,0.009368430608,1.472241117,0.3293410891,16.97315352,20.35170928,5461.982456,5498.671395,68.39600661,67.90477364,67.7019928,67.32128815,63.0447863,62.79465471,66.74741585,66.64013628,133,444,133,444,114,423,112,418,112,418,96,380,113,419,466.075188,499.8671171,56.05643136,65.43931016,18.47828801,20.439959,0.5009241752,corrected
28425,baseline,1y,4,pos,12811,23918,2985,4979,2940,4856,2975,4931,2950,4904,0.2330028881,0.2081695794,0.9849246231,0.9752962442,2985,1.008125261,0.0505906518,4979,1.006793597,0.0534988305,0.001331663837,-0.01276029073,-1.446462363,17.30542136,20.46330856,5447.884525,5469.743071,63.92150853,65.10697695,63.77650972,64.98080466,61.5822315,63.01472987,64.950344,66.39221033,2980,4959,2981,4960,2979,4943,2973,4931,2973,4931,2938,4856,2975,4931,777.2606508,817.6431452,137.0183343,146.420189,43.44529775,46.16491264,0.6441245844,uncorrected
28425,baseline,1y,4,neg,12811,23918,2985,4979,2940,4856,2975,4931,2950,4904,0.2330028881,0.2081695794,0.9849246231,0.9752962442,2985,1.008125261,0.0505906518,4979,1.006793597,0.0534988305,0.001331663837,-0.01276029073,-1.446462363,17.30542136,20.46330856,5488.064702,5499.325137,67.82559831,69.5945393,67.17280442,68.88214111,61.5822315,63.01472987,64.90207157,66.39441009,2966,4947,2968,4954,2952,4921,2950,4904,2950,4904,2938,4856,2950,4904,533.7382075,513.3772709,73.99000192,69.23313885,24.4395598,23.06522577,0.6441245844,uncorrected
28425,baseline,1y,5,pos,12811,23918,7543,14646,7493,14577,7528,14615,7508,14608,0.5887908828,0.6123421691,0.9933713377,0.9952888161,7543,1.033315405,0.06286482693,14646,1.016008505,0.04181577509,0.01730689961,0.01783341547,-1.487336568,16.59379232,14.37217177,5441.684141,5474.973961,64.4055958,66.09931503,63.9664977,65.62245745,62.03106838,63.5273337,65.30218993,66.78000535,7533,14627,7539,14638,7535,14632,7527,14615,7527,14615,7492,14577,7528,14615,664.9255869,651.8678781,99.6138232,96.07037913,32.01918395,30.88690195,0.8835731251,uncorrected
28425,baseline,1y,5,neg,12811,23918,7543,14646,7493,14577,7528,14615,7508,14608,0.5887908828,0.6123421691,0.9933713377,0.9952888161,7543,1.033315405,0.06286482693,14646,1.016008505,0.04181577509,0.01730689961,0.01783341547,-1.487336568,16.59379232,14.37217177,5473.607072,5496.401327,67.56162505,68.86445294,66.80245118,68.1340681,62.03106838,63.5273337,65.29516441,66.78906644,7526,14625,7537,14633,7523,14619,7508,14608,7508,14608,7492,14577,7508,14608,440.3730927,450.2961799,56.55763633,59.31670673,18.20659928,19.13866453,0.8835731251,uncorrected
28425,baseline,1y,6,pos,12811,23918,3501,6131,3451,6037,3486,6108,3466,6060,0.2732807743,0.2563341417,0.9857183662,0.9846680802,3501,1.021029319,0.05968648908,6131,1.012653526,0.04768173235,0.008375792467,-0.0148715167,-2.404928672,17.06595969,16.37967501,5453.498281,5471.158927,63.08928449,65.56585683,62.72316069,65.17768309,60.78462648,63.18282932,64.10329499,66.526042,3493,6115,3494,6120,3490,6116,3486,6107,3486,6107,3451,6036,3486,6108,723.4613623,722.3184641,115.7931621,115.4515963,36.6496148,36.52570443,0.9840636273,tof
28425,baseline,1y,6,neg,12811,23918,3501,6131,3451,6037,3486,6108,3466,6060,0.2732807743,0.2563341417,0.9857183662,0.9846680802,3501,1.021029319,0.05968648908,6131,1.012653526,0.04768173235,0.008375792467,-0.0148715167,-2.404928672,17.06595969,16.37967501,5477.216465,5498.273327,65.53200142,67.87560163,64.72369432,67.07285836,60.78462648,63.18282932,64.1369582,66.52988977,3481,6100,3484,6100,3474,6066,3466,6060,3466,6060,3451,6036,3466,6060,415.9164753,419.9190164,52.99906524,54.06049885,17.24047171,17.56451076,0.9840636273,tof
28425,baseline,1y,7,pos,12811,23918,340,860,294,775,320,826,314,809,0.02653969245,0.03595618363,0.8647058824,0.9011627907,340,1.029560758,0.0517660118,860,1.008423163,0.1048206384,0.021137595,0,-2.409120265,18.16183035,21.61755142,5455.996923,5472.554217,64.32467456,65.91482484,63.64416649,65.35807895,60.65810904,63.0672293,64.37849198,66.30293089,330,839,330,839,325,830,320,826,320,826,294,775,320,826,653.969697,736.5387366,98.00710967,118.2632173,30.64176432,36.76839872,0.6297071675,tof
28425,baseline,1y,7,neg,12811,23918,340,860,294,775,320,826,314,809,0.02653969245,0.03595618363,0.8647058824,0.9011627907,340,1.029560758,0.0517660118,860,1.008423163,0.1048206384,0.021137595,0,-2.409120265,18.16183035,21.61755142,5441.902208,5470.624384,66.7636728,68.75952087,66.24637929,68.2440384,60.65810904,63.0672293,64.60335594,66.38520896,327,829,328,830,317,812,314,809,314,809,294,775,314,809,472.0243902,466.153012,64.6446298,62.56891304,21.28753942,20.77460608,0.6297071675,tof
28425,baseline,1y,8,pos,12811,23918,97,142,49,80,78,123,68,99,0.007571618141,0.00593695125,0.5051546392,0.5633802817,97,1.011060763,0.1150446903,142,1.00203159,0.09486131855,0.00902917308,1.05490532,-1.191541086,16.42273928,16.99699814,5426.566265,5458.52,68.99052974,69.08164213,67.87515004,67.93681088,64.11464269,65.62812847,68.41024197,67.92058137,90,130,90,130,83,125,78,122,78,122,49,79,78,123,698.5222222,659.8692308,105.0693088,98.1628418,33.33327908,31.40741436,0.158113883,tof
28425,baseline,1y,8,neg,12811,23918,97,142,49,80,78,123,68,99,0.007571618141,0.00593695125,0.5051546392,0.5633802817,97,1.011060763,0.1150446903,142,1.00203159,0.09486131855,0.00902917308,1.05490532,-1.191541086,16.42273928,16.99699814,5404.724638,5423,70.05381588,70.42864343,69.53322204,69.9240015,64.11464269,65.62812847,68.49500432,68.88030854,76,112,76,113,69,104,68,99,68,99,49,79,68,99,483.8157895,478.9115044,58.67084704,65.43786185,18.81476151,21.03929792,0.158113883,tof
