run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25049,signal,LH2,PI-SIDIS,35.752,65.812,0.9992,1.0,1.025828,-1.0,1.0,ps6,1.0,134.073,1.80814
25050,signal,LH2,PI-SIDIS,37.143,72.063,0.999,1.0,1.026994,-1.0,1.0,ps6,1.0,136.519,1.747
25051,signal,LH2,PI-SIDIS,36.296,41.009,0.9991,1.0,1.026503,1.0,-1.0,ps5,1.0,150.005,2.41924
25052,signal,LH2,PI-SIDIS,23.909,43.183,0.999,1.0,1.017462,-1.0,1.0,ps6,1.0,139.427,2.13021
25053,signal,LH2,PI-SIDIS,12.086,21.749,0.9996,1.0,1.008839,-1.0,1.0,ps6,1.0,139.099,2.79061
25069,signal,LH2,PI-SIDIS,35.982,66.961,0.9992,1.0,1.026108,-1.0,1.0,ps6,1.0,135.145,1.79659
25070,signal,LH2,PI-SIDIS,35.245,62.893,0.9991,1.0,1.025651,-1.0,1.0,ps6,1.0,137.549,1.8677
25071,signal,LH2,PI-SIDIS,36.807,72.841,0.9991,1.0,1.026802,-1.0,1.0,ps6,1.0,134.616,1.72276
25072,signal,LH2,PI-SIDIS,24.363,41.058,0.9991,1.0,1.017806,-1.0,1.0,ps6,1.0,140.902,2.1932
25073,signal,LH2,PI-SIDIS,12.103,22.956,0.9993,1.0,1.008829,-1.0,1.0,ps6,1.0,149.313,2.79453
25056,dummy,Dummy,PI-SIDIS,37.092,77.552,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,86.2397,1.29787
25074,dummy,Dummy,PI-SIDIS,35.345,45.97,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,88.4474,1.69156
