setting,mode,bin,dp_idx,dp_lo,dp_hi,dthe_b1_fit,dthe_b1_fit_err,dthe_b2_fit,dthe_b2_fit_err,dthe_b3_fit,dthe_b3_fit_err,dthe_b4_fit,dthe_b4_fit_err,dthe_b5_fit,dthe_b5_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_b1_fit,dthp_b1_fit_err,dthp_b2_fit,dthp_b2_fit_err,dthp_b3_fit,dthp_b3_fit_err,dthp_b4_fit,dthp_b4_fit_err,dthp_b5_fit,dthp_b5_fit_err,dpp_fit,dpp_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_b1_dthe_b1,cov_dthe_b1_dthe_b2,cov_dthe_b1_dthe_b3,cov_dthe_b1_dthe_b4,cov_dthe_b1_dthe_b5,cov_dthe_b1_dpe_b1,cov_dthe_b1_dpe_b2,cov_dthe_b1_dpe_b3,cov_dthe_b1_dpe_b4,cov_dthe_b1_dpe_b5,cov_dthe_b1_dthp_b1,cov_dthe_b1_dthp_b2,cov_dthe_b1_dthp_b3,cov_dthe_b1_dthp_b4,cov_dthe_b1_dthp_b5,cov_dthe_b1_dpp,cov_dthe_b2_dthe_b1,cov_dthe_b2_dthe_b2,cov_dthe_b2_dthe_b3,cov_dthe_b2_dthe_b4,cov_dthe_b2_dthe_b5,cov_dthe_b2_dpe_b1,cov_dthe_b2_dpe_b2,cov_dthe_b2_dpe_b3,cov_dthe_b2_dpe_b4,cov_dthe_b2_dpe_b5,cov_dthe_b2_dthp_b1,cov_dthe_b2_dthp_b2,cov_dthe_b2_dthp_b3,cov_dthe_b2_dthp_b4,cov_dthe_b2_dthp_b5,cov_dthe_b2_dpp,cov_dthe_b3_dthe_b1,cov_dthe_b3_dthe_b2,cov_dthe_b3_dthe_b3,cov_dthe_b3_dthe_b4,cov_dthe_b3_dthe_b5,cov_dthe_b3_dpe_b1,cov_dthe_b3_dpe_b2,cov_dthe_b3_dpe_b3,cov_dthe_b3_dpe_b4,cov_dthe_b3_dpe_b5,cov_dthe_b3_dthp_b1,cov_dthe_b3_dthp_b2,cov_dthe_b3_dthp_b3,cov_dthe_b3_dthp_b4,cov_dthe_b3_dthp_b5,cov_dthe_b3_dpp,cov_dthe_b4_dthe_b1,cov_dthe_b4_dthe_b2,cov_dthe_b4_dthe_b3,cov_dthe_b4_dthe_b4,cov_dthe_b4_dthe_b5,cov_dthe_b4_dpe_b1,cov_dthe_b4_dpe_b2,cov_dthe_b4_dpe_b3,cov_dthe_b4_dpe_b4,cov_dthe_b4_dpe_b5,cov_dthe_b4_dthp_b1,cov_dthe_b4_dthp_b2,cov_dthe_b4_dthp_b3,cov_dthe_b4_dthp_b4,cov_dthe_b4_dthp_b5,cov_dthe_b4_dpp,cov_dthe_b5_dthe_b1,cov_dthe_b5_dthe_b2,cov_dthe_b5_dthe_b3,cov_dthe_b5_dthe_b4,cov_dthe_b5_dthe_b5,cov_dthe_b5_dpe_b1,cov_dthe_b5_dpe_b2,cov_dthe_b5_dpe_b3,cov_dthe_b5_dpe_b4,cov_dthe_b5_dpe_b5,cov_dthe_b5_dthp_b1,cov_dthe_b5_dthp_b2,cov_dthe_b5_dthp_b3,cov_dthe_b5_dthp_b4,cov_dthe_b5_dthp_b5,cov_dthe_b5_dpp,cov_dpe_b1_dthe_b1,cov_dpe_b1_dthe_b2,cov_dpe_b1_dthe_b3,cov_dpe_b1_dthe_b4,cov_dpe_b1_dthe_b5,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp_b1,cov_dpe_b1_dthp_b2,cov_dpe_b1_dthp_b3,cov_dpe_b1_dthp_b4,cov_dpe_b1_dthp_b5,cov_dpe_b1_dpp,cov_dpe_b2_dthe_b1,cov_dpe_b2_dthe_b2,cov_dpe_b2_dthe_b3,cov_dpe_b2_dthe_b4,cov_dpe_b2_dthe_b5,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp_b1,cov_dpe_b2_dthp_b2,cov_dpe_b2_dthp_b3,cov_dpe_b2_dthp_b4,cov_dpe_b2_dthp_b5,cov_dpe_b2_dpp,cov_dpe_b3_dthe_b1,cov_dpe_b3_dthe_b2,cov_dpe_b3_dthe_b3,cov_dpe_b3_dthe_b4,cov_dpe_b3_dthe_b5,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp_b1,cov_dpe_b3_dthp_b2,cov_dpe_b3_dthp_b3,cov_dpe_b3_dthp_b4,cov_dpe_b3_dthp_b5,cov_dpe_b3_dpp,cov_dpe_b4_dthe_b1,cov_dpe_b4_dthe_b2,cov_dpe_b4_dthe_b3,cov_dpe_b4_dthe_b4,cov_dpe_b4_dthe_b5,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp_b1,cov_dpe_b4_dthp_b2,cov_dpe_b4_dthp_b3,cov_dpe_b4_dthp_b4,cov_dpe_b4_dthp_b5,cov_dpe_b4_dpp,cov_dpe_b5_dthe_b1,cov_dpe_b5_dthe_b2,cov_dpe_b5_dthe_b3,cov_dpe_b5_dthe_b4,cov_dpe_b5_dthe_b5,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp_b1,cov_dpe_b5_dthp_b2,cov_dpe_b5_dthp_b3,cov_dpe_b5_dthp_b4,cov_dpe_b5_dthp_b5,cov_dpe_b5_dpp,cov_dthp_b1_dthe_b1,cov_dthp_b1_dthe_b2,cov_dthp_b1_dthe_b3,cov_dthp_b1_dthe_b4,cov_dthp_b1_dthe_b5,cov_dthp_b1_dpe_b1,cov_dthp_b1_dpe_b2,cov_dthp_b1_dpe_b3,cov_dthp_b1_dpe_b4,cov_dthp_b1_dpe_b5,cov_dthp_b1_dthp_b1,cov_dthp_b1_dthp_b2,cov_dthp_b1_dthp_b3,cov_dthp_b1_dthp_b4,cov_dthp_b1_dthp_b5,cov_dthp_b1_dpp,cov_dthp_b2_dthe_b1,cov_dthp_b2_dthe_b2,cov_dthp_b2_dthe_b3,cov_dthp_b2_dthe_b4,cov_dthp_b2_dthe_b5,cov_dthp_b2_dpe_b1,cov_dthp_b2_dpe_b2,cov_dthp_b2_dpe_b3,cov_dthp_b2_dpe_b4,cov_dthp_b2_dpe_b5,cov_dthp_b2_dthp_b1,cov_dthp_b2_dthp_b2,cov_dthp_b2_dthp_b3,cov_dthp_b2_dthp_b4,cov_dthp_b2_dthp_b5,cov_dthp_b2_dpp,cov_dthp_b3_dthe_b1,cov_dthp_b3_dthe_b2,cov_dthp_b3_dthe_b3,cov_dthp_b3_dthe_b4,cov_dthp_b3_dthe_b5,cov_dthp_b3_dpe_b1,cov_dthp_b3_dpe_b2,cov_dthp_b3_dpe_b3,cov_dthp_b3_dpe_b4,cov_dthp_b3_dpe_b5,cov_dthp_b3_dthp_b1,cov_dthp_b3_dthp_b2,cov_dthp_b3_dthp_b3,cov_dthp_b3_dthp_b4,cov_dthp_b3_dthp_b5,cov_dthp_b3_dpp,cov_dthp_b4_dthe_b1,cov_dthp_b4_dthe_b2,cov_dthp_b4_dthe_b3,cov_dthp_b4_dthe_b4,cov_dthp_b4_dthe_b5,cov_dthp_b4_dpe_b1,cov_dthp_b4_dpe_b2,cov_dthp_b4_dpe_b3,cov_dthp_b4_dpe_b4,cov_dthp_b4_dpe_b5,cov_dthp_b4_dthp_b1,cov_dthp_b4_dthp_b2,cov_dthp_b4_dthp_b3,cov_dthp_b4_dthp_b4,cov_dthp_b4_dthp_b5,cov_dthp_b4_dpp,cov_dthp_b5_dthe_b1,cov_dthp_b5_dthe_b2,cov_dthp_b5_dthe_b3,cov_dthp_b5_dthe_b4,cov_dthp_b5_dthe_b5,cov_dthp_b5_dpe_b1,cov_dthp_b5_dpe_b2,cov_dthp_b5_dpe_b3,cov_dthp_b5_dpe_b4,cov_dthp_b5_dpe_b5,cov_dthp_b5_dthp_b1,cov_dthp_b5_dthp_b2,cov_dthp_b5_dthp_b3,cov_dthp_b5_dthp_b4,cov_dthp_b5_dthp_b5,cov_dthp_b5_dpp,cov_dpp_dthe_b1,cov_dpp_dthe_b2,cov_dpp_dthe_b3,cov_dpp_dthe_b4,cov_dpp_dthe_b5,cov_dpp_dpe_b1,cov_dpp_dpe_b2,cov_dpp_dpe_b3,cov_dpp_dpe_b4,cov_dpp_dpe_b5,cov_dpp_dthp_b1,cov_dpp_dthp_b2,cov_dpp_dthp_b3,cov_dpp_dthp_b4,cov_dpp_dthp_b5,cov_dpp_dpp,end_marker
A,unconstrained,b1,1,-2.000000,-1.000000,-48.829087,0.010708,-48.944179,0.010292,-49.156519,0.010248,-49.294604,0.010516,nan,nan,79.005212,0.016243,78.932573,0.016147,78.587274,0.016173,77.992682,0.016290,nan,nan,109.245629,0.027384,107.873407,0.025822,105.866203,0.026280,102.943923,0.030459,nan,nan,-270.683132,0.054003,6.676582,0.076272,10.620126,0.020999,-9.886464,0.039648,6.093132,0.026131,6.488618,0.062884,10.657783,0.019124,-9.762092,0.027587,6.093132,0.026105,-0.187964,0.098853,0.037657,0.028402,0.124372,0.048301,-0.000000,0.036936,487.875422,16,13,3,162.625141,0.000000,1,ok_unconstrained,0.000115,0.000097,0.000097,0.000097,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000531,0.000097,0.000106,0.000097,0.000097,nan,-0.000157,-0.000158,-0.000157,-0.000158,nan,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000531,0.000097,0.000097,0.000105,0.000097,nan,-0.000157,-0.000157,-0.000158,-0.000157,nan,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000531,0.000097,0.000097,0.000097,0.000111,nan,-0.000157,-0.000157,-0.000157,-0.000158,nan,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,0.000264,0.000257,0.000257,0.000257,nan,0.000382,0.000365,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000157,nan,0.000257,0.000261,0.000257,0.000257,nan,0.000365,0.000375,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000157,-0.000158,-0.000157,nan,0.000257,0.000257,0.000262,0.000257,nan,0.000365,0.000365,0.000377,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000158,nan,0.000257,0.000257,0.000257,0.000265,nan,0.000365,0.000365,0.000365,0.000386,nan,-0.000866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000382,0.000365,0.000365,0.000365,nan,0.000750,0.000519,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000365,0.000375,0.000365,0.000365,nan,0.000519,0.000667,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000365,0.000365,0.000377,0.000365,nan,0.000519,0.000519,0.000691,0.000520,nan,-0.001231,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000365,0.000365,0.000365,0.000386,nan,0.000520,0.000520,0.000520,0.000928,nan,-0.001232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000531,0.000531,0.000531,0.000531,nan,-0.000865,-0.000865,-0.000865,-0.000866,nan,-0.001230,-0.001230,-0.001231,-0.001232,nan,0.002916,done
A,unconstrained,b2,2,-1.000000,0.000000,-48.829087,0.010708,-48.944179,0.010292,-49.156519,0.010248,-49.294604,0.010516,nan,nan,79.005212,0.016243,78.932573,0.016147,78.587274,0.016173,77.992682,0.016290,nan,nan,109.245629,0.027384,107.873407,0.025822,105.866203,0.026280,102.943923,0.030459,nan,nan,-270.683132,0.054003,8.864658,0.056844,11.144146,0.015812,-9.469704,0.027016,8.318530,0.021922,8.735256,0.045907,11.170609,0.014241,-9.398131,0.019683,8.318530,0.021900,-0.129402,0.073067,0.026463,0.021280,0.071573,0.033426,0.000000,0.030987,487.875422,16,13,3,162.625141,0.000000,1,ok_unconstrained,0.000115,0.000097,0.000097,0.000097,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000531,0.000097,0.000106,0.000097,0.000097,nan,-0.000157,-0.000158,-0.000157,-0.000158,nan,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000531,0.000097,0.000097,0.000105,0.000097,nan,-0.000157,-0.000157,-0.000158,-0.000157,nan,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000531,0.000097,0.000097,0.000097,0.000111,nan,-0.000157,-0.000157,-0.000157,-0.000158,nan,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,0.000264,0.000257,0.000257,0.000257,nan,0.000382,0.000365,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000157,nan,0.000257,0.000261,0.000257,0.000257,nan,0.000365,0.000375,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000157,-0.000158,-0.000157,nan,0.000257,0.000257,0.000262,0.000257,nan,0.000365,0.000365,0.000377,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000158,nan,0.000257,0.000257,0.000257,0.000265,nan,0.000365,0.000365,0.000365,0.000386,nan,-0.000866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000382,0.000365,0.000365,0.000365,nan,0.000750,0.000519,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000365,0.000375,0.000365,0.000365,nan,0.000519,0.000667,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000365,0.000365,0.000377,0.000365,nan,0.000519,0.000519,0.000691,0.000520,nan,-0.001231,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000365,0.000365,0.000365,0.000386,nan,0.000520,0.000520,0.000520,0.000928,nan,-0.001232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000531,0.000531,0.000531,0.000531,nan,-0.000865,-0.000865,-0.000865,-0.000866,nan,-0.001230,-0.001230,-0.001231,-0.001232,nan,0.002916,done
A,unconstrained,b3,3,0.000000,1.000000,-48.829087,0.010708,-48.944179,0.010292,-49.156519,0.010248,-49.294604,0.010516,nan,nan,79.005212,0.016243,78.932573,0.016147,78.587274,0.016173,77.992682,0.016290,nan,nan,109.245629,0.027384,107.873407,0.025822,105.866203,0.026280,102.943923,0.030459,nan,nan,-270.683132,0.054003,14.936879,0.052611,13.536455,0.017893,-9.742441,0.026797,10.018819,0.024521,14.701480,0.044033,13.608419,0.015576,-9.592901,0.019624,10.018819,0.024497,-0.235399,0.068606,0.071964,0.023722,0.149540,0.033214,-0.000000,0.034661,487.875422,16,13,3,162.625141,0.000000,1,ok_unconstrained,0.000115,0.000097,0.000097,0.000097,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000531,0.000097,0.000106,0.000097,0.000097,nan,-0.000157,-0.000158,-0.000157,-0.000158,nan,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000531,0.000097,0.000097,0.000105,0.000097,nan,-0.000157,-0.000157,-0.000158,-0.000157,nan,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000531,0.000097,0.000097,0.000097,0.000111,nan,-0.000157,-0.000157,-0.000157,-0.000158,nan,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,0.000264,0.000257,0.000257,0.000257,nan,0.000382,0.000365,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000157,nan,0.000257,0.000261,0.000257,0.000257,nan,0.000365,0.000375,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000157,-0.000158,-0.000157,nan,0.000257,0.000257,0.000262,0.000257,nan,0.000365,0.000365,0.000377,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000158,nan,0.000257,0.000257,0.000257,0.000265,nan,0.000365,0.000365,0.000365,0.000386,nan,-0.000866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000382,0.000365,0.000365,0.000365,nan,0.000750,0.000519,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000365,0.000375,0.000365,0.000365,nan,0.000519,0.000667,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000365,0.000365,0.000377,0.000365,nan,0.000519,0.000519,0.000691,0.000520,nan,-0.001231,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000365,0.000365,0.000365,0.000386,nan,0.000520,0.000520,0.000520,0.000928,nan,-0.001232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000531,0.000531,0.000531,0.000531,nan,-0.000865,-0.000865,-0.000865,-0.000866,nan,-0.001230,-0.001230,-0.001231,-0.001232,nan,0.002916,done
A,unconstrained,b4,4,1.000000,2.000000,-48.829087,0.010708,-48.944179,0.010292,-49.156519,0.010248,-49.294604,0.010516,nan,nan,79.005212,0.016243,78.932573,0.016147,78.587274,0.016173,77.992682,0.016290,nan,nan,109.245629,0.027384,107.873407,0.025822,105.866203,0.026280,102.943923,0.030459,nan,nan,-270.683132,0.054003,21.041620,0.068077,18.044115,0.023912,-10.788871,0.034088,12.667341,0.040265,21.771103,0.056996,17.806242,0.020598,-11.236741,0.025326,12.667341,0.040225,0.729483,0.088786,-0.237873,0.031560,-0.447870,0.042467,0.000000,0.056915,487.875422,16,13,3,162.625141,0.000000,1,ok_unconstrained,0.000115,0.000097,0.000097,0.000097,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000531,0.000097,0.000106,0.000097,0.000097,nan,-0.000157,-0.000158,-0.000157,-0.000158,nan,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000531,0.000097,0.000097,0.000105,0.000097,nan,-0.000157,-0.000157,-0.000158,-0.000157,nan,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000531,0.000097,0.000097,0.000097,0.000111,nan,-0.000157,-0.000157,-0.000157,-0.000158,nan,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000158,-0.000157,-0.000157,-0.000157,nan,0.000264,0.000257,0.000257,0.000257,nan,0.000382,0.000365,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000157,nan,0.000257,0.000261,0.000257,0.000257,nan,0.000365,0.000375,0.000365,0.000365,nan,-0.000865,-0.000157,-0.000157,-0.000158,-0.000157,nan,0.000257,0.000257,0.000262,0.000257,nan,0.000365,0.000365,0.000377,0.000365,nan,-0.000865,-0.000157,-0.000158,-0.000157,-0.000158,nan,0.000257,0.000257,0.000257,0.000265,nan,0.000365,0.000365,0.000365,0.000386,nan,-0.000866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000193,-0.000224,-0.000224,-0.000224,nan,0.000382,0.000365,0.000365,0.000365,nan,0.000750,0.000519,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000208,-0.000224,-0.000224,nan,0.000365,0.000375,0.000365,0.000365,nan,0.000519,0.000667,0.000519,0.000520,nan,-0.001230,-0.000224,-0.000224,-0.000210,-0.000224,nan,0.000365,0.000365,0.000377,0.000365,nan,0.000519,0.000519,0.000691,0.000520,nan,-0.001231,-0.000224,-0.000224,-0.000224,-0.000201,nan,0.000365,0.000365,0.000365,0.000386,nan,0.000520,0.000520,0.000520,0.000928,nan,-0.001232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000531,0.000531,0.000531,0.000531,nan,-0.000865,-0.000865,-0.000865,-0.000866,nan,-0.001230,-0.001230,-0.001231,-0.001232,nan,0.002916,done
B,unconstrained,b1,1,-2.000000,-1.000000,-192.259397,0.058096,-192.018166,0.057884,-192.102489,0.057113,-192.136160,0.056521,-192.089511,0.056725,385.150392,0.109288,384.641087,0.109327,384.279509,0.109199,383.847814,0.109146,383.172567,0.109436,250.485846,0.085459,249.676363,0.085359,248.792820,0.084141,247.960138,0.083886,246.931984,0.086984,-599.982006,0.168567,11.161092,0.462163,-1.827742,0.118095,4.380130,0.172748,9.892274,0.142104,11.858963,0.405467,-2.016539,0.101722,3.987652,0.119968,9.892451,0.141964,0.697871,0.614816,-0.188797,0.155865,-0.392478,0.210320,0.000177,0.200866,15.364909,20,16,4,3.841227,0.004001,1,ok_unconstrained,0.003375,0.002880,0.002879,0.002879,0.002879,-0.005813,-0.005786,-0.005786,-0.005786,-0.005786,-0.003347,-0.003803,-0.003804,-0.003804,-0.003804,0.009048,0.002880,0.003351,0.002878,0.002878,0.002879,-0.005784,-0.005825,-0.005784,-0.005784,-0.005785,-0.003801,-0.003384,-0.003803,-0.003803,-0.003803,0.009045,0.002879,0.002878,0.003262,0.002877,0.002878,-0.005783,-0.005782,-0.005831,-0.005783,-0.005783,-0.003800,-0.003801,-0.003478,-0.003802,-0.003802,0.009042,0.002879,0.002878,0.002877,0.003195,0.002878,-0.005782,-0.005782,-0.005782,-0.005830,-0.005783,-0.003800,-0.003801,-0.003801,-0.003544,-0.003802,0.009042,0.002879,0.002879,0.002878,0.002878,0.003218,-0.005783,-0.005783,-0.005783,-0.005783,-0.005836,-0.003800,-0.003801,-0.003802,-0.003802,-0.003528,0.009043,-0.005813,-0.005784,-0.005783,-0.005782,-0.005783,0.011944,0.011620,0.011620,0.011621,0.011622,0.007981,0.007638,0.007639,0.007640,0.007641,-0.018172,-0.005786,-0.005825,-0.005782,-0.005782,-0.005783,0.011620,0.011952,0.011620,0.011620,0.011621,0.007637,0.007979,0.007639,0.007640,0.007640,-0.018171,-0.005786,-0.005784,-0.005831,-0.005782,-0.005783,0.011620,0.011620,0.011924,0.011620,0.011621,0.007636,0.007637,0.007941,0.007640,0.007640,-0.018170,-0.005786,-0.005784,-0.005783,-0.005830,-0.005783,0.011621,0.011620,0.011620,0.011913,0.011621,0.007637,0.007638,0.007639,0.007928,0.007641,-0.018171,-0.005786,-0.005785,-0.005783,-0.005783,-0.005836,0.011622,0.011621,0.011621,0.011621,0.011976,0.007637,0.007638,0.007640,0.007641,0.007996,-0.018173,-0.003347,-0.003801,-0.003800,-0.003800,-0.003800,0.007981,0.007637,0.007636,0.007637,0.007637,0.007303,0.005019,0.005020,0.005021,0.005021,-0.011942,-0.003803,-0.003384,-0.003801,-0.003801,-0.003801,0.007638,0.007979,0.007637,0.007638,0.007638,0.005019,0.007286,0.005021,0.005022,0.005022,-0.011943,-0.003804,-0.003803,-0.003478,-0.003801,-0.003802,0.007639,0.007639,0.007941,0.007639,0.007640,0.005020,0.005021,0.007080,0.005023,0.005023,-0.011946,-0.003804,-0.003803,-0.003802,-0.003544,-0.003802,0.007640,0.007640,0.007640,0.007928,0.007641,0.005021,0.005022,0.005023,0.007037,0.005024,-0.011947,-0.003804,-0.003803,-0.003802,-0.003802,-0.003528,0.007641,0.007640,0.007640,0.007641,0.007996,0.005021,0.005022,0.005023,0.005024,0.007566,-0.011948,0.009048,0.009045,0.009042,0.009042,0.009043,-0.018172,-0.018171,-0.018170,-0.018171,-0.018173,-0.011942,-0.011943,-0.011946,-0.011947,-0.011948,0.028415,done
