setting,run,dp_idx,dp_label,dp_lo,dp_hi,bin_center,var,used_in_fit,used_in_summary,fit_valid,y_obs_MeV,y_err_MeV,coeff_dthe,coeff_dpe,coeff_dthp,coeff_dpp,fixed_dthe_mrad,fixed_dthp_mrad,fixed_dpp_tenthpct,fixed_term_MeV,dpe_fit_tenthpct,dpe_fit_err_tenthpct,y_pred_MeV,resid_MeV
A,23846,4,b4,1,2,1.5,Em,1,1,1,18.3047,0.065409,0,-7.06,0,-2.1,-0.3,-7.2,-3.3,6.93,-1.41173,0.00269124,16.8968,1.40784
A,23846,4,b4,1,2,1.5,Pmz,1,1,1,-10.9949,0.095097,-5.75,4.1,0,2.27,-0.3,-7.2,-3.3,-5.766,-1.41173,0.00269124,-11.5541,0.559202
A,23846,4,b4,1,2,1.5,Pmy,1,1,1,12.7123,0.112338,4.1,5.75,-2.27,0,-0.3,-7.2,-3.3,15.114,-1.41173,0.00269124,6.99653,5.71577
A,23847,4,b4,1,2,1.5,W,1,1,1,21.4379,0.196575,-14.08,-8.62,0,0,-0.3,-7.2,-3.3,4.224,-1.41173,0.00269124,16.3931,5.04471
A,23847,4,b4,1,2,1.5,Em,1,1,1,18.3837,0.068221,0,-7.06,0,-2.1,-0.3,-7.2,-3.3,6.93,-1.41173,0.00269124,16.8968,1.48689
A,23847,4,b4,1,2,1.5,Pmz,1,1,1,-11.0499,0.098395,-5.75,4.1,0,2.27,-0.3,-7.2,-3.3,-5.766,-1.41173,0.00269124,-11.5541,0.504221
A,23847,4,b4,1,2,1.5,Pmy,1,1,1,12.5686,0.115734,4.1,5.75,-2.27,0,-0.3,-7.2,-3.3,15.114,-1.41173,0.00269124,6.99653,5.57211
A,23848,4,b4,1,2,1.5,W,1,1,1,21.4226,0.203421,-14.08,-8.62,0,0,-0.3,-7.2,-3.3,4.224,-1.41173,0.00269124,16.3931,5.02948
A,23848,4,b4,1,2,1.5,Em,1,1,1,18.3485,0.071373,0,-7.06,0,-2.1,-0.3,-7.2,-3.3,6.93,-1.41173,0.00269124,16.8968,1.45165
A,23848,4,b4,1,2,1.5,Pmz,1,1,1,-11.0136,0.102314,-5.75,4.1,0,2.27,-0.3,-7.2,-3.3,-5.766,-1.41173,0.00269124,-11.5541,0.540491
A,23848,4,b4,1,2,1.5,Pmy,1,1,1,12.7109,0.120337,4.1,5.75,-2.27,0,-0.3,-7.2,-3.3,15.114,-1.41173,0.00269124,6.99653,5.71437
B,23849,1,b1,-2,-1,-1.5,W,1,1,1,11.0083,0.924575,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.855747,0.0157783,12.553,-1.54469
B,23849,1,b1,-2,-1,-1.5,Em,1,1,1,-1.95817,0.235212,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.855747,0.0157783,0.456271,-2.41444
B,23849,1,b1,-2,-1,-1.5,Pmz,1,1,1,4.80292,0.297804,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.855747,0.0157783,2.64231,2.16061
B,23849,1,b1,-2,-1,-1.5,Pmy,1,1,1,9.62936,0.267654,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.855747,0.0157783,15.5182,-5.88886
B,23850,1,b1,-2,-1,-1.5,W,1,1,1,11.687,0.766523,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.855747,0.0157783,12.553,-0.865921
B,23850,1,b1,-2,-1,-1.5,Em,1,1,1,-1.77084,0.206579,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.855747,0.0157783,0.456271,-2.22711
B,23850,1,b1,-2,-1,-1.5,Pmz,1,1,1,4.39717,0.288469,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.855747,0.0157783,2.64231,1.75487
B,23850,1,b1,-2,-1,-1.5,Pmy,1,1,1,10.1919,0.246136,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.855747,0.0157783,15.5182,-5.32626
B,23851,1,b1,-2,-1,-1.5,W,1,1,1,10.7653,0.743297,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.855747,0.0157783,12.553,-1.78766
B,23851,1,b1,-2,-1,-1.5,Em,1,1,1,-1.79383,0.181986,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.855747,0.0157783,0.456271,-2.2501
B,23851,1,b1,-2,-1,-1.5,Pmz,1,1,1,3.89349,0.31285,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.855747,0.0157783,2.64231,1.25119
B,23851,1,b1,-2,-1,-1.5,Pmy,1,1,1,9.82529,0.22908,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.855747,0.0157783,15.5182,-5.69293
B,23849,2,b2,-1,0,-0.5,W,1,1,1,13.5344,0.813921,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.565043,0.0159523,15.0588,-1.5244
B,23849,2,b2,-1,0,-0.5,Em,1,1,1,0.687041,0.227733,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.565043,0.0159523,2.10166,-1.41462
B,23849,2,b2,-1,0,-0.5,Pmz,1,1,1,1.65485,0.310791,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.565043,0.0159523,1.56961,0.0852381
B,23849,2,b2,-1,0,-0.5,Pmy,1,1,1,11.3571,0.264421,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.565043,0.0159523,14.2682,-2.91113
B,23850,2,b2,-1,0,-0.5,W,1,1,1,11.7056,0.793173,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.565043,0.0159523,15.0588,-3.35319
B,23850,2,b2,-1,0,-0.5,Em,1,1,1,1.19397,0.208805,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.565043,0.0159523,2.10166,-0.907688
B,23850,2,b2,-1,0,-0.5,Pmz,1,1,1,0.860397,0.29634,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.565043,0.0159523,1.56961,-0.709211
B,23850,2,b2,-1,0,-0.5,Pmy,1,1,1,11.7702,0.25213,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.565043,0.0159523,14.2682,-2.49798
B,23851,2,b2,-1,0,-0.5,W,1,1,1,11.4005,0.699839,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.565043,0.0159523,15.0588,-3.65834
B,23851,2,b2,-1,0,-0.5,Em,1,1,1,0.672687,0.193418,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.565043,0.0159523,2.10166,-1.42897
B,23851,2,b2,-1,0,-0.5,Pmz,1,1,1,0.613643,0.311091,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.565043,0.0159523,1.56961,-0.955965
B,23851,2,b2,-1,0,-0.5,Pmy,1,1,1,11.6946,0.230894,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.565043,0.0159523,14.2682,-2.57362
B,23849,3,b3,0,1,0.5,W,1,1,1,15.9514,0.753124,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.357453,0.0152837,16.8483,-0.896837
B,23849,3,b3,0,1,0.5,Em,1,1,1,2.59219,0.208763,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.357453,0.0152837,3.27662,-0.684432
B,23849,3,b3,0,1,0.5,Pmz,1,1,1,0.184641,0.293566,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.357453,0.0152837,0.8036,-0.618959
B,23849,3,b3,0,1,0.5,Pmy,1,1,1,12.746,0.258205,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.357453,0.0152837,13.3755,-0.629509
B,23850,3,b3,0,1,0.5,W,1,1,1,17.6921,0.67291,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.357453,0.0152837,16.8483,0.843821
B,23850,3,b3,0,1,0.5,Em,1,1,1,3.02095,0.21253,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.357453,0.0152837,3.27662,-0.255667
B,23850,3,b3,0,1,0.5,Pmz,1,1,1,-0.351134,0.28857,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.357453,0.0152837,0.8036,-1.15473
B,23850,3,b3,0,1,0.5,Pmy,1,1,1,13.1892,0.240207,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.357453,0.0152837,13.3755,-0.186391
B,23851,3,b3,0,1,0.5,W,1,1,1,17.1593,0.616048,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.357453,0.0152837,16.8483,0.31106
B,23851,3,b3,0,1,0.5,Em,1,1,1,2.7315,0.187594,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.357453,0.0152837,3.27662,-0.545118
B,23851,3,b3,0,1,0.5,Pmz,1,1,1,-0.34122,0.285969,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.357453,0.0152837,0.8036,-1.14482
B,23851,3,b3,0,1,0.5,Pmy,1,1,1,13.1876,0.229959,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.357453,0.0152837,13.3755,-0.187905
B,23849,4,b4,1,2,1.5,W,1,1,1,21.7835,0.694471,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.0631899,0.0150439,19.3848,2.39868
B,23849,4,b4,1,2,1.5,Em,1,1,1,5.32413,0.217922,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.0631899,0.0150439,4.94214,0.381983
B,23849,4,b4,1,2,1.5,Pmz,1,1,1,-1.42904,0.289752,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.0631899,0.0150439,-0.282229,-1.14681
B,23849,4,b4,1,2,1.5,Pmy,1,1,1,14.4572,0.262513,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.0631899,0.0150439,12.1102,2.34699
B,23850,4,b4,1,2,1.5,W,1,1,1,20.533,0.565792,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.0631899,0.0150439,19.3848,1.14817
B,23850,4,b4,1,2,1.5,Em,1,1,1,5.33625,0.200715,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.0631899,0.0150439,4.94214,0.394108
B,23850,4,b4,1,2,1.5,Pmz,1,1,1,-1.17539,0.252154,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.0631899,0.0150439,-0.282229,-0.893164
B,23850,4,b4,1,2,1.5,Pmy,1,1,1,14.1658,0.245285,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.0631899,0.0150439,12.1102,2.05563
B,23851,4,b4,1,2,1.5,W,1,1,1,20.786,0.587306,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,0.0631899,0.0150439,19.3848,1.40118
B,23851,4,b4,1,2,1.5,Em,1,1,1,5.41011,0.195045,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,0.0631899,0.0150439,4.94214,0.467961
B,23851,4,b4,1,2,1.5,Pmz,1,1,1,-1.44918,0.257063,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,0.0631899,0.0150439,-0.282229,-1.16695
B,23851,4,b4,1,2,1.5,Pmy,1,1,1,14.0102,0.230807,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,0.0631899,0.0150439,12.1102,1.89999
B,23849,5,b5,2,3,2.5,W,1,1,1,25.4987,0.653608,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,-0.436509,0.0166898,23.6922,1.80653
B,23849,5,b5,2,3,2.5,Em,1,1,1,8.94431,0.241246,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,-0.436509,0.0166898,7.77044,1.17387
B,23849,5,b5,2,3,2.5,Pmz,1,1,1,-3.83673,0.27101,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,-0.436509,0.0166898,-2.12612,-1.71062
B,23849,5,b5,2,3,2.5,Pmy,1,1,1,14.9178,0.288928,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,-0.436509,0.0166898,9.96151,4.95633
B,23850,5,b5,2,3,2.5,W,1,1,1,26.5812,0.643187,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,-0.436509,0.0166898,23.6922,2.88899
B,23850,5,b5,2,3,2.5,Em,1,1,1,8.99455,0.233208,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,-0.436509,0.0166898,7.77044,1.2241
B,23850,5,b5,2,3,2.5,Pmz,1,1,1,-4.34734,0.281648,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,-0.436509,0.0166898,-2.12612,-2.22123
B,23850,5,b5,2,3,2.5,Pmy,1,1,1,15.4366,0.280408,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,-0.436509,0.0166898,9.96151,5.4751
B,23851,5,b5,2,3,2.5,W,1,1,1,26.0462,0.612234,-17.33,-8.62,0,0,-1.15,-4.3,-1.46,19.9295,-0.436509,0.0166898,23.6922,2.35397
B,23851,5,b5,2,3,2.5,Em,1,1,1,9.42475,0.226841,0,-5.66,0,-3.63,-1.15,-4.3,-1.46,5.2998,-0.436509,0.0166898,7.77044,1.65431
B,23851,5,b5,2,3,2.5,Pmz,1,1,1,-4.13344,0.253408,-4.3,3.69,0,3.74,-1.15,-4.3,-1.46,-0.5154,-0.436509,0.0166898,-2.12612,-2.00732
B,23851,5,b5,2,3,2.5,Pmy,1,1,1,15.5272,0.271698,3.69,4.3,-3.74,0,-1.15,-4.3,-1.46,11.8385,-0.436509,0.0166898,9.96151,5.56564
