run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24690,signal,LH2,PI-SIDIS,54.694,89.104,0.9986,1.0,1.040451,-1.0,1.0,ps6,1.0,13.7579,0.470762
24691,signal,LH2,PI-SIDIS,53.384,67.948,0.9987,1.0,1.039718,1.0,-1.0,ps5,1.0,14.2566,0.544923
24692,signal,LH2,PI-SIDIS,50.334,81.648,0.9983,1.0,1.037402,-1.0,1.0,ps6,1.0,13.9897,0.491869
24693,signal,LH2,PI-SIDIS,48.461,79.741,0.9989,1.0,1.035851,-1.0,1.0,ps6,1.0,13.8098,0.497944
24694,signal,LH2,PI-SIDIS,47.867,86.094,0.9986,1.0,1.034785,-1.0,1.0,ps6,1.0,13.8401,0.47816
24695,signal,LH2,PI-SIDIS,55.443,99.916,0.9984,1.0,1.040078,-1.0,1.0,ps6,1.0,13.3448,0.44081
24696,signal,LH2,PI-SIDIS,55.226,8.246,0.999,1.0,1.040195,-1.0,1.0,ps6,1.0,13.8835,1.54132
24697,signal,LH2,PI-SIDIS,51.331,90.832,0.9985,1.0,1.036871,-1.0,1.0,ps6,1.0,13.2038,0.460179
24698,signal,LH2,PI-SIDIS,49.855,85.419,0.9986,1.0,1.03554,-1.0,1.0,ps6,1.0,13.4213,0.474305
24699,signal,LH2,PI-SIDIS,50.824,106.93,0.9985,1.0,1.035202,-1.0,1.0,ps6,1.0,11.2358,0.391074
24701,signal,LH2,PI-SIDIS,47.266,99.07,0.9985,1.0,1.034181,-1.0,1.0,ps6,1.0,13.0785,0.438209
24702,signal,LH2,PI-SIDIS,36.332,69.796,0.9988,1.0,1.026298,-1.0,1.0,ps6,1.0,14.1135,0.509829
24703,signal,LH2,PI-SIDIS,18.862,48.071,0.9978,1.0,1.013767,-1.0,1.0,ps6,1.0,14.389,0.588009
24713,signal,LH2,PI-SIDIS,48.562,104.45,0.9987,1.0,1.035018,-1.0,1.0,ps6,1.0,13.9459,0.436269
24714,signal,LH2,PI-SIDIS,50.934,109.18,0.9983,1.0,1.036583,-1.0,1.0,ps6,1.0,13.963,0.429432
24715,signal,LH2,PI-SIDIS,50.575,106.39,0.9984,1.0,1.036321,-1.0,1.0,ps6,1.0,13.4903,0.429018
24716,signal,LH2,PI-SIDIS,52.411,113.34,0.9984,1.0,1.037743,-1.0,1.0,ps6,1.0,13.0847,0.410219
24717,signal,LH2,PI-SIDIS,54.889,103.72,0.9986,1.0,1.039715,-1.0,1.0,ps6,1.0,13.6145,0.433735
24718,signal,LH2,PI-SIDIS,50.941,110.26,0.999,1.0,1.035954,-1.0,1.0,ps6,1.0,13.7607,0.423924
24719,signal,LH2,PI-SIDIS,56.411,102.36,0.9986,1.0,1.039073,-1.0,1.0,ps6,1.0,12.3964,0.42682
24720,signal,LH2,PI-SIDIS,35.809,75.43,0.9988,1.0,1.025261,-1.0,1.0,ps6,1.0,13.9584,0.49333
24721,signal,LH2,PI-SIDIS,36.161,74.241,0.9986,1.0,1.026023,-1.0,1.0,ps6,1.0,14.2958,0.499716
24722,signal,LH2,PI-SIDIS,37.595,73.569,0.9984,1.0,1.027191,-1.0,1.0,ps6,1.0,13.8603,0.499355
24723,signal,LH2,PI-SIDIS,34.628,69.734,0.9985,1.0,1.024824,-1.0,1.0,ps6,1.0,13.2721,0.503762
24724,signal,LH2,PI-SIDIS,18.126,36.741,0.9989,1.0,1.013227,-1.0,1.0,ps6,1.0,13.6146,0.657789
24725,signal,LH2,PI-SIDIS,17.826,38.819,0.998,1.0,1.013014,-1.0,1.0,ps6,1.0,14.6421,0.664504
24726,signal,LH2,PI-SIDIS,18.846,32.242,0.9988,1.0,1.013746,-1.0,1.0,ps6,1.0,13.4663,0.697083
