# YieldRatioVsTrigger
# manifest: /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/settings/pass5/pi-sidis/LH2/z0p67/x0p25/Q23p3/hmsPneg3p642_shmsPneg4p868_hmsTh16p75_shmsTh7p51_thpqneg0p8/manifest.json
# rel_under_settings: pass5/pi-sidis/LH2/z0p67/x0p25/Q23p3/hmsPneg3p642_shmsPneg4p868_hmsTh16p75_shmsTh7p51_thpqneg0p8
# inputs:
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass5/pi-sidis/LH2/z0p67/x0p25/Q23p3/hmsPneg3p642_shmsPneg4p868_hmsTh16p75_shmsTh7p51_thpqneg0p8/tables/yield_vs_trigger_shms34.csv
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass5/pi-sidis/LH2/z0p67/x0p25/Q23p3/hmsPneg3p642_shmsPneg4p868_hmsTh16p75_shmsTh7p51_thpqneg0p8/tables/hms_elclean_chargeNorm_vs_current.csv
# N_total: 10
# N_valid_for_fit1: 10
# N_valid_for_fit2: 10
# fit1_model: raw_ratio = a + b*x   (x in kHz)
# fit1_a: 0.0001742195426
# fit1_a_err: 2.86576715199e-06
# fit1_b_per_kHz: -2.24878516444e-08
# fit1_b_err_per_kHz: 3.84465446619e-09
# fit1_chi2: 6.07689524279
# fit1_ndf: 8
# fit1_prob: 0.638618717035
# fit2_model: y_norm = 1 + m*x   (x in kHz)
# fit2_m_per_kHz: -0.000129101493677
# fit2_m_err_per_kHz: 8.6617056347e-06
# tau_ns: 129.101493677
# tau_ns_err: 8.6617056347
# fit2_chi2: 3.19535409123
# fit2_ndf: 9
# fit2_prob: 0.956043340728

run,shms34_rate_kHz,yield,yield_err,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,raw_ratio,raw_ratio_err,ynorm,ynorm_err,status_yield_csv,status_elclean_csv,join_flag,use_in_fit,reason
25049,815.775,21.8462,0.279362,139867.545,46.1299801,0.0001561920601,1.997996746e-06,0.8965243382,0.01868147916,OK,OK,OK,1,""
25050,848.918,21.8239,0.268525,139957.8684,44.09993962,0.0001559319262,1.919242119e-06,0.8950311993,0.0183877654,OK,OK,OK,1,""
25051,831.003,21.7781,0.353732,139856.9266,58.43993636,0.0001557169926,2.530078727e-06,0.8937975054,0.02066529536,OK,OK,OK,1,""
25052,551.402,22.6128,0.329698,140959.6407,57.19646971,0.0001604203862,2.339858773e-06,0.9207944402,0.02024325573,OK,OK,OK,1,""
25053,279.231,23.2434,0.437975,142236.6113,81.03571573,0.0001634136232,3.080607333e-06,0.9379752738,0.02346734386,OK,OK,OK,1,""
25069,823.195,21.8325,0.277452,139902.9388,45.74187831,0.0001560546203,1.983831167e-06,0.8957354498,0.01862140617,OK,OK,OK,1,""
25070,803.673,21.8445,0.286283,140087.7872,47.22612189,0.000155934364,2.044273137e-06,0.8950451922,0.01882667323,OK,OK,OK,1,""
25071,841.071,21.5918,0.265638,139973.2888,43.8664965,0.0001542565741,1.898391997e-06,0.8854148727,0.01818941563,OK,OK,OK,1,""
25072,561.428,22.8559,0.339784,140927.555,58.65030526,0.0001621819097,2.411998953e-06,0.9309053811,0.02064338164,OK,OK,OK,1,""
25073,280.17,24.6329,0.436728,142226.9286,78.88951861,0.0001731943468,3.072144507e-06,0.994115495,0.02404889775,OK,OK,OK,1,""
