run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24779,signal,LH2,PI+SIDIS,99.321,0.998,1.0,99.9891,33.7635,1.037945,-1.0,1.0,ps6,1.0
24780,signal,LH2,PI+SIDIS,61.556,0.9986,1.0,99.9896,33.8472,1.033778,1.0,-1.0,ps5,1.0
24781,signal,LH2,PI+SIDIS,94.04,0.9987,1.0,99.9891,34.0668,1.036787,-1.0,1.0,ps6,1.0
24782,signal,LH2,PI+SIDIS,100.52,0.9984,1.0,99.9893,34.567,1.031908,-1.0,1.0,ps6,1.0
24783,signal,LH2,PI+SIDIS,80.021,0.9984,1.0,99.9894,34.5694,1.030232,-1.0,1.0,ps6,1.0
24784,signal,LH2,PI+SIDIS,93.881,0.9985,1.0,99.9891,34.378,1.036885,-1.0,1.0,ps6,1.0
24785,signal,LH2,PI+SIDIS,80.205,0.9987,1.0,99.9895,34.3935,1.029916,-1.0,1.0,ps6,1.0
24786,signal,LH2,PI+SIDIS,71.806,0.9984,1.0,99.9897,34.0246,1.030798,-1.0,1.0,ps6,1.0
24787,signal,LH2,PI+SIDIS,91.662,0.9986,1.0,99.9891,33.87,1.037095,-1.0,1.0,ps6,1.0
24788,signal,LH2,PI+SIDIS,75.18,0.9985,1.0,99.9895,33.9054,1.029771,-1.0,1.0,ps6,1.0
24789,signal,LH2,PI+SIDIS,80.311,0.9987,1.0,99.9894,33.805,1.032958,-1.0,1.0,ps6,1.0
24790,signal,LH2,PI+SIDIS,63.274,0.9991,1.0,99.9925,33.6193,1.02546,-1.0,1.0,ps6,1.0
24791,signal,LH2,PI+SIDIS,31.67,0.9988,1.0,99.9963,33.8967,1.013174,-1.0,1.0,ps6,1.0
24803,signal,LH2,PI+SIDIS,76.008,0.9988,1.0,99.9894,33.6871,1.030801,-1.0,1.0,ps6,1.0
24804,signal,LH2,PI+SIDIS,86.921,0.999,1.0,99.9892,33.6409,1.0341,-1.0,1.0,ps6,1.0
24805,signal,LH2,PI+SIDIS,105.3,0.9987,1.0,99.9889,33.371,1.039288,-1.0,1.0,ps6,1.0
24806,signal,LH2,PI+SIDIS,88.757,0.9988,1.0,99.9891,33.2368,1.037065,-1.0,1.0,ps6,1.0
24807,signal,LH2,PI+SIDIS,94.189,0.9982,1.0,99.989,33.2704,1.038709,-1.0,1.0,ps6,1.0
24808,signal,LH2,PI+SIDIS,98.908,0.9983,1.0,99.989,33.2892,1.036853,-1.0,1.0,ps6,1.0
24809,signal,LH2,PI+SIDIS,89.411,0.9984,1.0,99.9891,33.532,1.034898,-1.0,1.0,ps6,1.0
24810,signal,LH2,PI+SIDIS,86.123,0.9986,1.0,99.9891,33.4266,1.034222,-1.0,1.0,ps6,1.0
24811,signal,LH2,PI+SIDIS,72.164,0.9985,1.0,99.9892,33.4875,1.036036,-1.0,1.0,ps6,1.0
24812,signal,LH2,PI+SIDIS,71.775,0.9983,1.0,99.9925,33.5427,1.026598,-1.0,1.0,ps6,1.0
24813,signal,LH2,PI+SIDIS,19.353,0.9986,1.0,99.9963,33.6347,1.013044,-1.0,1.0,ps6,1.0
24794,dummy,Dummy,PI+SIDIS,35.15,0.9987,1.0,99.9942,34.0301,1.0,-1.0,1.0,ps6,1.0
24795,dummy,Dummy,PI+SIDIS,54.538,0.999,1.0,99.9941,33.8996,1.0,-1.0,1.0,ps6,1.0
24796,dummy,Dummy,PI+SIDIS,4.684,1.0,1.0,99.994,34.1133,1.0,-1.0,1.0,ps6,1.0
24797,dummy,Dummy,PI+SIDIS,65.267,0.9985,1.0,99.9941,32.9168,1.0,-1.0,1.0,ps6,1.0
24798,dummy,Dummy,PI+SIDIS,55.955,0.9984,1.0,99.9942,34.1304,1.0,-1.0,1.0,ps6,1.0
24814,dummy,Dummy,PI+SIDIS,67.964,0.9987,1.0,99.9941,33.5264,1.0,-1.0,1.0,ps6,1.0
24815,dummy,Dummy,PI+SIDIS,68.439,0.9986,1.0,99.994,33.7828,1.0,-1.0,1.0,ps6,1.0
24816,dummy,Dummy,PI+SIDIS,68.026,0.9987,1.0,99.9941,34.4061,1.0,-1.0,1.0,ps6,1.0
24817,dummy,Dummy,PI+SIDIS,68.901,0.9991,1.0,99.9942,33.8966,1.0,-1.0,1.0,ps6,1.0
24821,positron,LH2,PI+SIDIS,92.492,0.996,1.0,99.9892,33.6848,1.035683,-1.0,1.0,ps6,1.0
24822,positron,LH2,PI+SIDIS,91.983,0.9989,1.0,99.9892,34.1327,1.035281,-1.0,1.0,ps6,1.0
24823,positron,LH2,PI+SIDIS,101.6,0.9935,1.0,99.9891,33.3296,1.037162,-1.0,1.0,ps6,1.0
