run,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD,muD_err,sigD,sigD_err,statusD,chi2D,ndfD,muS,muS_err,sigS,sigS_err,statusS,chi2S,ndfS,dmu_GeV,dmu_err_GeV,dmu_MeV,dmu_err_MeV
23839,0,full,-10.000000,20.000000,W,0.904549,1.004675,61272.000000,200.397672,305.752055,90825.000000,95136.000000,0.951909,0.000094,0.021192,0.000096,0,1083.063603,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.006427,0.000111,6.426825,0.111064
23839,0,full,-10.000000,20.000000,Em,-0.001442,0.027924,50896.000000,177.083188,287.412943,90825.000000,95136.000000,0.012744,0.000036,0.006801,0.000032,0,1665.743260,12,0.005632,0.000016,0.003464,0.000016,0,6221.549064,12,0.007113,0.000040,7.112623,0.039800
23839,0,full,-10.000000,20.000000,Pmz,-0.050532,0.020578,60971.000000,203.219960,300.024663,90825.000000,95136.000000,-0.010819,0.000046,0.009520,0.000046,0,4959.727178,8,-0.005253,0.000027,0.006067,0.000020,0,7609.056549,8,-0.005566,0.000053,-5.566076,0.053367
23839,0,full,-10.000000,20.000000,Pmx,-0.051939,0.025392,61933.000000,202.308975,306.130758,90825.000000,95136.000000,-0.009841,0.000057,0.012020,0.000058,0,5065.931325,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.005502,0.000064,-5.501553,0.064388
23839,0,full,-10.000000,20.000000,Pmy,-0.023882,0.037385,76027.000000,259.091408,293.436979,90825.000000,95136.000000,0.006542,0.000039,0.010365,0.000036,0,1193.033953,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007267,0.000045,7.267278,0.044589
23839,1,b1,-2.000000,-1.000000,W,0.898490,1.000465,8926.000000,40.697518,219.325413,12965.000000,21789.000000,0.947014,0.000276,0.022308,0.000276,0,242.873650,11,0.946742,0.000131,0.015121,0.000101,0,901.313936,11,0.000272,0.000306,0.271878,0.305843
23839,1,b1,-2.000000,-1.000000,Em,-0.002634,0.024757,6442.000000,34.374339,187.407238,12965.000000,21789.000000,0.009960,0.000079,0.005286,0.000076,0,289.950581,10,0.006029,0.000031,0.003446,0.000031,0,1440.424424,10,0.003930,0.000085,3.930293,0.084758
23839,1,b1,-2.000000,-1.000000,Pmz,-0.058040,0.022067,8510.000000,42.355573,200.918073,12965.000000,21789.000000,-0.011090,0.000145,0.009944,0.000157,0,1518.590147,11,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.005221,0.000156,-5.221245,0.155807
23839,1,b1,-2.000000,-1.000000,Pmx,-0.054451,0.027663,9080.000000,42.001459,216.182967,12965.000000,21789.000000,-0.006923,0.000188,0.011304,0.000193,0,1593.354229,11,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.002617,0.000196,-2.617211,0.195640
23839,1,b1,-2.000000,-1.000000,Pmy,-0.025670,0.033907,10806.000000,49.076705,220.185930,12965.000000,21789.000000,0.004258,0.000095,0.009535,0.000092,0,273.720115,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004483,0.000104,4.483443,0.103725
23839,2,b2,-1.000000,0.000000,W,0.899685,1.000778,16234.000000,61.521432,263.875523,19974.000000,24193.000000,0.947373,0.000191,0.021402,0.000184,0,336.873285,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.001832,0.000217,1.831879,0.217341
23839,2,b2,-1.000000,0.000000,Em,-0.002547,0.024324,13527.000000,53.841408,251.237857,19974.000000,24193.000000,0.009980,0.000057,0.005502,0.000052,0,508.237278,10,0.005532,0.000026,0.003217,0.000026,0,1823.182644,10,0.004448,0.000062,4.447792,0.062188
23839,2,b2,-1.000000,0.000000,Pmz,-0.051246,0.021209,16419.000000,62.438500,262.962756,19974.000000,24193.000000,-0.010378,0.000091,0.009475,0.000093,0,1971.937146,10,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.005202,0.000102,-5.201615,0.102042
23839,2,b2,-1.000000,0.000000,Pmx,-0.048509,0.026492,16744.000000,62.102181,269.620159,19974.000000,24193.000000,-0.007080,0.000110,0.011147,0.000115,0,1596.876435,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.002783,0.000120,-2.782540,0.120320
23839,2,b2,-1.000000,0.000000,Pmy,-0.021788,0.033042,17799.000000,66.879036,266.137208,19974.000000,24193.000000,0.005799,0.000072,0.009402,0.000067,0,342.109441,7,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006653,0.000082,6.652882,0.082200
23839,3,b3,0.000000,1.000000,W,0.905983,1.003134,18868.000000,58.153449,324.451951,21851.000000,17090.000000,0.952486,0.000163,0.020472,0.000163,0,372.340124,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.007488,0.000196,7.488090,0.196200
23839,3,b3,0.000000,1.000000,Em,-0.001679,0.027625,16570.000000,52.631682,314.829381,21851.000000,17090.000000,0.012196,0.000062,0.006507,0.000058,0,779.666628,12,0.005478,0.000032,0.003506,0.000033,0,1420.819731,12,0.006718,0.000070,6.718092,0.069908
23839,3,b3,0.000000,1.000000,Pmz,-0.047988,0.020737,19122.000000,58.097588,329.135869,21851.000000,17090.000000,-0.010390,0.000085,0.010031,0.000083,0,1354.314010,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.005451,0.000100,-5.450612,0.099584
23839,3,b3,0.000000,1.000000,Pmx,-0.049160,0.024038,19500.000000,58.395340,333.930755,21851.000000,17090.000000,-0.010462,0.000093,0.011714,0.000097,0,1039.161591,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.005991,0.000110,-5.990738,0.110474
23839,3,b3,0.000000,1.000000,Pmy,-0.020243,0.034173,19591.000000,59.305980,330.337682,21851.000000,17090.000000,0.006992,0.000072,0.009707,0.000066,0,231.777485,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.007986,0.000088,7.986320,0.088204
23839,4,b4,1.000000,2.000000,W,0.917843,0.997219,13570.000000,23.532239,576.655721,15047.000000,5564.000000,0.956746,0.000147,0.016272,0.000139,0,191.723399,9,0.943457,0.000168,0.011986,0.000144,0,66.794841,9,0.013288,0.000223,13.288454,0.223334
23839,4,b4,1.000000,2.000000,Em,0.003060,0.030789,12763.000000,19.659656,649.197511,15047.000000,5564.000000,0.016352,0.000063,0.006211,0.000062,0,116.659249,10,-0.079899,0.003741,0.020051,0.000602,4,176.544905,10,0.096250,0.003741,96.250258,3.741203
23839,4,b4,1.000000,2.000000,Pmz,-0.041199,0.015142,13742.000000,23.695286,579.946585,15047.000000,5564.000000,-0.011305,0.000078,0.008482,0.000074,0,646.989504,7,-0.004708,0.000082,0.005670,0.000059,0,150.438545,7,-0.006598,0.000113,-6.597693,0.113432
23839,4,b4,1.000000,2.000000,Pmx,-0.043734,0.019323,13734.000000,23.723072,578.930092,15047.000000,5564.000000,-0.011981,0.000095,0.010543,0.000089,0,290.622281,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.008197,0.000139,-8.196585,0.139281
23839,4,b4,1.000000,2.000000,Pmy,-0.017446,0.036607,13530.000000,23.544503,574.656435,15047.000000,5564.000000,0.009659,0.000089,0.009999,0.000079,0,96.516310,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010008,0.000134,10.007553,0.133596
23839,5,b5,2.000000,3.000000,W,0.918630,0.994574,963.000000,0.000000,1.000000,1118.000000,0.000000,0.957460,0.000466,0.013506,0.000424,0,19.826535,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.957460,0.000466,957.459564,0.465597
23839,5,b5,2.000000,3.000000,Em,0.006491,0.031040,943.000000,0.000000,1.000000,1118.000000,0.000000,0.019111,0.000187,0.005407,0.000175,0,10.213433,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.019111,0.000187,19.110962,0.187334
23839,5,b5,2.000000,3.000000,Pmz,-0.040544,0.016854,952.000000,0.000000,1.000000,1118.000000,0.000000,-0.012758,0.000261,0.007921,0.000253,0,28.761953,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.012758,0.000261,-12.758269,0.261049
23839,5,b5,2.000000,3.000000,Pmx,-0.041672,0.019781,930.000000,0.000000,1.000000,1118.000000,0.000000,-0.011679,0.000345,0.010214,0.000309,0,14.329464,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.011679,0.000345,-11.678950,0.345185
23839,5,b5,2.000000,3.000000,Pmy,-0.017270,0.044856,921.000000,0.000000,1.000000,1118.000000,0.000000,0.014374,0.000391,0.011335,0.000340,0,7.089078,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.014374,0.000391,14.374034,0.391313
23839,0,full,-10.000000,20.000000,W,0.904549,1.004675,61272.000000,200.397672,305.752055,90825.000000,95136.000000,0.951909,0.000094,0.021192,0.000096,0,1083.063603,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.006427,0.000111,6.426825,0.111064
23839,0,full,-10.000000,20.000000,Em,-0.001442,0.027924,50896.000000,177.083188,287.412943,90825.000000,95136.000000,0.012744,0.000036,0.006801,0.000032,0,1665.743260,12,0.005632,0.000016,0.003464,0.000016,0,6221.549064,12,0.007113,0.000040,7.112623,0.039800
23839,0,full,-10.000000,20.000000,Pmz,-0.050532,0.020578,60971.000000,203.219960,300.024663,90825.000000,95136.000000,-0.010819,0.000046,0.009520,0.000046,0,4959.727178,8,-0.005253,0.000027,0.006067,0.000020,0,7609.056549,8,-0.005566,0.000053,-5.566076,0.053367
23839,0,full,-10.000000,20.000000,Pmx,-0.051939,0.025392,61933.000000,202.308975,306.130758,90825.000000,95136.000000,-0.009841,0.000057,0.012020,0.000058,0,5065.931325,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.005502,0.000064,-5.501553,0.064388
23839,0,full,-10.000000,20.000000,Pmy,-0.023882,0.037385,76027.000000,259.091408,293.436979,90825.000000,95136.000000,0.006542,0.000039,0.010365,0.000036,0,1193.033953,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007267,0.000045,7.267278,0.044589
23839,1,b1,-2.000000,-1.000000,W,0.898490,1.000465,8926.000000,40.697518,219.325413,12965.000000,21789.000000,0.947014,0.000276,0.022308,0.000276,0,242.873650,11,0.946742,0.000131,0.015121,0.000101,0,901.313936,11,0.000272,0.000306,0.271878,0.305843
23839,1,b1,-2.000000,-1.000000,Em,-0.002634,0.024757,6442.000000,34.374339,187.407238,12965.000000,21789.000000,0.009960,0.000079,0.005286,0.000076,0,289.950581,10,0.006029,0.000031,0.003446,0.000031,0,1440.424424,10,0.003930,0.000085,3.930293,0.084758
23839,1,b1,-2.000000,-1.000000,Pmz,-0.058040,0.022067,8510.000000,42.355573,200.918073,12965.000000,21789.000000,-0.011090,0.000145,0.009944,0.000157,0,1518.590147,11,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.005221,0.000156,-5.221245,0.155807
23839,1,b1,-2.000000,-1.000000,Pmx,-0.054451,0.027663,9080.000000,42.001459,216.182967,12965.000000,21789.000000,-0.006923,0.000188,0.011304,0.000193,0,1593.354229,11,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.002617,0.000196,-2.617211,0.195640
23839,1,b1,-2.000000,-1.000000,Pmy,-0.025670,0.033907,10806.000000,49.076705,220.185930,12965.000000,21789.000000,0.004258,0.000095,0.009535,0.000092,0,273.720115,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004483,0.000104,4.483443,0.103725
23839,2,b2,-1.000000,0.000000,W,0.899685,1.000778,16234.000000,61.521432,263.875523,19974.000000,24193.000000,0.947373,0.000191,0.021402,0.000184,0,336.873285,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.001832,0.000217,1.831879,0.217341
23839,2,b2,-1.000000,0.000000,Em,-0.002547,0.024324,13527.000000,53.841408,251.237857,19974.000000,24193.000000,0.009980,0.000057,0.005502,0.000052,0,508.237278,10,0.005532,0.000026,0.003217,0.000026,0,1823.182644,10,0.004448,0.000062,4.447792,0.062188
23839,2,b2,-1.000000,0.000000,Pmz,-0.051246,0.021209,16419.000000,62.438500,262.962756,19974.000000,24193.000000,-0.010378,0.000091,0.009475,0.000093,0,1971.937146,10,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.005202,0.000102,-5.201615,0.102042
23839,2,b2,-1.000000,0.000000,Pmx,-0.048509,0.026492,16744.000000,62.102181,269.620159,19974.000000,24193.000000,-0.007080,0.000110,0.011147,0.000115,0,1596.876435,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.002783,0.000120,-2.782540,0.120320
23839,2,b2,-1.000000,0.000000,Pmy,-0.021788,0.033042,17799.000000,66.879036,266.137208,19974.000000,24193.000000,0.005799,0.000072,0.009402,0.000067,0,342.109441,7,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006653,0.000082,6.652882,0.082200
23839,3,b3,0.000000,1.000000,W,0.905983,1.003134,18868.000000,58.153449,324.451951,21851.000000,17090.000000,0.952486,0.000163,0.020472,0.000163,0,372.340124,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.007488,0.000196,7.488090,0.196200
23839,3,b3,0.000000,1.000000,Em,-0.001679,0.027625,16570.000000,52.631682,314.829381,21851.000000,17090.000000,0.012196,0.000062,0.006507,0.000058,0,779.666628,12,0.005478,0.000032,0.003506,0.000033,0,1420.819731,12,0.006718,0.000070,6.718092,0.069908
23839,3,b3,0.000000,1.000000,Pmz,-0.047988,0.020737,19122.000000,58.097588,329.135869,21851.000000,17090.000000,-0.010390,0.000085,0.010031,0.000083,0,1354.314010,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.005451,0.000100,-5.450612,0.099584
23839,3,b3,0.000000,1.000000,Pmx,-0.049160,0.024038,19500.000000,58.395340,333.930755,21851.000000,17090.000000,-0.010462,0.000093,0.011714,0.000097,0,1039.161591,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.005991,0.000110,-5.990738,0.110474
23839,3,b3,0.000000,1.000000,Pmy,-0.020243,0.034173,19591.000000,59.305980,330.337682,21851.000000,17090.000000,0.006992,0.000072,0.009707,0.000066,0,231.777485,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.007986,0.000088,7.986320,0.088204
23839,4,b4,1.000000,2.000000,W,0.917843,0.997219,13570.000000,23.532239,576.655721,15047.000000,5564.000000,0.956746,0.000147,0.016272,0.000139,0,191.723399,9,0.943457,0.000168,0.011986,0.000144,0,66.794841,9,0.013288,0.000223,13.288454,0.223334
23839,4,b4,1.000000,2.000000,Em,0.003060,0.030789,12763.000000,19.659656,649.197511,15047.000000,5564.000000,0.016352,0.000063,0.006211,0.000062,0,116.659249,10,-0.079899,0.003741,0.020051,0.000602,4,176.544905,10,0.096250,0.003741,96.250258,3.741203
23839,4,b4,1.000000,2.000000,Pmz,-0.041199,0.015142,13742.000000,23.695286,579.946585,15047.000000,5564.000000,-0.011305,0.000078,0.008482,0.000074,0,646.989504,7,-0.004708,0.000082,0.005670,0.000059,0,150.438545,7,-0.006598,0.000113,-6.597693,0.113432
23839,4,b4,1.000000,2.000000,Pmx,-0.043734,0.019323,13734.000000,23.723072,578.930092,15047.000000,5564.000000,-0.011981,0.000095,0.010543,0.000089,0,290.622281,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.008197,0.000139,-8.196585,0.139281
23839,4,b4,1.000000,2.000000,Pmy,-0.017446,0.036607,13530.000000,23.544503,574.656435,15047.000000,5564.000000,0.009659,0.000089,0.009999,0.000079,0,96.516310,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010008,0.000134,10.007553,0.133596
23839,5,b5,2.000000,3.000000,W,0.918630,0.994574,963.000000,0.000000,1.000000,1118.000000,0.000000,0.957460,0.000466,0.013506,0.000424,0,19.826535,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.957460,0.000466,957.459564,0.465597
23839,5,b5,2.000000,3.000000,Em,0.006491,0.031040,943.000000,0.000000,1.000000,1118.000000,0.000000,0.019111,0.000187,0.005407,0.000175,0,10.213433,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.019111,0.000187,19.110962,0.187334
23839,5,b5,2.000000,3.000000,Pmz,-0.040544,0.016854,952.000000,0.000000,1.000000,1118.000000,0.000000,-0.012758,0.000261,0.007921,0.000253,0,28.761953,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.012758,0.000261,-12.758269,0.261049
23839,5,b5,2.000000,3.000000,Pmx,-0.041672,0.019781,930.000000,0.000000,1.000000,1118.000000,0.000000,-0.011679,0.000345,0.010214,0.000309,0,14.329464,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.011679,0.000345,-11.678950,0.345185
23839,5,b5,2.000000,3.000000,Pmy,-0.017270,0.044856,921.000000,0.000000,1.000000,1118.000000,0.000000,0.014374,0.000391,0.011335,0.000340,0,7.089078,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.014374,0.000391,14.374034,0.391313
23839,0,full,-10.000000,20.000000,W,0.904549,1.004675,61272.000000,200.397672,305.752055,90825.000000,95136.000000,0.951909,0.000094,0.021192,0.000096,0,1083.063603,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.006427,0.000111,6.426825,0.111064
23839,0,full,-10.000000,20.000000,Em,-0.001442,0.027924,50896.000000,177.083188,287.412943,90825.000000,95136.000000,0.012744,0.000036,0.006801,0.000032,0,1665.743260,12,0.005632,0.000016,0.003464,0.000016,0,6221.549064,12,0.007113,0.000040,7.112623,0.039800
23839,0,full,-10.000000,20.000000,Pmz,-0.050532,0.020578,60971.000000,203.219960,300.024663,90825.000000,95136.000000,-0.010819,0.000046,0.009520,0.000046,0,4959.727178,8,-0.005253,0.000027,0.006067,0.000020,0,7609.056549,8,-0.005566,0.000053,-5.566076,0.053367
23839,0,full,-10.000000,20.000000,Pmx,-0.051939,0.025392,61933.000000,202.308975,306.130758,90825.000000,95136.000000,-0.009841,0.000057,0.012020,0.000058,0,5065.931325,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.005502,0.000064,-5.501553,0.064388
23839,0,full,-10.000000,20.000000,Pmy,-0.023882,0.037385,76027.000000,259.091408,293.436979,90825.000000,95136.000000,0.006542,0.000039,0.010365,0.000036,0,1193.033953,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007267,0.000045,7.267278,0.044589
23839,1,b1,-2.000000,-1.000000,W,0.898490,1.000465,8926.000000,40.697518,219.325413,12965.000000,21789.000000,0.947014,0.000276,0.022308,0.000276,0,242.873650,11,0.946742,0.000131,0.015121,0.000101,0,901.313936,11,0.000272,0.000306,0.271878,0.305843
23839,1,b1,-2.000000,-1.000000,Em,-0.002634,0.024757,6442.000000,34.374339,187.407238,12965.000000,21789.000000,0.009960,0.000079,0.005286,0.000076,0,289.950581,10,0.006029,0.000031,0.003446,0.000031,0,1440.424424,10,0.003930,0.000085,3.930293,0.084758
23839,1,b1,-2.000000,-1.000000,Pmz,-0.058040,0.022067,8510.000000,42.355573,200.918073,12965.000000,21789.000000,-0.011090,0.000145,0.009944,0.000157,0,1518.590147,11,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.005221,0.000156,-5.221245,0.155807
23839,1,b1,-2.000000,-1.000000,Pmx,-0.054451,0.027663,9080.000000,42.001459,216.182967,12965.000000,21789.000000,-0.006923,0.000188,0.011304,0.000193,0,1593.354229,11,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.002617,0.000196,-2.617211,0.195640
23839,1,b1,-2.000000,-1.000000,Pmy,-0.025670,0.033907,10806.000000,49.076705,220.185930,12965.000000,21789.000000,0.004258,0.000095,0.009535,0.000092,0,273.720115,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004483,0.000104,4.483443,0.103725
23839,2,b2,-1.000000,0.000000,W,0.899685,1.000778,16234.000000,61.521432,263.875523,19974.000000,24193.000000,0.947373,0.000191,0.021402,0.000184,0,336.873285,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.001832,0.000217,1.831879,0.217341
23839,2,b2,-1.000000,0.000000,Em,-0.002547,0.024324,13527.000000,53.841408,251.237857,19974.000000,24193.000000,0.009980,0.000057,0.005502,0.000052,0,508.237278,10,0.005532,0.000026,0.003217,0.000026,0,1823.182644,10,0.004448,0.000062,4.447792,0.062188
23839,2,b2,-1.000000,0.000000,Pmz,-0.051246,0.021209,16419.000000,62.438500,262.962756,19974.000000,24193.000000,-0.010378,0.000091,0.009475,0.000093,0,1971.937146,10,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.005202,0.000102,-5.201615,0.102042
23839,2,b2,-1.000000,0.000000,Pmx,-0.048509,0.026492,16744.000000,62.102181,269.620159,19974.000000,24193.000000,-0.007080,0.000110,0.011147,0.000115,0,1596.876435,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.002783,0.000120,-2.782540,0.120320
23839,2,b2,-1.000000,0.000000,Pmy,-0.021788,0.033042,17799.000000,66.879036,266.137208,19974.000000,24193.000000,0.005799,0.000072,0.009402,0.000067,0,342.109441,7,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006653,0.000082,6.652882,0.082200
23839,3,b3,0.000000,1.000000,W,0.905983,1.003134,18868.000000,58.153449,324.451951,21851.000000,17090.000000,0.952486,0.000163,0.020472,0.000163,0,372.340124,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.007488,0.000196,7.488090,0.196200
23839,3,b3,0.000000,1.000000,Em,-0.001679,0.027625,16570.000000,52.631682,314.829381,21851.000000,17090.000000,0.012196,0.000062,0.006507,0.000058,0,779.666628,12,0.005478,0.000032,0.003506,0.000033,0,1420.819731,12,0.006718,0.000070,6.718092,0.069908
23839,3,b3,0.000000,1.000000,Pmz,-0.047988,0.020737,19122.000000,58.097588,329.135869,21851.000000,17090.000000,-0.010390,0.000085,0.010031,0.000083,0,1354.314010,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.005451,0.000100,-5.450612,0.099584
23839,3,b3,0.000000,1.000000,Pmx,-0.049160,0.024038,19500.000000,58.395340,333.930755,21851.000000,17090.000000,-0.010462,0.000093,0.011714,0.000097,0,1039.161591,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.005991,0.000110,-5.990738,0.110474
23839,3,b3,0.000000,1.000000,Pmy,-0.020243,0.034173,19591.000000,59.305980,330.337682,21851.000000,17090.000000,0.006992,0.000072,0.009707,0.000066,0,231.777485,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.007986,0.000088,7.986320,0.088204
23839,4,b4,1.000000,2.000000,W,0.917843,0.997219,13570.000000,23.532239,576.655721,15047.000000,5564.000000,0.956746,0.000147,0.016272,0.000139,0,191.723399,9,0.943457,0.000168,0.011986,0.000144,0,66.794841,9,0.013288,0.000223,13.288454,0.223334
23839,4,b4,1.000000,2.000000,Em,0.003060,0.030789,12763.000000,19.659656,649.197511,15047.000000,5564.000000,0.016352,0.000063,0.006211,0.000062,0,116.659249,10,-0.079899,0.003741,0.020051,0.000602,4,176.544905,10,0.096250,0.003741,96.250258,3.741203
23839,4,b4,1.000000,2.000000,Pmz,-0.041199,0.015142,13742.000000,23.695286,579.946585,15047.000000,5564.000000,-0.011305,0.000078,0.008482,0.000074,0,646.989504,7,-0.004708,0.000082,0.005670,0.000059,0,150.438545,7,-0.006598,0.000113,-6.597693,0.113432
23839,4,b4,1.000000,2.000000,Pmx,-0.043734,0.019323,13734.000000,23.723072,578.930092,15047.000000,5564.000000,-0.011981,0.000095,0.010543,0.000089,0,290.622281,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.008197,0.000139,-8.196585,0.139281
23839,4,b4,1.000000,2.000000,Pmy,-0.017446,0.036607,13530.000000,23.544503,574.656435,15047.000000,5564.000000,0.009659,0.000089,0.009999,0.000079,0,96.516310,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010008,0.000134,10.007553,0.133596
23839,5,b5,2.000000,3.000000,W,0.918630,0.994574,963.000000,0.000000,1.000000,1118.000000,0.000000,0.957460,0.000466,0.013506,0.000424,0,19.826535,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.957460,0.000466,957.459564,0.465597
