dataset,method,init,setting,shms_p_GeV,delta_center,dp_lo,dp_hi,variable,mu,mu_err,sigma,sigma_err,predicted,residual,pull
radwan_rangescan_k2p0,tminuit_simplex,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Em,-15.034481,0.287492,6.984338,0.274461,-14.976277,-0.058204,-0.202453
radwan_rangescan_k2p0,tminuit_simplex,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Pmz,14.975752,0.352333,8.840918,0.280320,15.004385,-0.028633,-0.081268
radwan_rangescan_k2p0,tminuit_simplex,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Pmy,8.894231,0.318096,9.954763,0.266540,9.013981,-0.119750,-0.376458
radwan_rangescan_k2p0,tminuit_simplex,zero_init,D,-6.384000,6.000000,4.500000,7.500000,W,11.905280,1.091195,27.761362,1.126965,10.961470,0.943810,0.864932
radwan_rangescan_k2p0,tminuit_simplex,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Em,-14.151015,0.386584,8.456462,0.400337,-14.804924,0.653909,1.691505
radwan_rangescan_k2p0,tminuit_simplex,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Pmz,16.158137,0.359273,8.317206,0.271510,15.906583,0.251554,0.700176
radwan_rangescan_k2p0,tminuit_simplex,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Pmy,8.517854,0.328419,9.555320,0.263229,7.865365,0.652489,1.986759
radwan_rangescan_k2p0,tminuit_migrad,zero_init,C,-6.720000,1.000000,-0.500000,2.500000,W,2.557277,1.094107,28.873636,1.036490,3.285502,-0.728225,-0.665588
radwan_rangescan_k2p0,tminuit_migrad,zero_init,C,-6.720000,1.000000,-0.500000,2.500000,Em,-14.294357,0.271950,6.796372,0.276912,-14.022692,-0.271665,-0.998952
radwan_rangescan_k2p0,tminuit_migrad,zero_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmz,13.361736,0.401260,9.281076,0.332821,13.638394,-0.276658,-0.689472
radwan_rangescan_k2p0,tminuit_migrad,zero_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmy,8.496041,0.332986,10.234650,0.292744,9.035519,-0.539478,-1.620121
radwan_rangescan_k2p0,tminuit_migrad,zero_init,E,-6.604800,3.000000,1.500000,4.500000,W,5.161966,1.031033,28.824679,0.955779,5.357720,-0.195754,-0.189862
radwan_rangescan_k2p0,tminuit_migrad,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Em,-15.034481,0.287492,6.984338,0.274461,-14.976368,-0.058113,-0.202137
radwan_rangescan_k2p0,tminuit_migrad,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Pmz,14.975752,0.352333,8.840918,0.280320,15.004323,-0.028571,-0.081091
radwan_rangescan_k2p0,tminuit_migrad,zero_init,E,-6.604800,3.000000,1.500000,4.500000,Pmy,8.894231,0.318096,9.954763,0.266540,9.014038,-0.119807,-0.376637
radwan_rangescan_k2p0,tminuit_migrad,zero_init,D,-6.384000,6.000000,4.500000,7.500000,W,11.905280,1.091195,27.761362,1.126965,10.961666,0.943614,0.864753
radwan_rangescan_k2p0,tminuit_migrad,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Em,-14.151015,0.386584,8.456462,0.400337,-14.805058,0.654043,1.691851
radwan_rangescan_k2p0,tminuit_migrad,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Pmz,16.158137,0.359273,8.317206,0.271510,15.906638,0.251499,0.700022
radwan_rangescan_k2p0,tminuit_migrad,zero_init,D,-6.384000,6.000000,4.500000,7.500000,Pmy,8.517854,0.328419,9.555320,0.263229,7.865364,0.652490,1.986760
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,W,2.557277,1.094107,28.873636,1.036490,3.285695,-0.728418,-0.665765
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Em,-14.294357,0.271950,6.796372,0.276912,-14.022626,-0.271731,-0.999195
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmz,13.361736,0.401260,9.281076,0.332821,13.638307,-0.276571,-0.689257
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmy,8.496041,0.332986,10.234650,0.292744,9.035592,-0.539551,-1.620341
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,W,5.161966,1.031033,28.824679,0.955779,5.357975,-0.196009,-0.190109
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Em,-15.034481,0.287492,6.984338,0.274461,-14.976281,-0.058200,-0.202441
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Pmz,14.975752,0.352333,8.840918,0.280320,15.004227,-0.028475,-0.080818
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Pmy,8.894231,0.318096,9.954763,0.266540,9.014091,-0.119860,-0.376804
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,W,11.905280,1.091195,27.761362,1.126965,10.961115,0.944165,0.865258
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Em,-14.151015,0.386584,8.456462,0.400337,-14.805181,0.654166,1.692172
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Pmz,16.158137,0.359273,8.317206,0.271510,15.906601,0.251536,0.700124
radwan_rangescan_k2p0,tminuit_simplex,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Pmy,8.517854,0.328419,9.555320,0.263229,7.865657,0.652197,1.985870
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,W,2.557277,1.094107,28.873636,1.036490,3.285500,-0.728223,-0.665587
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Em,-14.294357,0.271950,6.796372,0.276912,-14.022692,-0.271665,-0.998953
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmz,13.361736,0.401260,9.281076,0.332821,13.638395,-0.276659,-0.689475
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,C,-6.720000,1.000000,-0.500000,2.500000,Pmy,8.496041,0.332986,10.234650,0.292744,9.035519,-0.539478,-1.620121
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,W,5.161966,1.031033,28.824679,0.955779,5.357718,-0.195752,-0.189860
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Em,-15.034481,0.287492,6.984338,0.274461,-14.976368,-0.058113,-0.202139
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Pmz,14.975752,0.352333,8.840918,0.280320,15.004324,-0.028572,-0.081093
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,E,-6.604800,3.000000,1.500000,4.500000,Pmy,8.894231,0.318096,9.954763,0.266540,9.014038,-0.119807,-0.376637
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,W,11.905280,1.091195,27.761362,1.126965,10.961664,0.943616,0.864754
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Em,-14.151015,0.386584,8.456462,0.400337,-14.805057,0.654042,1.691850
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Pmz,16.158137,0.359273,8.317206,0.271510,15.906639,0.251498,0.700020
radwan_rangescan_k2p0,tminuit_migrad,julio_like_init,D,-6.384000,6.000000,4.500000,7.500000,Pmy,8.517854,0.328419,9.555320,0.263229,7.865364,0.652490,1.986760
