category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,24089,27.953,234.968,3.20949,0.141084,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24089_-1.root",OK
signal,24091,27.623,231.885,3.41264,0.173237,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24091_-1.root",OK
signal,24092,29.133,245.178,2.9293,0.122888,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24092_-1.root",OK
signal,24093,29.588,249.788,3.24269,0.128628,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24093_-1.root",OK
signal,24094,28.405,239.24,3.12802,0.131958,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24094_-1.root",OK
signal,24095,19.129,158.856,3.20201,0.155061,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24095_-1.root",OK
signal,24096,9.429,76.768,3.8588,0.195017,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24096_-1.root",OK
signal,24130,28.862,241.544,3.00337,0.117132,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24130_-1.root",OK
signal,24131,29.413,246.109,3.12796,0.125703,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24131_-1.root",OK
signal,24132,27.99,234.709,3.07565,0.145218,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24132_-1.root",OK
signal,24133,27.87,233.818,3.12476,0.124827,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24133_-1.root",OK
signal,24134,20.142,166.828,3.32532,0.142223,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24134_-1.root",OK
signal,24135,9.979,81.224,3.1608,0.186258,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24135_-1.root",OK
signal,24150,30.318,255.915,3.28104,0.125108,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24150_-1.root",OK
signal,24151,30.22,254.839,3.07773,0.121224,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24151_-1.root",OK
signal,24153,29.633,249.33,nan,nan,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24153_-1.root",OK
signal,24155,30.267,255.861,nan,nan,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24155_-1.root",OK
signal,24156,20.337,169.128,3.31244,0.142909,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24156_-1.root",OK
signal,24157,9.927,80.938,3.41365,0.196122,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24157_-1.root",OK
signal,24178,27.11,226.947,2.88322,0.132069,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24178_-1.root",OK
signal,24179,29.402,247.149,3.04838,0.123384,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24179_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-4.48417918787
# FIT_aerr,0.571859795539
# FIT_b,8.56118792291
# FIT_berr,0.0221227250812
# FIT_b_over_berr,386.986137173
# FIT_chi2,9.48771142161
# FIT_ndf,19
# FIT_chi2ndf,0.499353232716
# FIT_prob,0.964472644655
