category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24089,1413.944,1335.895,1183.155,1068.267,50,0.0706972,0.06679475,0.05915775,0.05341335,0.9293028,0.93320525,0.94084225,0.94658665,0.97852766548,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24089_-1.report",OK
signal,24091,1409.679,1332.208,1179.553,1065.081,50,0.07048395,0.0666104,0.05897765,0.05325405,0.92951605,0.9333896,0.94102235,0.94674595,0.978648686526,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24091_-1.report",OK
signal,24092,1470.76,1389.952,1231.174,1111.863,50,0.073538,0.0694976,0.0615587,0.05559315,0.926462,0.9305024,0.9384413,0.94440685,0.976834152193,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24092_-1.report",OK
signal,24093,1488.575,1407.042,1246.508,1125.817,50,0.07442875,0.0703521,0.0623254,0.05629085,0.92557125,0.9296479,0.9376746,0.94370915,0.976285043441,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24093_-1.report",OK
signal,24094,1447.877,1369.278,1213.094,1095.326,50,0.07239385,0.0684639,0.0606547,0.0547663,0.92760615,0.9315361,0.9393453,0.9452337,0.977494415437,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24094_-1.report",OK
signal,24095,1003.392,947.993,838.685,750.873,50,0.0501696,0.04739965,0.04193425,0.03754365,0.9498304,0.95260035,0.95806575,0.96245635,0.988967002493,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24095_-1.report",OK
signal,24096,493.603,466.339,412.234,365.632,50,0.02468015,0.02331695,0.0206117,0.0182816,0.97531985,0.97668305,0.9793883,0.9817184,0.99726123875,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24096_-1.report",OK
signal,24130,1456.87,1377.22,1220.219,1099.867,50,0.0728435,0.068861,0.06101095,0.05499335,0.9271565,0.931139,0.93898905,0.94500665,0.977254571847,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24130_-1.report",OK
signal,24131,1485.459,1404.224,1244.231,1121.868,50,0.07427295,0.0702112,0.06221155,0.0560934,0.92572705,0.9297888,0.93778845,0.9439066,0.976390038023,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24131_-1.report",OK
signal,24132,1419.9,1342.607,1189.482,1072.541,50,0.070995,0.06713035,0.0594741,0.05362705,0.929005,0.93286965,0.9405259,0.94637295,0.978336064316,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24132_-1.report",OK
signal,24133,1450.807,1372.493,1215.738,1095.974,50,0.07254035,0.06862465,0.0607869,0.0547987,0.92745965,0.93137535,0.9392131,0.9452013,0.977415749798,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24133_-1.report",OK
