category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25076,953.806,910.993,851.592,768.191,50,0.0476903,0.04554965,0.0425796,0.03840955,0.9523097,0.95445035,0.9574204,0.96159045,0.989287020598,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25076_-1.report",OK
signal,25077,945.699,911.508,851.919,768.644,50,0.04728495,0.0455754,0.04259595,0.0384322,0.95271505,0.9544246,0.95740405,0.9615678,0.989326298804,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25077_-1.report",OK
signal,25078,941.42,907.455,847.981,765.212,50,0.047071,0.04537275,0.04239905,0.0382606,0.952929,0.95462725,0.95760095,0.9617394,0.989419634913,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25078_-1.report",OK
signal,25079,600.594,578.372,540.931,486.627,50,0.0300297,0.0289186,0.02704655,0.02433135,0.9699703,0.9710814,0.97295345,0.97566865,0.995609969877,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25079_-1.report",OK
signal,25080,600.601,576.012,538.605,484.43,50,0.03003005,0.0288006,0.02693025,0.0242215,0.96996995,0.9711994,0.97306975,0.9757785,0.995637072341,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25080_-1.report",OK
signal,25108,1168.469,1126.923,1053.021,951.829,50,0.05842345,0.05634615,0.05265105,0.04759145,0.94157655,0.94365385,0.94734895,0.95240855,0.983907935269,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25108_-1.report",OK
signal,25109,1164.992,1123.426,1049.905,949.147,50,0.0582496,0.0561713,0.05249525,0.04745735,0.9417504,0.9438287,0.94750475,0.95254265,0.983999829431,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25109_-1.report",OK
signal,25110,1171.504,1129.456,1055.89,954.491,50,0.0585752,0.0564728,0.0527945,0.04772455,0.9414248,0.9435272,0.9472055,0.95227545,0.983827744784,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25110_-1.report",OK
signal,25111,725.196,697.345,651.86,587.034,50,0.0362598,0.03486725,0.032593,0.0293517,0.9637402,0.96513275,0.967407,0.9706483,0.993662207931,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25111_-1.report",OK
signal,25112,721.338,695.463,649.792,585.205,50,0.0360669,0.03477315,0.0324896,0.02926025,0.9639331,0.96522685,0.9675104,0.97073975,0.993706824259,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25112_-1.report",OK
dummy,25092,959.016,918.509,827.672,729.804,50,0.0479508,0.04592545,0.0413836,0.0364902,0.9520492,0.95407455,0.9586164,0.9635098,0.989593771073,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25092_-1.report",OK
dummy,25093,989.973,946.965,853.821,752.576,50,0.04949865,0.04734825,0.04269105,0.0376288,0.95050135,0.95265175,0.95730895,0.9623712,0.988947528751,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25093_-1.report",OK
dummy,25120,1006.266,964.34,869.331,767.067,50,0.0503133,0.048217,0.04346655,0.03835335,0.9496867,0.951783,0.95653345,0.96164665,0.98855858401,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25120_-1.report",OK
dummy,25121,1006.623,964.936,869.851,767.71,50,0.05033115,0.0482468,0.04349255,0.0383855,0.94966885,0.9517532,0.95650745,0.9616145,0.98854546756,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25121_-1.report",OK
