run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
23876,signal,LH2,PI-SIDIS,15.516,31.938,0.9984,1.0,1.011334,-1.0,1.0,ps6,1.0,22.6506,1.15362
23880,signal,LH2,PI-SIDIS,14.918,17.907,0.9987,1.0,1.01095,1.0,-1.0,ps5,1.0,27.8052,1.76904
23881,signal,LH2,PI-SIDIS,12.93,21.921,0.9991,1.0,1.009454,-1.0,1.0,ps6,1.0,22.0045,1.51765
23882,signal,LH2,PI-SIDIS,13.887,24.935,0.9987,1.0,1.010214,-1.0,1.0,ps6,1.0,23.6295,1.4235
23883,signal,LH2,PI-SIDIS,13.783,24.517,0.9985,1.0,1.010174,-1.0,1.0,ps6,1.0,21.7405,1.37465
23884,signal,LH2,PI-SIDIS,14.432,25.704,0.9989,1.0,1.010628,-1.0,1.0,ps6,1.0,22.4275,1.37651
23885,signal,LH2,PI-SIDIS,7.095,12.599,0.9989,1.0,1.005397,-1.0,1.0,ps6,1.0,24.9128,1.84557
23892,signal,LH2,PI-SIDIS,20.226,40.002,0.9986,1.0,1.014189,-1.0,1.0,ps6,1.0,21.2899,1.18043
23893,signal,LH2,PI-SIDIS,19.841,35.92,0.9989,1.0,1.013767,-1.0,1.0,ps6,1.0,19.8665,1.24213
23894,signal,LH2,PI-SIDIS,19.932,35.931,0.9986,1.0,1.013729,-1.0,1.0,ps6,1.0,20.5654,1.23795
23895,signal,LH2,PI-SIDIS,19.426,36.741,0.9991,1.0,1.013943,-1.0,1.0,ps6,1.0,22.2388,1.25058
23896,signal,LH2,PI-SIDIS,9.969,22.491,0.9987,1.0,1.007501,-1.0,1.0,ps6,1.0,24.6693,1.45218
23904,signal,LH2,PI-SIDIS,19.734,34.018,0.9986,1.0,-999.0,-1.0,1.0,ps6,1.0,24.4548,1.19682
23905,signal,LH2,PI-SIDIS,18.88,33.155,0.9987,1.0,1.013591,-1.0,1.0,ps6,1.0,23.6249,1.19546
23906,signal,LH2,PI-SIDIS,19.267,33.035,0.9984,1.0,1.013833,-1.0,1.0,ps6,1.0,22.395,1.18054
23907,signal,LH2,PI-SIDIS,19.927,35.121,0.9989,1.0,1.0141,-1.0,1.0,ps6,1.0,20.9612,1.13792
23908,signal,LH2,PI-SIDIS,10.097,18.955,0.9979,1.0,1.007591,-1.0,1.0,ps6,1.0,20.6594,1.32487
23942,signal,LH2,PI-SIDIS,10.017,16.062,0.9983,1.0,1.007503,-1.0,1.0,ps6,1.0,26.1126,1.55331
23943,signal,LH2,PI-SIDIS,9.981,4.947,0.9975,1.0,1.007469,-1.0,1.0,ps6,1.0,26.063,2.78969
23944,signal,LH2,PI-SIDIS,19.976,33.725,0.9986,1.0,1.014414,-1.0,1.0,ps6,1.0,21.8538,1.1677
23945,signal,LH2,PI-SIDIS,18.993,21.594,0.9992,1.0,1.013696,-1.0,1.0,ps6,1.0,23.9382,1.49793
23946,signal,LH2,PI-SIDIS,20.187,35.107,0.9984,1.0,1.014291,-1.0,1.0,ps6,1.0,22.0348,1.15125
23947,signal,LH2,PI-SIDIS,20.105,34.576,0.9985,1.0,1.014109,-1.0,1.0,ps6,1.0,21.0029,1.14398
23950,signal,LH2,PI-SIDIS,20.127,40.482,0.9987,1.0,1.014434,-1.0,1.0,ps6,1.0,21.4902,1.0549
23951,signal,LH2,PI-SIDIS,20.053,43.345,0.9988,1.0,1.014197,-1.0,1.0,ps6,1.0,23.0876,1.0366
23952,signal,LH2,PI-SIDIS,19.35,35.271,0.9985,1.0,1.013986,-1.0,1.0,ps6,1.0,22.6399,1.13901
