schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0,0.392699,0.19635,226,0,39,0,226,765,0.233411,0,0.112999,0,0.20383,0.032689,0.46768,0.0204234,1e-06,0.00622864,0.25,3.3,0.36,0.00271465,0.00045121,0.160374,0.0436697,0.166213,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.392699,0.785398,0.589049,303,0,75,0,303,918,0.306135,0,0.330042,0,0.219737,0.0389109,0.568095,0.0227479,1e-06,0.00622864,0.25,3.3,0.36,0.00240921,0.000437393,0.177079,0.0400424,0.18155,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.785398,1.1781,0.981748,632,0,112,0,632,1483,0.673606,0,0.36053,0,0.579226,0.054642,0.906951,0.0295015,1e-06,0.00622864,0.25,3.3,0.36,0.00397794,0.000396946,0.0943362,0.0325282,0.0997868,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.1781,1.5708,1.37445,1401,0,271,0,1401,3376,1.37811,0,0.925535,0,1.13582,0.0822077,2.07829,0.0468883,1e-06,0.00622864,0.25,3.3,0.36,0.00340406,0.000258069,0.0723774,0.022561,0.0758122,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.5708,1.9635,1.76715,2975,0,547,0,2975,6936,3.0614,0,1.93896,0,2.55382,0.119014,4.71116,0.0746071,1e-06,0.00622864,0.25,3.3,0.36,0.00337641,0.000166185,0.0466022,0.0158362,0.0492194,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,1.9635,2.35619,2.15984,4811,0,858,0,4811,11386,5.10407,0,2.89501,0,4.34622,0.150815,8.3915,0.104527,1e-06,0.00622864,0.25,3.3,0.36,0.00322601,0.000118937,0.0347002,0.0124563,0.0368682,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.35619,2.74889,2.55254,6437,0,1180,0,6437,15953,6.93188,0,4.42507,0,5.77349,0.174519,12.1769,0.128633,1e-06,0.00622864,0.25,3.3,0.36,0.00295321,9.45628e-05,0.0302277,0.0105637,0.0320204,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.74889,3.14159,2.94524,7529,0,1414,0,7529,19112,8.20826,0,5.49589,0,6.76954,0.188907,14.9276,0.144445,1e-06,0.00622864,0.25,3.3,0.36,0.00282465,8.34272e-05,0.0279054,0.00967641,0.0295355,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.14159,3.53429,3.33794,7647,0,1443,0,7647,19797,8.23248,0,5.57478,0,6.77312,0.190593,15.3264,0.145747,1e-06,0.00622864,0.25,3.3,0.36,0.00275259,8.17603e-05,0.0281396,0.00950952,0.029703,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.53429,3.92699,3.73064,6970,0,1230,0,6970,16953,7.60926,0,4.54699,0,6.41895,0.180967,13.0704,0.133302,1e-06,0.00622864,0.25,3.3,0.36,0.00305893,9.1709e-05,0.0281927,0.0101988,0.0299807,0,1,
1,group,grp_pass5_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsPneg2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,10,0,0.1,0.05,0,1,0.5,3.92699,4.31969,4.12334,5123,0,964,0,5123,12475,5.34414,0,3.63226,0,4.39328,0.156262,9.00386,0.107443,1e-06,0.00622864,0.25,3.3,0.36,0.00303916,0.00011402,0.0355684,0.011933,0.0375168,0,1,
