run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25539,signal,LH2,PI+SIDIS,34.713,0.9983,1.0,99.9548,43.2679,1.014832,-1.0,1.0,ps6,1.0
25540,signal,LH2,PI+SIDIS,37.939,0.9985,1.0,99.9552,43.0262,1.014591,-1.0,1.0,ps6,1.0
25541,signal,LH2,PI+SIDIS,34.754,0.9984,1.0,99.9553,42.5829,1.014546,-1.0,1.0,ps6,1.0
25542,signal,LH2,PI+SIDIS,39.511,0.9985,1.0,99.9547,42.2468,1.015024,-1.0,1.0,ps6,1.0
25543,signal,LH2,PI+SIDIS,38.408,0.9983,1.0,99.955,41.9073,1.014892,-1.0,1.0,ps6,1.0
25544,signal,LH2,PI+SIDIS,37.194,0.9983,1.0,99.9549,42.2431,1.014939,-1.0,1.0,ps6,1.0
25545,signal,LH2,PI+SIDIS,30.5,0.9986,1.0,99.9558,41.6917,1.014261,-1.0,1.0,ps6,1.0
25547,signal,LH2,PI+SIDIS,40.602,0.9984,1.0,99.9548,41.8987,1.015082,-1.0,1.0,ps6,1.0
25548,signal,LH2,PI+SIDIS,20.912,0.9982,1.0,99.955,42.035,1.014919,-1.0,1.0,ps6,1.0
25546,dummy,Dummy,PI+SIDIS,59.759,0.9984,1.0,99.9564,41.3703,1.0,-1.0,1.0,ps6,1.0
