run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24611,signal,LD2,PI+SIDIS,39.965,6.648,0.9992,1.0,1.01396,-1.0,1.0,ps6,1.0,50.5752,3.53855
24612,signal,LD2,PI+SIDIS,39.214,69.597,0.9997,1.0,1.013697,-1.0,1.0,ps6,1.0,49.336,1.08065
24613,signal,LD2,PI+SIDIS,38.342,68.393,0.9995,1.0,1.013393,-1.0,1.0,ps6,1.0,49.6502,1.09085
24614,signal,LD2,PI+SIDIS,37.316,65.448,0.9996,1.0,1.013034,-1.0,1.0,ps6,1.0,51.5163,1.13327
24615,signal,LD2,PI+SIDIS,39.128,67.195,0.9996,1.0,1.013667,-1.0,1.0,ps6,1.0,48.6296,1.09824
24616,signal,LD2,PI+SIDIS,39.644,66.772,0.9996,1.0,1.013848,-1.0,1.0,ps6,1.0,48.5201,1.09959
24617,signal,LD2,PI+SIDIS,39.655,68.251,0.9996,1.0,1.013851,-1.0,1.0,ps6,1.0,49.0494,1.09454
24618,signal,LD2,PI+SIDIS,39.303,60.666,0.9996,1.0,1.013729,-1.0,1.0,ps6,1.0,49.4816,1.16235
24619,signal,LD2,PI+SIDIS,27.27,21.669,0.9997,1.0,1.009525,-1.0,1.0,ps6,1.0,40.9695,1.62172
24620,signal,LD2,PI+SIDIS,27.712,2.877,0.999,1.0,1.00968,-1.0,1.0,ps6,1.0,46.5535,4.91723
24621,signal,LD2,PI+SIDIS,27.296,45.89,0.9995,1.0,1.009534,-1.0,1.0,ps6,1.0,49.0453,1.24903
24622,signal,LD2,PI+SIDIS,13.222,22.011,0.9998,1.0,1.004618,-1.0,1.0,ps6,1.0,52.1188,1.7004
24666,signal,LD2,PI+SIDIS,41.029,91.914,0.9996,1.0,1.014331,-1.0,1.0,ps6,1.0,50.661,0.951002
24667,signal,LD2,PI+SIDIS,38.926,61.1,0.9995,1.0,1.013597,-1.0,1.0,ps6,1.0,50.2141,1.16037
24668,signal,LD2,PI+SIDIS,39.671,71.275,0.9996,1.0,1.013857,-1.0,1.0,ps6,1.0,50.4924,1.07887
24669,signal,LD2,PI+SIDIS,39.973,71.829,0.9995,1.0,1.013963,-1.0,1.0,ps6,1.0,51.0698,1.07787
24670,signal,LD2,PI+SIDIS,37.774,65.238,0.9995,1.0,1.013194,-1.0,1.0,ps6,1.0,48.771,1.11315
24671,signal,LD2,PI+SIDIS,40.187,68.617,0.9995,1.0,1.014037,-1.0,1.0,ps6,1.0,48.5149,1.0842
24672,signal,LD2,PI+SIDIS,27.591,62.079,0.9997,1.0,1.009638,-1.0,1.0,ps6,1.0,50.688,1.08401
24673,signal,LD2,PI+SIDIS,14.254,25.835,0.9995,1.0,1.004979,-1.0,1.0,ps6,1.0,53.263,1.59852
24641,dummy,Dummy,PI+SIDIS,35.561,52.988,0.9999,1.0,1.0,-1.0,1.0,ps6,1.0,15.7911,0.611904
24642,dummy,Dummy,PI+SIDIS,40.098,72.72,0.9998,1.0,1.0,-1.0,1.0,ps6,1.0,15.584,0.521682
24643,dummy,Dummy,PI+SIDIS,38.365,56.191,0.9998,1.0,1.0,-1.0,1.0,ps6,1.0,15.4387,0.586409
24684,dummy,Dummy,PI+SIDIS,37.592,64.912,0.9997,1.0,1.0,-1.0,1.0,ps6,1.0,15.4319,0.550608
24685,dummy,Dummy,PI+SIDIS,39.787,72.387,0.9996,1.0,1.0,-1.0,1.0,ps6,1.0,14.6405,0.507614
24686,dummy,Dummy,PI+SIDIS,40.268,69.203,0.9997,1.0,1.0,-1.0,1.0,ps6,1.0,14.5917,0.518335
