category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25146,40.746,80.914,20.8047,0.226094,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25146_-1.root",OK
signal,25147,37.401,74.077,20.5121,0.428592,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25147_-1.root",OK
signal,25148,40.126,79.447,21.393,0.247414,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25148_-1.root",OK
signal,25149,43.108,85.264,21.0363,0.254459,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25149_-1.root",OK
signal,25150,44.659,88.653,21.1695,0.218119,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25150_-1.root",OK
signal,25151,24.956,49.559,21.4059,0.280716,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25151_-1.root",OK
signal,25167,43.694,85.303,21.3052,0.226352,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25167_-1.root",OK
signal,25168,43.955,85.983,21.3438,0.211105,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25168_-1.root",OK
signal,25169,42.468,83.024,21.1405,0.228189,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25169_-1.root",OK
signal,25170,25.017,49.222,21.5033,0.282255,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25170_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,0.619201237347
# FIT_aerr,1.01086171567
# FIT_b,1.95595780599
# FIT_berr,0.0257463686271
# FIT_b_over_berr,75.9702400879
# FIT_chi2,2.68144464887
# FIT_ndf,8
# FIT_chi2ndf,0.335180581109
# FIT_prob,0.952732676129
