category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25280,1181.718,1133.437,1052.232,894.648,50,0.0590859,0.05667185,0.0526116,0.0447324,0.9409141,0.94332815,0.9473884,0.9552676,0.984202858368,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25280_-1.report",OK
signal,25281,1187.52,1138.119,1057.389,899.194,50,0.059376,0.05690595,0.05286945,0.0449597,0.940624,0.94309405,0.94713055,0.9550403,0.984058201596,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25281_-1.report",OK
signal,25282,607.556,581.998,540.521,457.014,50,0.0303778,0.0290999,0.02702605,0.0228507,0.9696222,0.9709001,0.97297395,0.9771493,0.995691896542,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25282_-1.report",OK
signal,25283,610.884,585.459,543.522,459.571,50,0.0305442,0.02927295,0.0271761,0.02297855,0.9694558,0.97072705,0.9728239,0.97702145,0.995644026673,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25283_-1.report",OK
signal,25309,1160.815,1112.896,1033.077,877.69,50,0.05804075,0.0556448,0.05165385,0.0438845,0.94195925,0.9443552,0.94834615,0.9561155,0.984752757261,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25309_-1.report",OK
signal,25310,1182.798,1133.359,1052.429,894.382,50,0.0591399,0.05666795,0.05262145,0.0447191,0.9408601,0.94333205,0.94737855,0.9552809,0.984196496756,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25310_-1.report",OK
signal,25311,1147.904,1099.991,1021.01,867.43,50,0.0573952,0.05499955,0.0510505,0.0433715,0.9426048,0.94500045,0.9489495,0.9566285,0.98508948829,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25311_-1.report",OK
signal,25312,606.407,580.68,539.198,455.31,50,0.03032035,0.029034,0.0269599,0.0227655,0.96967965,0.970966,0.9730401,0.9772345,0.995713290415,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25312_-1.report",OK
signal,25313,611.18,585.256,543.494,459.056,50,0.030559,0.0292628,0.0271747,0.0229528,0.969441,0.9707372,0.9728253,0.9770472,0.995645910227,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25313_-1.report",OK
signal,25314,1125.124,1078.506,1001.772,851.429,50,0.0562562,0.0539253,0.0500886,0.04257145,0.9437438,0.9460747,0.9499114,0.95742855,0.985637276527,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25314_-1.report",OK
dummy,25293,947.504,902.636,808.306,660.135,50,0.0473752,0.0451318,0.0404153,0.03300675,0.9526248,0.9548682,0.9595847,0.96699325,0.990288060061,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25293_-1.report",OK
dummy,25317,934.744,889.77,796.849,650.075,50,0.0467372,0.0444885,0.03984245,0.03250375,0.9532628,0.9555115,0.96015755,0.96749625,0.990554926296,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25317_-1.report",OK
