run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
23980,signal,LD2,PI-SIDIS,11.514,0.9984,1.0,99.9581,41.7663,1.006123,-1.0,1.0,ps6,1.0
23992,signal,LD2,PI-SIDIS,30.188,0.9989,1.0,99.9562,40.7322,1.006545,-1.0,1.0,ps6,1.0
23993,signal,LD2,PI-SIDIS,35.995,0.9985,1.0,99.9556,41.595,1.006664,-1.0,1.0,ps6,1.0
23994,signal,LD2,PI-SIDIS,42.131,0.9986,1.0,99.9557,40.0363,1.006689,-1.0,1.0,ps6,1.0
23995,signal,LD2,PI-SIDIS,27.379,0.9989,1.0,99.9559,40.9636,1.006615,-1.0,1.0,ps6,1.0
23996,signal,LD2,PI-SIDIS,25.909,0.9986,1.0,99.9691,40.7324,1.004865,-1.0,1.0,ps6,1.0
23998,signal,LD2,PI-SIDIS,15.981,0.9991,1.0,99.9781,38.4854,1.003399,-1.0,1.0,ps6,1.0
24019,signal,LD2,PI-SIDIS,33.057,0.9988,1.0,99.9556,36.0951,1.006856,-1.0,1.0,ps6,1.0
24020,signal,LD2,PI-SIDIS,29.394,0.9985,1.0,99.9555,41.8567,1.006807,-1.0,1.0,ps6,1.0
24021,signal,LD2,PI-SIDIS,33.652,0.9985,1.0,99.9556,40.4432,1.006825,-1.0,1.0,ps6,1.0
24022,signal,LD2,PI-SIDIS,34.153,0.9984,1.0,99.9554,39.503,1.006831,-1.0,1.0,ps6,1.0
24023,signal,LD2,PI-SIDIS,5.135,0.9986,1.0,99.9683,40.3979,1.005029,-1.0,1.0,ps6,1.0
24024,signal,LD2,PI-SIDIS,24.029,0.9985,1.0,99.969,41.6876,1.004877,-1.0,1.0,ps6,1.0
24026,signal,LD2,PI-SIDIS,17.751,0.9983,1.0,99.978,-999.0,1.003425,-1.0,1.0,ps6,1.0
24060,signal,LD2,PI-SIDIS,30.107,0.9988,1.0,99.9557,37.592,1.006552,-1.0,1.0,ps6,1.0
24061,signal,LD2,PI-SIDIS,35.781,0.9987,1.0,99.955,35.2978,1.007021,-1.0,1.0,ps6,1.0
24062,signal,LD2,PI-SIDIS,34.598,0.9986,1.0,99.9552,37.0909,1.006923,-1.0,1.0,ps6,1.0
24063,signal,LD2,PI-SIDIS,30.742,0.9985,1.0,99.9563,38.0948,1.006666,-1.0,1.0,ps6,1.0
24064,signal,LD2,PI-SIDIS,22.79,0.9987,1.0,99.9693,37.9332,1.004767,-1.0,1.0,ps6,1.0
24065,signal,LD2,PI-SIDIS,15.89,0.9986,1.0,99.9782,39.4328,1.003432,-1.0,1.0,ps6,1.0
23981,dummy,Dummy,PI-SIDIS,70.037,0.9989,1.0,99.9663,38.8964,1.0,-1.0,1.0,ps6,1.0
23999,dummy,Dummy,PI-SIDIS,63.492,0.9989,1.0,99.9671,36.3683,1.0,-1.0,1.0,ps6,1.0
24032,dummy,Dummy,PI-SIDIS,69.556,0.9989,1.0,99.9674,-999.0,1.0,-1.0,1.0,ps6,1.0
24066,dummy,Dummy,PI-SIDIS,55.583,0.9986,1.0,99.9676,41.2851,1.0,-1.0,1.0,ps6,1.0
24084,dummy,Dummy,PI-SIDIS,63.172,0.9983,1.0,99.9687,36.1546,1.0,-1.0,1.0,ps6,1.0
24085,dummy,Dummy,PI-SIDIS,66.03,0.9988,1.0,99.9686,38.9241,1.0,-1.0,1.0,ps6,1.0
24086,dummy,Dummy,PI-SIDIS,67.193,0.9985,1.0,99.9684,36.6336,1.0,-1.0,1.0,ps6,1.0
24583,positron,LD2,PI-SIDIS,20.453,0.9945,1.0,99.9557,36.2184,1.006724,-1.0,1.0,ps6,1.0
24585,positron_dummy,Dummy,PI-SIDIS,32.227,0.9965,1.0,99.9673,31.821,1.0,-1.0,1.0,ps6,1.0
24587,positron_dummy,Dummy,PI-SIDIS,23.834,0.9964,1.0,99.9673,32.3701,1.0,-1.0,1.0,ps6,1.0
