category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25200,28.704,49.19,13041673,265128.5424,73.41584991,51.8934,0.519553,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25200_-1.root",OK
signal,25201,30.221,55.721,14766551,265008.722,68.96371254,52.7912,0.493083,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25201_-1.root",OK
signal,25202,15.038,26.708,7125090,266777.3701,99.94332865,56.1965,0.653672,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25202_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,265410.603813
# FIT_cerr,44.905531556
# FIT_chi2,235.736676751
# FIT_ndf,2
# FIT_chi2ndf,117.868338375
# FIT_prob,6.46295381582e-52
