category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25423,327.338,307.685,243.957,152.393,50,0.0163669,0.01538425,0.01219785,0.00761965,0.9836331,0.98461575,0.98780215,0.99238035,0.99904184746,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25423_-1.report",OK
signal,25424,305.565,287.213,227.858,142.18,50,0.01527825,0.01436065,0.0113929,0.007109,0.98472175,0.98563935,0.9886071,0.992891,0.999164092875,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25424_-1.report",OK
signal,25425,326.589,306.993,243.503,151.976,50,0.01632945,0.01534965,0.01217515,0.0075988,0.98367055,0.98465035,0.98782485,0.9924012,0.999046116035,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25425_-1.report",OK
signal,25426,309.576,290.935,230.805,144.004,50,0.0154788,0.01454675,0.01154025,0.0072002,0.9845212,0.98545325,0.98845975,0.9927998,0.999142422417,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25426_-1.report",OK
signal,25427,319.147,299.997,237.933,148.548,50,0.01595735,0.01499985,0.01189665,0.0074274,0.98404265,0.98500015,0.98810335,0.9925726,0.999088720591,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25427_-1.report",OK
signal,25428,332.528,312.554,247.96,154.753,50,0.0166264,0.0156277,0.012398,0.00773765,0.9833736,0.9843723,0.987602,0.99226235,0.999011356326,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25428_-1.report",OK
signal,25429,165.76,156.158,124.024,76.735,50,0.008288,0.0078079,0.0062012,0.00383675,0.991712,0.9921921,0.9937988,0.99616325,0.999751986283,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25429_-1.report",OK
signal,25430,161.544,152.212,120.875,74.792,50,0.0080772,0.0076106,0.00604375,0.0037396,0.9919228,0.9923894,0.99395625,0.9962604,0.999764354985,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25430_-1.report",OK
positron,25463,299.165,281.983,223.461,140.753,50,0.01495825,0.01409915,0.01117305,0.00703765,0.98504175,0.98590085,0.98882695,0.99296235,0.999193514936,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25463_-1.report",OK
dummy,25432,204.112,192.248,157.816,97.948,50,0.0102056,0.0096124,0.0078908,0.0048974,0.9897944,0.9903876,0.9921092,0.9951026,0.999613848128,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25432_-1.report",OK
dummy,25433,198.131,186.724,153.207,95.153,50,0.00990655,0.0093362,0.00766035,0.00475765,0.99009345,0.9906638,0.99233965,0.99524235,0.999635798306,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25433_-1.report",OK
