run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25181,signal,LH2,PI-SIDIS,83.96,0.9984,1.0,99.9691,33.0384,1.0344,-1.0,1.0,ps6,1.0
25182,signal,LH2,PI-SIDIS,70.756,0.9984,1.0,99.9696,33.0566,1.032665,-1.0,1.0,ps6,1.0
25183,signal,LH2,PI-SIDIS,62.938,0.9983,1.0,99.969,33.594,1.033584,1.0,-1.0,ps5,1.0
25184,signal,LH2,PI-SIDIS,44.458,0.9984,1.0,99.9841,34.0452,1.018122,1.0,-1.0,ps5,1.0
25185,signal,LH2,PI-SIDIS,42.825,0.9985,1.0,99.9842,36.2144,1.01748,-1.0,1.0,ps6,1.0
25187,signal,LH2,PI-SIDIS,43.28,0.9984,1.0,99.9841,32.0051,1.018477,-1.0,1.0,ps6,1.0
25203,signal,LH2,PI-SIDIS,108.97,0.9983,1.0,99.9721,28.2792,1.037401,-1.0,1.0,ps6,1.0
25204,signal,LH2,PI-SIDIS,44.833,0.9983,1.0,99.9858,32.0797,1.016343,-1.0,1.0,ps6,1.0
25189,dummy,Dummy,PI-SIDIS,69.735,0.9985,1.0,99.9812,35.0233,1.0,-1.0,1.0,ps6,1.0
25190,dummy,Dummy,PI-SIDIS,68.161,0.9985,1.0,99.9812,34.9422,1.0,-1.0,1.0,ps6,1.0
