category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24627,1001.737,947.348,827.108,665.297,50,0.05008685,0.0473674,0.0413554,0.03326485,0.94991315,0.9526326,0.9586446,0.96673515,0.989592185753,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24627_-1.report",OK
signal,24628,1015.995,960.618,838.898,674.933,50,0.05079975,0.0480309,0.0419449,0.03374665,0.94920025,0.9519691,0.9580551,0.96625335,0.989302693967,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24628_-1.report",OK
signal,24629,971.572,918.515,801.824,645.435,50,0.0485786,0.04592575,0.0400912,0.03227175,0.9514214,0.95407425,0.9599088,0.96772825,0.99019533178,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24629_-1.report",OK
signal,24630,1000.851,946.27,826.22,665.143,50,0.05004255,0.0473135,0.041311,0.03325715,0.94995745,0.9526865,0.958689,0.96674285,0.989609626854,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24630_-1.report",OK
signal,24631,1045.423,988.162,863.134,694.96,50,0.05227115,0.0494081,0.0431567,0.034748,0.94772885,0.9505919,0.9568433,0.965252,0.988692216994,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24631_-1.report",OK
signal,24632,1043.243,986.486,861.478,693.879,50,0.05216215,0.0493243,0.0430739,0.03469395,0.94783785,0.9506757,0.9569261,0.96530605,0.988732312309,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24632_-1.report",OK
signal,24633,1055.79,998.495,871.943,702.416,50,0.0527895,0.04992475,0.04359715,0.0351208,0.9472105,0.95007525,0.95640285,0.9648792,0.988465237265,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24633_-1.report",OK
signal,24634,1030.486,975.078,851.161,685.593,50,0.0515243,0.0487539,0.04255805,0.03427965,0.9484757,0.9512461,0.95744195,0.96572035,0.988991594954,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24634_-1.report",OK
signal,24635,708.482,670.443,584.973,468.237,50,0.0354241,0.03352215,0.02924865,0.02341185,0.9645759,0.96647785,0.97075135,0.97658815,0.994714051346,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24635_-1.report",OK
signal,24636,365.394,346.18,301.922,240.139,50,0.0182697,0.017309,0.0150961,0.01200695,0.9817303,0.982691,0.9849039,0.98799305,0.998568087866,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24636_-1.report",OK
signal,24674,1028.735,974.604,851.037,688.343,50,0.05143675,0.0487302,0.04255185,0.03441715,0.94856325,0.9512698,0.95744815,0.96558285,0.988987441833,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24674_-1.report",OK
signal,24675,1118.665,1058.97,924.666,747.585,50,0.05593325,0.0529485,0.0462333,0.03737925,0.94406675,0.9470515,0.9537667,0.96262075,0.98706259944,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24675_-1.report",OK
