run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25318,signal,LD2,PI+SIDIS,16.497,0.9984,1.0,99.9589,26.6005,1.003184,-1.0,1.0,ps6,1.0
25319,signal,LD2,PI+SIDIS,16.214,0.9984,1.0,99.9589,26.1803,1.003174,-1.0,1.0,ps6,1.0
25320,signal,LD2,PI+SIDIS,5.18,0.9984,1.0,99.9587,26.0417,1.003184,-1.0,1.0,ps6,1.0
25321,signal,LD2,PI+SIDIS,7.844,0.9983,1.0,99.9587,26.381,1.003185,-1.0,1.0,ps6,1.0
25322,signal,LD2,PI+SIDIS,9.074,0.9985,1.0,99.9772,25.4128,1.001758,-1.0,1.0,ps6,1.0
25323,signal,LD2,PI+SIDIS,9.021,0.9982,1.0,99.9772,24.2505,1.001756,-1.0,1.0,ps6,1.0
25344,signal,LD2,PI+SIDIS,16.889,0.9986,1.0,99.9589,50.3166,1.003184,-1.0,1.0,ps6,1.0
25345,signal,LD2,PI+SIDIS,9.565,0.9984,1.0,99.9587,50.2681,1.003183,-1.0,1.0,ps6,1.0
25336,dummy,Dummy,PI+SIDIS,38.188,0.9985,1.0,99.967,50.8639,1.0,-1.0,1.0,ps6,1.0
25343,dummy,Dummy,PI+SIDIS,30.015,0.9983,1.0,99.9669,50.1238,1.0,-1.0,1.0,ps6,1.0
