schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0,0.392699,0.19635,16,0,4,0,16,565,0.011838,-0.00217578,0.0119479,0,0.0108861,0.00624107,0.0468862,0.00270548,1e-06,0.00190047,0.25,3.3,0.36,0.000441252,0.000254251,0.573307,0.057703,0.576204,258,0,MC_STARVED;XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.392699,0.785398,0.589049,25,0,1,0,25,548,0.0183793,0,0.00119581,-0.00343751,0.0171664,0.00674308,0.046348,0.00266431,1e-06,0.00190047,0.25,3.3,0.36,0.000703898,0.00027944,0.392806,0.057485,0.39699,2,0,MC_STARVED
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.785398,1.1781,0.981748,40,0,3,0,40,687,0.0302195,-0.00289845,0.00956196,-0.00343751,0.029715,0.00908453,0.0590799,0.00304853,1e-06,0.00190047,0.25,3.3,0.36,0.000955863,0.000296362,0.305722,0.0516001,0.310046,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.1781,1.5708,1.37445,125,0,16,1,125,1272,0.0803732,-0.00870313,0.0298618,0.00687502,0.0830588,0.0167318,0.110784,0.00445443,1e-06,0.00190047,0.25,3.3,0.36,0.00142485,0.00029269,0.201445,0.0402082,0.205419,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.5708,1.9635,1.76715,531,3,101,1,531,5293,0.334265,-0.00217578,0.244916,-0.0103125,0.269627,0.0377323,0.483006,0.010134,1e-06,0.00190047,0.25,3.3,0.36,0.00106089,0.000150123,0.139943,0.020981,0.141507,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,1.9635,2.35619,2.15984,1239,5,236,8,1239,13937,0.770416,-0.044961,0.570993,0.01375,0.669502,0.0574451,1.39383,0.0179272,1e-06,0.00190047,0.25,3.3,0.36,0.000912855,7.92005e-05,0.0858027,0.0128618,0.0867613,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.35619,2.74889,2.55254,1830,15,328,6,1830,20538,1.26295,0.00216799,0.854279,-0.0412501,1.02635,0.0727704,2.12632,0.0225167,1e-06,0.00190047,0.25,3.3,0.36,0.000917339,6.57625e-05,0.0709019,0.0105896,0.0716884,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.74889,3.14159,2.94524,1936,10,352,14,1936,22949,1.34896,-0.011586,0.933036,0.0584376,1.13159,0.0718453,2.38898,0.0240212,1e-06,0.00190047,0.25,3.3,0.36,0.000900201,5.78664e-05,0.0634903,0.010055,0.0642816,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.14159,3.53429,3.33794,1821,12,326,6,1821,23137,1.21808,0.0282774,0.810018,-0.0240626,0.971461,0.0701588,2.37398,0.0238926,1e-06,0.00190047,0.25,3.3,0.36,0.000777693,5.67077e-05,0.0722199,0.0100644,0.0729178,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.53429,3.92699,3.73064,1693,10,360,10,1693,21017,1.12435,0.000722663,0.967735,0.0412501,0.88109,0.068462,2.15576,0.0226363,1e-06,0.00190047,0.25,3.3,0.36,0.00077675,6.09033e-05,0.0777016,0.0105004,0.0784078,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,10,0,0.1,0.05,0,1,0.5,3.92699,4.31969,4.12334,1318,14,252,4,1318,14591,0.888806,0.0340665,0.643921,-0.0309376,0.678075,0.0637585,1.47551,0.0184752,1e-06,0.00190047,0.25,3.3,0.36,0.000873368,8.28465e-05,0.0940286,0.0125212,0.0948586,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,11,0,0.1,0.05,0,1,0.5,4.31969,4.71239,4.51604,536,7,89,1,536,5476,0.358271,0.042793,0.226996,0,0.256055,0.0409684,0.497465,0.0101595,1e-06,0.00190047,0.25,3.3,0.36,0.000978208,0.000157781,0.159998,0.0204226,0.161296,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,12,0,0.1,0.05,0,1,0.5,4.71239,5.10509,4.90874,148,1,26,0,148,1349,0.112147,0.0036289,0.0824342,-0.00687502,0.0851391,0.0196708,0.109049,0.00433185,1e-06,0.00190047,0.25,3.3,0.36,0.00148378,0.000347847,0.231043,0.039724,0.234433,0,1,
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,13,0,0.1,0.05,0,1,0.5,5.10509,5.49779,5.30144,51,1,9,0,51,784,0.0389394,0.00580469,0.0274855,0,0.0259396,0.0136516,0.063812,0.00314177,1e-06,0.00190047,0.25,3.3,0.36,0.00077254,0.00040835,0.526282,0.0492348,0.52858,256,0,XSEC_BAD_RELERR
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,14,0,0.1,0.05,0,1,0.5,5.49779,5.89049,5.69414,25,0,5,0,25,587,0.0183799,-0.00289845,0.0143359,0,0.0175255,0.00773347,0.047381,0.00265305,1e-06,0.00190047,0.25,3.3,0.36,0.000702953,0.00031268,0.441271,0.0559939,0.444809,2,0,MC_STARVED
1,group,grp_pass4_piminus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi-sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,15,0,0.1,0.05,0,1,0.5,5.89049,6.28319,6.08684,17,0,5,0,17,545,0.00872299,0,0.0167318,-0.00343751,0.00344308,0.00628549,0.0431901,0.00249385,1e-06,0.00190047,0.25,3.3,0.36,0.000151504,0.000276715,1.82555,0.0577413,1.82646,258,0,MC_STARVED;XSEC_BAD_RELERR
