run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25181,signal,LH2,PI-SIDIS,47.163,83.611,0.9984,1.0,1.0344,-1.0,1.0,ps6,1.0,145.246,1.64391
25182,signal,LH2,PI-SIDIS,44.808,70.387,0.9984,1.0,1.032665,-1.0,1.0,ps6,1.0,142.733,1.77534
25183,signal,LH2,PI-SIDIS,47.043,62.432,0.9983,1.0,1.033584,1.0,-1.0,ps5,1.0,157.15,1.9476
25184,signal,LH2,PI-SIDIS,25.059,44.155,0.9984,1.0,1.018122,1.0,-1.0,ps5,1.0,157.395,2.12086
25185,signal,LH2,PI-SIDIS,24.653,42.465,0.9985,1.0,1.01748,-1.0,1.0,ps6,1.0,150.951,2.13163
25187,signal,LH2,PI-SIDIS,25.082,42.956,0.9984,1.0,1.018477,-1.0,1.0,ps6,1.0,147.412,2.09935
25203,signal,LH2,PI-SIDIS,43.508,108.53,0.9983,1.0,1.037401,-1.0,1.0,ps6,1.0,143.981,1.4112
25204,signal,LH2,PI-SIDIS,22.278,44.496,0.9983,1.0,1.016343,-1.0,1.0,ps6,1.0,150.199,2.05766
25189,dummy,Dummy,PI-SIDIS,39.572,69.589,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,98.7091,1.38705
25190,dummy,Dummy,PI-SIDIS,39.793,67.754,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,97.3653,1.39907
