setting,bin,dp_idx,dp_lo,dp_hi,dthe_b1_fit,dthe_b1_fit_err,dthe_b2_fit,dthe_b2_fit_err,dthe_b3_fit,dthe_b3_fit_err,dthe_b4_fit,dthe_b4_fit_err,dthe_b5_fit,dthe_b5_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_fit,dthp_fit_err,dpp_fit,dpp_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_b1_dthe_b1,cov_dthe_b1_dthe_b2,cov_dthe_b1_dthe_b3,cov_dthe_b1_dthe_b4,cov_dthe_b1_dthe_b5,cov_dthe_b1_dpe_b1,cov_dthe_b1_dpe_b2,cov_dthe_b1_dpe_b3,cov_dthe_b1_dpe_b4,cov_dthe_b1_dpe_b5,cov_dthe_b1_dthp,cov_dthe_b1_dpp,cov_dthe_b2_dthe_b1,cov_dthe_b2_dthe_b2,cov_dthe_b2_dthe_b3,cov_dthe_b2_dthe_b4,cov_dthe_b2_dthe_b5,cov_dthe_b2_dpe_b1,cov_dthe_b2_dpe_b2,cov_dthe_b2_dpe_b3,cov_dthe_b2_dpe_b4,cov_dthe_b2_dpe_b5,cov_dthe_b2_dthp,cov_dthe_b2_dpp,cov_dthe_b3_dthe_b1,cov_dthe_b3_dthe_b2,cov_dthe_b3_dthe_b3,cov_dthe_b3_dthe_b4,cov_dthe_b3_dthe_b5,cov_dthe_b3_dpe_b1,cov_dthe_b3_dpe_b2,cov_dthe_b3_dpe_b3,cov_dthe_b3_dpe_b4,cov_dthe_b3_dpe_b5,cov_dthe_b3_dthp,cov_dthe_b3_dpp,cov_dthe_b4_dthe_b1,cov_dthe_b4_dthe_b2,cov_dthe_b4_dthe_b3,cov_dthe_b4_dthe_b4,cov_dthe_b4_dthe_b5,cov_dthe_b4_dpe_b1,cov_dthe_b4_dpe_b2,cov_dthe_b4_dpe_b3,cov_dthe_b4_dpe_b4,cov_dthe_b4_dpe_b5,cov_dthe_b4_dthp,cov_dthe_b4_dpp,cov_dthe_b5_dthe_b1,cov_dthe_b5_dthe_b2,cov_dthe_b5_dthe_b3,cov_dthe_b5_dthe_b4,cov_dthe_b5_dthe_b5,cov_dthe_b5_dpe_b1,cov_dthe_b5_dpe_b2,cov_dthe_b5_dpe_b3,cov_dthe_b5_dpe_b4,cov_dthe_b5_dpe_b5,cov_dthe_b5_dthp,cov_dthe_b5_dpp,cov_dpe_b1_dthe_b1,cov_dpe_b1_dthe_b2,cov_dpe_b1_dthe_b3,cov_dpe_b1_dthe_b4,cov_dpe_b1_dthe_b5,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp,cov_dpe_b1_dpp,cov_dpe_b2_dthe_b1,cov_dpe_b2_dthe_b2,cov_dpe_b2_dthe_b3,cov_dpe_b2_dthe_b4,cov_dpe_b2_dthe_b5,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp,cov_dpe_b2_dpp,cov_dpe_b3_dthe_b1,cov_dpe_b3_dthe_b2,cov_dpe_b3_dthe_b3,cov_dpe_b3_dthe_b4,cov_dpe_b3_dthe_b5,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp,cov_dpe_b3_dpp,cov_dpe_b4_dthe_b1,cov_dpe_b4_dthe_b2,cov_dpe_b4_dthe_b3,cov_dpe_b4_dthe_b4,cov_dpe_b4_dthe_b5,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp,cov_dpe_b4_dpp,cov_dpe_b5_dthe_b1,cov_dpe_b5_dthe_b2,cov_dpe_b5_dthe_b3,cov_dpe_b5_dthe_b4,cov_dpe_b5_dthe_b5,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp,cov_dpe_b5_dpp,cov_dthp_dthe_b1,cov_dthp_dthe_b2,cov_dthp_dthe_b3,cov_dthp_dthe_b4,cov_dthp_dthe_b5,cov_dthp_dpe_b1,cov_dthp_dpe_b2,cov_dthp_dpe_b3,cov_dthp_dpe_b4,cov_dthp_dpe_b5,cov_dthp_dthp,cov_dthp_dpp,cov_dpp_dthe_b1,cov_dpp_dthe_b2,cov_dpp_dthe_b3,cov_dpp_dthe_b4,cov_dpp_dthe_b5,cov_dpp_dpe_b1,cov_dpp_dpe_b2,cov_dpp_dpe_b3,cov_dpp_dpe_b4,cov_dpp_dpe_b5,cov_dpp_dthp,cov_dpp_dpp,end_marker
A,b1,1,-2.000000,-1.000000,-56.135684,0.010019,-56.043389,0.009653,-56.031336,0.009615,-56.040611,0.009726,nan,nan,90.850500,0.015288,90.912763,0.015204,90.711543,0.015218,90.285515,0.015279,nan,nan,125.741551,0.022450,-308.757117,0.050869,1.212362,0.077690,5.784457,0.020773,-6.691010,0.039301,4.098506,0.024724,7.259117,0.052398,6.985418,0.017497,-5.611426,0.026745,6.800749,0.018595,6.046755,0.093708,1.200961,0.027160,1.079584,0.047538,2.702243,0.030936,80571.261935,16,10,6,13428.543656,0.000000,1,ok_tminuit,0.000100,0.000086,0.000086,0.000086,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,-0.000192,0.000471,0.000086,0.000093,0.000086,0.000086,nan,-0.000139,-0.000141,-0.000139,-0.000139,nan,-0.000194,0.000471,0.000086,0.000086,0.000092,0.000086,nan,-0.000139,-0.000139,-0.000141,-0.000139,nan,-0.000195,0.000471,0.000086,0.000086,0.000086,0.000095,nan,-0.000139,-0.000139,-0.000139,-0.000141,nan,-0.000196,0.000471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,0.000234,0.000228,0.000228,0.000228,nan,0.000327,-0.000767,-0.000139,-0.000141,-0.000139,-0.000139,nan,0.000228,0.000231,0.000228,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000141,-0.000139,nan,0.000228,0.000228,0.000232,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000139,-0.000141,nan,0.000228,0.000228,0.000228,0.000233,nan,0.000326,-0.000768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000192,-0.000194,-0.000195,-0.000196,nan,0.000327,0.000327,0.000327,0.000326,nan,0.000504,-0.001092,0.000471,0.000471,0.000471,0.000471,nan,-0.000767,-0.000768,-0.000768,-0.000768,nan,-0.001092,0.002588,done
A,b2,2,-1.000000,0.000000,-56.135684,0.010019,-56.043389,0.009653,-56.031336,0.009615,-56.040611,0.009726,nan,nan,90.850500,0.015288,90.912763,0.015204,90.711543,0.015218,90.285515,0.015279,nan,nan,125.741551,0.022450,-308.757117,0.050869,2.686577,0.055041,5.995822,0.015628,-6.207980,0.025842,6.008194,0.020122,5.422907,0.038970,6.545839,0.013125,-5.886837,0.018685,7.537168,0.015559,2.736330,0.067440,0.550017,0.020409,0.321143,0.031889,1.528974,0.025436,80571.261935,16,10,6,13428.543656,0.000000,1,ok_tminuit,0.000100,0.000086,0.000086,0.000086,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,-0.000192,0.000471,0.000086,0.000093,0.000086,0.000086,nan,-0.000139,-0.000141,-0.000139,-0.000139,nan,-0.000194,0.000471,0.000086,0.000086,0.000092,0.000086,nan,-0.000139,-0.000139,-0.000141,-0.000139,nan,-0.000195,0.000471,0.000086,0.000086,0.000086,0.000095,nan,-0.000139,-0.000139,-0.000139,-0.000141,nan,-0.000196,0.000471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,0.000234,0.000228,0.000228,0.000228,nan,0.000327,-0.000767,-0.000139,-0.000141,-0.000139,-0.000139,nan,0.000228,0.000231,0.000228,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000141,-0.000139,nan,0.000228,0.000228,0.000232,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000139,-0.000141,nan,0.000228,0.000228,0.000228,0.000233,nan,0.000326,-0.000768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000192,-0.000194,-0.000195,-0.000196,nan,0.000327,0.000327,0.000327,0.000326,nan,0.000504,-0.001092,0.000471,0.000471,0.000471,0.000471,nan,-0.000767,-0.000768,-0.000768,-0.000768,nan,-0.001092,0.002588,done
A,b3,3,0.000000,1.000000,-56.135684,0.010019,-56.043389,0.009653,-56.031336,0.009615,-56.040611,0.009726,nan,nan,90.850500,0.015288,90.912763,0.015204,90.711543,0.015218,90.285515,0.015279,nan,nan,125.741551,0.022450,-308.757117,0.050869,8.699816,0.049610,8.348986,0.016990,-6.696225,0.025283,7.660422,0.021862,6.987710,0.037125,7.966449,0.013857,-6.781145,0.018415,6.429574,0.016149,-1.712106,0.061963,-0.382537,0.021924,-0.084920,0.031278,-1.230848,0.027180,80571.261935,16,10,6,13428.543656,0.000000,1,ok_tminuit,0.000100,0.000086,0.000086,0.000086,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,-0.000192,0.000471,0.000086,0.000093,0.000086,0.000086,nan,-0.000139,-0.000141,-0.000139,-0.000139,nan,-0.000194,0.000471,0.000086,0.000086,0.000092,0.000086,nan,-0.000139,-0.000139,-0.000141,-0.000139,nan,-0.000195,0.000471,0.000086,0.000086,0.000086,0.000095,nan,-0.000139,-0.000139,-0.000139,-0.000141,nan,-0.000196,0.000471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,0.000234,0.000228,0.000228,0.000228,nan,0.000327,-0.000767,-0.000139,-0.000141,-0.000139,-0.000139,nan,0.000228,0.000231,0.000228,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000141,-0.000139,nan,0.000228,0.000228,0.000232,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000139,-0.000141,nan,0.000228,0.000228,0.000228,0.000233,nan,0.000326,-0.000768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000192,-0.000194,-0.000195,-0.000196,nan,0.000327,0.000327,0.000327,0.000326,nan,0.000504,-0.001092,0.000471,0.000471,0.000471,0.000471,nan,-0.000767,-0.000768,-0.000768,-0.000768,nan,-0.001092,0.002588,done
A,b4,4,1.000000,2.000000,-56.135684,0.010019,-56.043389,0.009653,-56.031336,0.009615,-56.040611,0.009726,nan,nan,90.850500,0.015288,90.912763,0.015204,90.711543,0.015218,90.285515,0.015279,nan,nan,125.741551,0.022450,-308.757117,0.050869,14.689718,0.056780,12.573246,0.020761,-7.632087,0.028366,9.709565,0.032031,10.790656,0.043283,10.974209,0.016668,-8.474533,0.021196,3.941887,0.019601,-3.899062,0.071396,-1.599037,0.026624,-0.842446,0.035411,-5.767678,0.037552,80571.261935,16,10,6,13428.543656,0.000000,1,ok_tminuit,0.000100,0.000086,0.000086,0.000086,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,-0.000192,0.000471,0.000086,0.000093,0.000086,0.000086,nan,-0.000139,-0.000141,-0.000139,-0.000139,nan,-0.000194,0.000471,0.000086,0.000086,0.000092,0.000086,nan,-0.000139,-0.000139,-0.000141,-0.000139,nan,-0.000195,0.000471,0.000086,0.000086,0.000086,0.000095,nan,-0.000139,-0.000139,-0.000139,-0.000141,nan,-0.000196,0.000471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000142,-0.000139,-0.000139,-0.000139,nan,0.000234,0.000228,0.000228,0.000228,nan,0.000327,-0.000767,-0.000139,-0.000141,-0.000139,-0.000139,nan,0.000228,0.000231,0.000228,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000141,-0.000139,nan,0.000228,0.000228,0.000232,0.000228,nan,0.000327,-0.000768,-0.000139,-0.000139,-0.000139,-0.000141,nan,0.000228,0.000228,0.000228,0.000233,nan,0.000326,-0.000768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000192,-0.000194,-0.000195,-0.000196,nan,0.000327,0.000327,0.000327,0.000326,nan,0.000504,-0.001092,0.000471,0.000471,0.000471,0.000471,nan,-0.000767,-0.000768,-0.000768,-0.000768,nan,-0.001092,0.002588,done
B,b1,1,-2.000000,-1.000000,-233.535665,0.055109,-233.100130,0.054785,-232.987742,0.054477,-232.943364,0.053981,-232.747624,0.054252,467.705414,0.104494,467.425018,0.104529,467.185034,0.104441,466.913390,0.104413,466.386599,0.104636,304.712022,0.070606,-727.805254,0.161450,5.761222,0.458526,-6.397375,0.115271,8.241687,0.165084,6.288455,0.128553,15.552410,0.337910,-5.279572,0.091512,8.044689,0.115518,9.763714,0.092987,9.791188,0.569587,1.117803,0.147179,-0.196998,0.201487,3.475259,0.158658,3298.688259,20,12,8,412.336032,0.000000,1,ok_tminuit,0.003037,0.002659,0.002657,0.002653,0.002652,-0.005386,-0.005293,-0.005293,-0.005293,-0.005294,-0.003403,0.008300,0.002659,0.003001,0.002655,0.002652,0.002651,-0.005295,-0.005382,-0.005294,-0.005295,-0.005295,-0.003414,0.008300,0.002657,0.002655,0.002968,0.002650,0.002649,-0.005293,-0.005293,-0.005386,-0.005293,-0.005293,-0.003418,0.008296,0.002653,0.002652,0.002650,0.002914,0.002647,-0.005295,-0.005295,-0.005294,-0.005379,-0.005295,-0.003431,0.008295,0.002652,0.002651,0.002649,0.002647,0.002943,-0.005296,-0.005296,-0.005296,-0.005296,-0.005390,-0.003437,0.008295,-0.005386,-0.005295,-0.005293,-0.005295,-0.005296,0.010919,0.010669,0.010667,0.010667,0.010667,0.007068,-0.016667,-0.005293,-0.005382,-0.005293,-0.005295,-0.005296,0.010669,0.010926,0.010667,0.010667,0.010668,0.007069,-0.016668,-0.005293,-0.005294,-0.005386,-0.005294,-0.005296,0.010667,0.010667,0.010908,0.010666,0.010666,0.007066,-0.016666,-0.005293,-0.005295,-0.005293,-0.005379,-0.005296,0.010667,0.010667,0.010666,0.010902,0.010666,0.007066,-0.016666,-0.005294,-0.005295,-0.005293,-0.005295,-0.005390,0.010667,0.010668,0.010666,0.010666,0.010949,0.007065,-0.016667,-0.003403,-0.003414,-0.003418,-0.003431,-0.003437,0.007068,0.007069,0.007066,0.007066,0.007065,0.004985,-0.010954,0.008300,0.008300,0.008296,0.008295,0.008295,-0.016667,-0.016668,-0.016666,-0.016666,-0.016667,-0.010954,0.026066,done
B,b2,2,-1.000000,0.000000,-233.535665,0.055109,-233.100130,0.054785,-232.987742,0.054477,-232.943364,0.053981,-232.747624,0.054252,467.705414,0.104494,467.425018,0.104529,467.185034,0.104441,466.913390,0.104413,466.386599,0.104636,304.712022,0.070606,-727.805254,0.161450,6.196431,0.429631,-4.302070,0.120380,5.212792,0.156397,8.382315,0.130990,10.421594,0.324351,-3.692532,0.092754,5.137226,0.112564,10.165137,0.093060,4.225163,0.538318,0.609538,0.151969,-0.075566,0.192693,1.782822,0.160681,3298.688259,20,12,8,412.336032,0.000000,1,ok_tminuit,0.003037,0.002659,0.002657,0.002653,0.002652,-0.005386,-0.005293,-0.005293,-0.005293,-0.005294,-0.003403,0.008300,0.002659,0.003001,0.002655,0.002652,0.002651,-0.005295,-0.005382,-0.005294,-0.005295,-0.005295,-0.003414,0.008300,0.002657,0.002655,0.002968,0.002650,0.002649,-0.005293,-0.005293,-0.005386,-0.005293,-0.005293,-0.003418,0.008296,0.002653,0.002652,0.002650,0.002914,0.002647,-0.005295,-0.005295,-0.005294,-0.005379,-0.005295,-0.003431,0.008295,0.002652,0.002651,0.002649,0.002647,0.002943,-0.005296,-0.005296,-0.005296,-0.005296,-0.005390,-0.003437,0.008295,-0.005386,-0.005295,-0.005293,-0.005295,-0.005296,0.010919,0.010669,0.010667,0.010667,0.010667,0.007068,-0.016667,-0.005293,-0.005382,-0.005293,-0.005295,-0.005296,0.010669,0.010926,0.010667,0.010667,0.010668,0.007069,-0.016668,-0.005293,-0.005294,-0.005386,-0.005294,-0.005296,0.010667,0.010667,0.010908,0.010666,0.010666,0.007066,-0.016666,-0.005293,-0.005295,-0.005293,-0.005379,-0.005296,0.010667,0.010667,0.010666,0.010902,0.010666,0.007066,-0.016666,-0.005294,-0.005295,-0.005293,-0.005295,-0.005390,0.010667,0.010668,0.010666,0.010666,0.010949,0.007065,-0.016667,-0.003403,-0.003414,-0.003418,-0.003431,-0.003437,0.007068,0.007069,0.007066,0.007066,0.007065,0.004985,-0.010954,0.008300,0.008300,0.008296,0.008295,0.008295,-0.016667,-0.016668,-0.016666,-0.016666,-0.016667,-0.010954,0.026066,done
B,b3,3,0.000000,1.000000,-233.535665,0.055109,-233.100130,0.054785,-232.987742,0.054477,-232.943364,0.053981,-232.747624,0.054252,467.705414,0.104494,467.425018,0.104529,467.185034,0.104441,466.913390,0.104413,466.386599,0.104636,304.712022,0.070606,-727.805254,0.161450,10.352685,0.387139,-2.498413,0.113854,3.598805,0.160866,9.331513,0.126198,10.542576,0.304251,-2.334220,0.089911,3.768415,0.109992,9.547916,0.089247,0.189891,0.492387,0.164193,0.145075,0.169610,0.194875,0.216403,0.154567,3298.688259,20,12,8,412.336032,0.000000,1,ok_tminuit,0.003037,0.002659,0.002657,0.002653,0.002652,-0.005386,-0.005293,-0.005293,-0.005293,-0.005294,-0.003403,0.008300,0.002659,0.003001,0.002655,0.002652,0.002651,-0.005295,-0.005382,-0.005294,-0.005295,-0.005295,-0.003414,0.008300,0.002657,0.002655,0.002968,0.002650,0.002649,-0.005293,-0.005293,-0.005386,-0.005293,-0.005293,-0.003418,0.008296,0.002653,0.002652,0.002650,0.002914,0.002647,-0.005295,-0.005295,-0.005294,-0.005379,-0.005295,-0.003431,0.008295,0.002652,0.002651,0.002649,0.002647,0.002943,-0.005296,-0.005296,-0.005296,-0.005296,-0.005390,-0.003437,0.008295,-0.005386,-0.005295,-0.005293,-0.005295,-0.005296,0.010919,0.010669,0.010667,0.010667,0.010667,0.007068,-0.016667,-0.005293,-0.005382,-0.005293,-0.005295,-0.005296,0.010669,0.010926,0.010667,0.010667,0.010668,0.007069,-0.016668,-0.005293,-0.005294,-0.005386,-0.005294,-0.005296,0.010667,0.010667,0.010908,0.010666,0.010666,0.007066,-0.016666,-0.005293,-0.005295,-0.005293,-0.005379,-0.005296,0.010667,0.010667,0.010666,0.010902,0.010666,0.007066,-0.016666,-0.005294,-0.005295,-0.005293,-0.005295,-0.005390,0.010667,0.010668,0.010666,0.010666,0.010949,0.007065,-0.016667,-0.003403,-0.003414,-0.003418,-0.003431,-0.003437,0.007068,0.007069,0.007066,0.007066,0.007065,0.004985,-0.010954,0.008300,0.008300,0.008296,0.008295,0.008295,-0.016667,-0.016668,-0.016666,-0.016666,-0.016667,-0.010954,0.026066,done
B,b4,4,1.000000,2.000000,-233.535665,0.055109,-233.100130,0.054785,-232.987742,0.054477,-232.943364,0.053981,-232.747624,0.054252,467.705414,0.104494,467.425018,0.104529,467.185034,0.104441,466.913390,0.104413,466.386599,0.104636,304.712022,0.070606,-727.805254,0.161450,14.943613,0.343985,-0.202354,0.116227,2.505731,0.147848,10.308780,0.127513,12.115086,0.279487,-0.796714,0.088890,2.575226,0.104106,8.543600,0.087974,-2.828527,0.443214,-0.594360,0.146322,0.069495,0.180824,-1.765180,0.154916,3298.688259,20,12,8,412.336032,0.000000,1,ok_tminuit,0.003037,0.002659,0.002657,0.002653,0.002652,-0.005386,-0.005293,-0.005293,-0.005293,-0.005294,-0.003403,0.008300,0.002659,0.003001,0.002655,0.002652,0.002651,-0.005295,-0.005382,-0.005294,-0.005295,-0.005295,-0.003414,0.008300,0.002657,0.002655,0.002968,0.002650,0.002649,-0.005293,-0.005293,-0.005386,-0.005293,-0.005293,-0.003418,0.008296,0.002653,0.002652,0.002650,0.002914,0.002647,-0.005295,-0.005295,-0.005294,-0.005379,-0.005295,-0.003431,0.008295,0.002652,0.002651,0.002649,0.002647,0.002943,-0.005296,-0.005296,-0.005296,-0.005296,-0.005390,-0.003437,0.008295,-0.005386,-0.005295,-0.005293,-0.005295,-0.005296,0.010919,0.010669,0.010667,0.010667,0.010667,0.007068,-0.016667,-0.005293,-0.005382,-0.005293,-0.005295,-0.005296,0.010669,0.010926,0.010667,0.010667,0.010668,0.007069,-0.016668,-0.005293,-0.005294,-0.005386,-0.005294,-0.005296,0.010667,0.010667,0.010908,0.010666,0.010666,0.007066,-0.016666,-0.005293,-0.005295,-0.005293,-0.005379,-0.005296,0.010667,0.010667,0.010666,0.010902,0.010666,0.007066,-0.016666,-0.005294,-0.005295,-0.005293,-0.005295,-0.005390,0.010667,0.010668,0.010666,0.010666,0.010949,0.007065,-0.016667,-0.003403,-0.003414,-0.003418,-0.003431,-0.003437,0.007068,0.007069,0.007066,0.007066,0.007065,0.004985,-0.010954,0.008300,0.008300,0.008296,0.008295,0.008295,-0.016667,-0.016668,-0.016666,-0.016666,-0.016667,-0.010954,0.026066,done
B,b5,5,2.000000,3.000000,-233.535665,0.055109,-233.100130,0.054785,-232.987742,0.054477,-232.943364,0.053981,-232.747624,0.054252,467.705414,0.104494,467.425018,0.104529,467.185034,0.104441,466.913390,0.104413,466.386599,0.104636,304.712022,0.070606,-727.805254,0.161450,19.404231,0.362134,3.792939,0.130201,-0.224025,0.153161,11.455373,0.142550,13.263834,0.295368,2.184919,0.096738,-0.210315,0.110942,7.000684,0.094044,-6.140397,0.467315,-1.608020,0.162205,0.013710,0.189120,-4.454689,0.170777,3298.688259,20,12,8,412.336032,0.000000,1,ok_tminuit,0.003037,0.002659,0.002657,0.002653,0.002652,-0.005386,-0.005293,-0.005293,-0.005293,-0.005294,-0.003403,0.008300,0.002659,0.003001,0.002655,0.002652,0.002651,-0.005295,-0.005382,-0.005294,-0.005295,-0.005295,-0.003414,0.008300,0.002657,0.002655,0.002968,0.002650,0.002649,-0.005293,-0.005293,-0.005386,-0.005293,-0.005293,-0.003418,0.008296,0.002653,0.002652,0.002650,0.002914,0.002647,-0.005295,-0.005295,-0.005294,-0.005379,-0.005295,-0.003431,0.008295,0.002652,0.002651,0.002649,0.002647,0.002943,-0.005296,-0.005296,-0.005296,-0.005296,-0.005390,-0.003437,0.008295,-0.005386,-0.005295,-0.005293,-0.005295,-0.005296,0.010919,0.010669,0.010667,0.010667,0.010667,0.007068,-0.016667,-0.005293,-0.005382,-0.005293,-0.005295,-0.005296,0.010669,0.010926,0.010667,0.010667,0.010668,0.007069,-0.016668,-0.005293,-0.005294,-0.005386,-0.005294,-0.005296,0.010667,0.010667,0.010908,0.010666,0.010666,0.007066,-0.016666,-0.005293,-0.005295,-0.005293,-0.005379,-0.005296,0.010667,0.010667,0.010666,0.010902,0.010666,0.007066,-0.016666,-0.005294,-0.005295,-0.005293,-0.005295,-0.005390,0.010667,0.010668,0.010666,0.010666,0.010949,0.007065,-0.016667,-0.003403,-0.003414,-0.003418,-0.003431,-0.003437,0.007068,0.007069,0.007066,0.007066,0.007065,0.004985,-0.010954,0.008300,0.008300,0.008296,0.008295,0.008295,-0.016667,-0.016668,-0.016666,-0.016666,-0.016667,-0.010954,0.026066,done
