category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25016,43.507,50.86,7074485,139097.2277,52.29631155,13.5686,0.234568,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25016_-1.root",OK
signal,25017,45.174,105.67,14687641,138995.3724,36.26805929,13.4784,0.162497,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25017_-1.root",OK
signal,25018,46.32,41.549,5771395,138905.7498,57.82023118,14.0893,0.277882,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25018_-1.root",OK
signal,25019,31.561,56.872,7972599,140184.9592,49.64796581,14.1744,0.217487,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25019_-1.root",OK
signal,25020,16.035,30.24,4269306,141180.754,68.32770834,14.5516,0.287904,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25020_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,139465.391576
# FIT_cerr,22.1138987726
# FIT_chi2,1151.51103349
# FIT_ndf,4
# FIT_chi2ndf,287.877758373
# FIT_prob,5.17068295536e-248
