category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25016,43.241,458.65,12.828,0.222146,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25016_-1.root",OK
signal,25017,45.049,477.051,12.5861,0.153034,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25017_-1.root",OK
signal,25018,46.169,488.562,12.3424,0.243556,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25018_-1.root",OK
signal,25019,31.476,339.56,13.4003,0.206807,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25019_-1.root",OK
signal,25020,15.981,175.118,13.832,0.276048,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25020_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,10.7415524491
# FIT_aerr,2.60031280373
# FIT_b,10.3632074021
# FIT_berr,0.0681612073263
# FIT_b_over_berr,152.039669022
# FIT_chi2,9.17414089256
# FIT_ndf,3
# FIT_chi2ndf,3.05804696419
# FIT_prob,0.0270629858392
