run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24625,signal,LD2,SHMSDIS,22569.3,-999.0,1.0,95.338,28.9345,1.014257,-1.0,-1.0,ps5,-1.0
24645,dummy,Dummy,SHMSDIS,31074.24,-999.0,1.0,98.4895,33.5098,1.0,-1.0,-1.0,ps5,-1.0
