run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24734,signal,LH2,PI-SIDIS,50.571,74.41,0.9987,1.0,1.037126,-1.0,1.0,ps6,1.0,6.69896,0.329147
24736,signal,LH2,PI-SIDIS,51.647,92.877,0.9985,1.0,-999.0,1.0,-1.0,ps5,1.0,6.96248,0.298509
24737,signal,LH2,PI-SIDIS,51.705,48.649,0.9996,1.0,1.039539,-1.0,1.0,ps6,1.0,7.13546,0.422191
24738,signal,LH2,PI-SIDIS,53.277,107.03,0.9988,1.0,1.038955,-1.0,1.0,ps6,1.0,6.73788,0.277285
24739,signal,LH2,PI-SIDIS,49.43,98.504,0.9981,1.0,1.035587,-1.0,1.0,ps6,1.0,7.14538,0.293298
24740,signal,LH2,PI-SIDIS,52.465,99.1,0.9982,1.0,1.037841,-1.0,1.0,ps6,1.0,6.9929,0.292186
24741,signal,LH2,PI-SIDIS,52.564,96.298,0.9982,1.0,1.038063,-1.0,1.0,ps6,1.0,7.0231,0.296088
24742,signal,LH2,PI-SIDIS,51.191,115.7,0.9982,1.0,1.036508,-1.0,1.0,ps6,1.0,7.00685,0.270437
24743,signal,LH2,PI-SIDIS,49.859,95.861,0.9988,1.0,1.036579,-1.0,1.0,ps6,1.0,7.15629,0.300288
24744,signal,LH2,PI-SIDIS,51.183,14.005,0.9987,1.0,1.037482,-1.0,1.0,ps6,1.0,7.72782,0.797637
24745,signal,LH2,PI-SIDIS,48.415,65.65,0.9982,1.0,1.034646,-1.0,1.0,ps6,1.0,6.97107,0.357758
24746,signal,LH2,PI-SIDIS,51.818,92.724,0.9983,1.0,1.037375,-1.0,1.0,ps6,1.0,7.06194,0.302923
24747,signal,LH2,PI-SIDIS,35.865,68.257,0.9984,1.0,1.025586,-1.0,1.0,ps6,1.0,6.88454,0.338528
24748,signal,LH2,PI-SIDIS,17.239,34.457,0.9994,1.0,1.012592,-1.0,1.0,ps6,1.0,6.4237,0.447788
24766,signal,LH2,PI-SIDIS,49.617,91.465,0.9988,1.0,1.035329,-1.0,1.0,ps6,1.0,6.99565,0.30352
24767,signal,LH2,PI-SIDIS,51.862,95.647,0.998,1.0,1.036451,-1.0,1.0,ps6,1.0,7.40074,0.304828
24768,signal,LH2,PI-SIDIS,46.046,90.451,0.9981,1.0,1.03229,-1.0,1.0,ps6,1.0,6.78408,0.298335
24769,signal,LH2,PI-SIDIS,48.934,38.201,0.9988,1.0,1.034683,-1.0,1.0,ps6,1.0,7.16058,0.474689
24770,signal,LH2,PI-SIDIS,51.264,147.41,0.9986,1.0,1.035914,-1.0,1.0,ps6,1.0,7.28426,0.243413
24772,signal,LH2,PI-SIDIS,55.698,100.77,0.9989,1.0,1.040764,-1.0,1.0,ps6,1.0,6.5974,0.282854
24773,signal,LH2,PI-SIDIS,35.073,61.213,0.9986,1.0,1.025761,-1.0,1.0,ps6,1.0,6.60699,0.350311
24774,signal,LH2,PI-SIDIS,17.944,32.194,0.9981,1.0,1.013099,-1.0,1.0,ps6,1.0,7.09436,0.487538
24829,positron,LH2,PI-SIDIS,52.841,93.895,0.9964,1.0,1.036166,-1.0,1.0,ps6,1.0,0.0229313,0.0452823
24830,positron,LH2,PI-SIDIS,47.559,77.599,0.999,1.0,1.033729,-1.0,1.0,ps6,1.0,0.100057,0.053222
24831,positron,LH2,PI-SIDIS,52.809,91.833,0.9946,1.0,1.037856,-1.0,1.0,ps6,1.0,0.122654,0.0514617
24832,positron,LH2,PI-SIDIS,44.227,79.715,1.0,1.0,1.031991,-1.0,1.0,ps6,1.0,0.22312,0.0648055
24753,dummy,Dummy,PI-SIDIS,19.639,5.467,1.0,1.0,1.0,-1.0,1.0,ps6,1.0,4.71276,0.978319
24755,dummy,Dummy,PI-SIDIS,35.371,74.71,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,4.53735,0.263834
24756,dummy,Dummy,PI-SIDIS,39.174,84.151,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,4.85343,0.258445
24758,dummy,Dummy,PI-SIDIS,36.972,92.072,0.9983,1.0,1.0,-1.0,1.0,ps6,1.0,4.27095,0.231757
24759,dummy,Dummy,PI-SIDIS,19.669,37.035,0.9974,1.0,1.0,-1.0,1.0,ps6,1.0,5.00769,0.382967
24775,dummy,Dummy,PI-SIDIS,35.263,67.914,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,4.91606,0.287566
24776,dummy,Dummy,PI-SIDIS,38.228,70.454,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,4.94065,0.281594
24777,dummy,Dummy,PI-SIDIS,36.439,67.976,0.9983,1.0,1.0,-1.0,1.0,ps6,1.0,4.97254,0.288558
24778,dummy,Dummy,PI-SIDIS,20.295,38.338,1.0,1.0,1.0,-1.0,1.0,ps6,1.0,5.06305,0.376742
