category,run,BCM2_I,yield,yield_err,shms34_rate_kHz,rootfile,status
signal,25448,46.314,25.2095,0.279086,584.547,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25448_-1.root",OK
signal,25449,49.881,25.1829,0.262665,629.43,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25449_-1.root",OK
signal,25450,44.535,25.1844,0.288353,561.278,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25450_-1.root",OK
signal,25451,24.704,26.4983,0.341489,315.268,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25451_-1.root",OK
signal,25452,25.38,25.9385,0.338477,323.931,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25452_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,25.5047062756
# FIT_Cerr,0.132845777985
# FIT_chi2,13.9620147513
# FIT_ndf,4
# FIT_chi2ndf,3.49050368783
# FIT_prob,0.00741728097328
