run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25076,signal,LD2,PI-SIDIS,8.037,14.205,0.9986,1.0,1.002807,-1.0,1.0,ps6,1.0,350.347,6.21306
25077,signal,LD2,PI-SIDIS,8.048,13.65,0.9986,1.0,1.002811,-1.0,1.0,ps6,1.0,330.35,6.21974
25078,signal,LD2,PI-SIDIS,8.004,14.973,0.9985,1.0,1.002796,-1.0,1.0,ps6,1.0,329.846,5.90909
25079,signal,LD2,PI-SIDIS,5.02,9.153,0.9985,1.0,1.001753,-1.0,1.0,ps6,1.0,348.442,7.24285
25080,signal,LD2,PI-SIDIS,4.985,9.17,0.9986,1.0,1.001741,-1.0,1.0,ps6,1.0,341.684,7.20228
25108,signal,LD2,PI-SIDIS,10.019,17.957,0.9984,1.0,1.0035,-1.0,1.0,ps6,1.0,340.455,5.68142
25109,signal,LD2,PI-SIDIS,10.0,18.825,0.9985,1.0,1.003493,-1.0,1.0,ps6,1.0,333.817,5.51174
25110,signal,LD2,PI-SIDIS,10.078,19.084,0.9984,1.0,1.00352,-1.0,1.0,ps6,1.0,332.251,5.51374
25111,signal,LD2,PI-SIDIS,6.086,11.189,0.9984,1.0,1.002126,-1.0,1.0,ps6,1.0,346.898,6.71691
25112,signal,LD2,PI-SIDIS,6.057,11.071,0.9983,1.0,1.002116,-1.0,1.0,ps6,1.0,344.55,6.71754
25092,dummy,Dummy,PI-SIDIS,18.932,35.289,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,98.5835,2.12458
25093,dummy,Dummy,PI-SIDIS,19.574,37.318,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,102.611,2.09741
25120,dummy,Dummy,PI-SIDIS,20.0,36.454,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,100.582,2.11041
25121,dummy,Dummy,PI-SIDIS,20.025,38.474,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,100.167,2.05089
