run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24734,signal,LH2,PI-SIDIS,75.543,0.9987,1.0,99.994,32.8863,1.037126,-1.0,1.0,ps6,1.0
24736,signal,LH2,PI-SIDIS,93.572,0.9985,1.0,99.994,-999.0,-999.0,1.0,-1.0,ps5,1.0
24737,signal,LH2,PI-SIDIS,48.961,0.9996,1.0,99.994,31.993,1.039539,-1.0,1.0,ps6,1.0
24738,signal,LH2,PI-SIDIS,108.8,0.9988,1.0,99.9939,32.9807,1.038955,-1.0,1.0,ps6,1.0
24739,signal,LH2,PI-SIDIS,100.16,0.9981,1.0,99.994,33.3463,1.035587,-1.0,1.0,ps6,1.0
24740,signal,LH2,PI-SIDIS,100.78,0.9982,1.0,99.9939,33.2749,1.037841,-1.0,1.0,ps6,1.0
24741,signal,LH2,PI-SIDIS,97.96,0.9982,1.0,99.9939,33.1886,1.038063,-1.0,1.0,ps6,1.0
24742,signal,LH2,PI-SIDIS,117.1,0.9982,1.0,99.9939,33.5397,1.036508,-1.0,1.0,ps6,1.0
24743,signal,LH2,PI-SIDIS,96.796,0.9988,1.0,99.9939,32.8992,1.036579,-1.0,1.0,ps6,1.0
24744,signal,LH2,PI-SIDIS,14.162,0.9987,1.0,99.994,32.9441,1.037482,-1.0,1.0,ps6,1.0
24745,signal,LH2,PI-SIDIS,66.369,0.9982,1.0,99.9939,33.5073,1.034646,-1.0,1.0,ps6,1.0
24746,signal,LH2,PI-SIDIS,94.148,0.9983,1.0,99.9939,33.2802,1.037375,-1.0,1.0,ps6,1.0
24747,signal,LH2,PI-SIDIS,69.065,0.9984,1.0,99.9958,34.0083,1.025586,-1.0,1.0,ps6,1.0
24748,signal,LH2,PI-SIDIS,34.655,0.9994,1.0,99.998,33.8514,1.012592,-1.0,1.0,ps6,1.0
24766,signal,LH2,PI-SIDIS,92.919,0.9988,1.0,99.994,33.6061,1.035329,-1.0,1.0,ps6,1.0
24767,signal,LH2,PI-SIDIS,96.315,0.998,1.0,99.9939,33.851,1.036451,-1.0,1.0,ps6,1.0
24768,signal,LH2,PI-SIDIS,91.381,0.9981,1.0,99.9941,34.0995,1.03229,-1.0,1.0,ps6,1.0
24769,signal,LH2,PI-SIDIS,38.721,0.9988,1.0,99.994,33.7318,1.034683,-1.0,1.0,ps6,1.0
24770,signal,LH2,PI-SIDIS,148.69,0.9986,1.0,99.9939,33.9403,1.035914,-1.0,1.0,ps6,1.0
24772,signal,LH2,PI-SIDIS,102.4,0.9989,1.0,99.9938,32.9634,1.040764,-1.0,1.0,ps6,1.0
24773,signal,LH2,PI-SIDIS,61.999,0.9986,1.0,99.9959,32.7477,1.025761,-1.0,1.0,ps6,1.0
24774,signal,LH2,PI-SIDIS,32.476,0.9981,1.0,99.998,32.8496,1.013099,-1.0,1.0,ps6,1.0
24753,dummy,Dummy,PI-SIDIS,5.549,1.0,1.0,99.9973,33.9643,1.0,-1.0,1.0,ps6,1.0
24755,dummy,Dummy,PI-SIDIS,75.564,0.9984,1.0,99.9964,34.1028,1.0,-1.0,1.0,ps6,1.0
24756,dummy,Dummy,PI-SIDIS,84.549,0.9991,1.0,99.9963,33.6767,1.0,-1.0,1.0,ps6,1.0
24758,dummy,Dummy,PI-SIDIS,93.084,0.9983,1.0,99.9964,33.9181,1.0,-1.0,1.0,ps6,1.0
24759,dummy,Dummy,PI-SIDIS,37.299,0.9974,1.0,99.9982,33.7766,1.0,-1.0,1.0,ps6,1.0
24775,dummy,Dummy,PI-SIDIS,68.281,0.9985,1.0,99.9964,32.5622,1.0,-1.0,1.0,ps6,1.0
24776,dummy,Dummy,PI-SIDIS,70.977,0.9986,1.0,99.9964,33.6034,1.0,-1.0,1.0,ps6,1.0
24777,dummy,Dummy,PI-SIDIS,68.659,0.9983,1.0,99.9964,32.7712,1.0,-1.0,1.0,ps6,1.0
24778,dummy,Dummy,PI-SIDIS,38.715,1.0,1.0,99.9982,33.0051,1.0,-1.0,1.0,ps6,1.0
24829,positron,LH2,PI-SIDIS,95.01,0.9964,1.0,99.9939,34.3969,1.036166,-1.0,1.0,ps6,1.0
24830,positron,LH2,PI-SIDIS,78.47,0.999,1.0,99.9941,33.7521,1.033729,-1.0,1.0,ps6,1.0
24831,positron,LH2,PI-SIDIS,92.914,0.9946,1.0,99.9939,33.4033,1.037856,-1.0,1.0,ps6,1.0
24832,positron,LH2,PI-SIDIS,80.799,1.0,1.0,99.9941,33.2822,1.031991,-1.0,1.0,ps6,1.0
