run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24907,signal,LD2,PI+SIDIS,18.419,31.283,0.9985,1.0,1.006434,-1.0,1.0,ps6,1.0,496.641,4.79229
24908,signal,LD2,PI+SIDIS,18.886,35.816,0.9983,1.0,1.006597,-1.0,1.0,ps6,1.0,494.543,4.47332
24909,signal,LD2,PI+SIDIS,9.396,18.239,0.9986,1.0,1.003282,-1.0,1.0,ps6,1.0,504.235,5.82672
24910,signal,LD2,PI+SIDIS,9.472,17.208,0.9983,1.0,1.003309,-1.0,1.0,ps6,1.0,502.065,5.99489
24938,signal,LD2,PI+SIDIS,19.079,35.778,0.9983,1.0,1.006664,-1.0,1.0,ps6,1.0,490.037,4.4593
24939,signal,LD2,PI+SIDIS,18.573,15.803,0.9985,1.0,1.006488,-1.0,1.0,ps6,1.0,492.198,6.69592
24943,signal,LD2,PI+SIDIS,18.84,39.952,0.9985,1.0,1.006581,-1.0,1.0,ps6,1.0,481.633,4.1898
24944,signal,LD2,PI+SIDIS,18.783,37.174,0.9984,1.0,1.006561,-1.0,1.0,ps6,1.0,499.024,4.39666
24945,signal,LD2,PI+SIDIS,18.778,25.927,0.9985,1.0,1.006559,-1.0,1.0,ps6,1.0,491.616,5.25558
24946,signal,LD2,PI+SIDIS,9.601,18.299,0.9984,1.0,1.003354,-1.0,1.0,ps6,1.0,496.154,5.80733
24947,signal,LD2,PI+SIDIS,9.499,17.769,0.9983,1.0,1.003318,-1.0,1.0,ps6,1.0,502.467,5.88619
24924,dummy,Dummy,PI+SIDIS,37.695,74.209,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,144.74,1.61953
24952,dummy,Dummy,PI+SIDIS,39.088,89.339,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,142.427,1.4733
