setting,delta_center,dp_lo,dp_hi,variable,measured,measured_err,error_source,sigma,sigma_err,predicted,residual,pull,dthe,dpe,dthp,dpp,chi2,n_obs,n_params,ndf,chi2_ndf,success,message,nit,nfev
A,-0.5000,-2.0000,1.0000,W,4.4606,1.0941,A_uses_5pass_C_errors_B_uses_5pass_D_errors,18.9206,0.0830,3.3389,1.1217,1.0252,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
A,-0.5000,-2.0000,1.0000,Em,5.5262,0.2720,A_uses_5pass_C_errors_B_uses_5pass_D_errors,6.3837,0.0426,4.8238,0.7024,2.5828,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
A,-0.5000,-2.0000,1.0000,Pmz,-5.9590,0.4013,A_uses_5pass_C_errors_B_uses_5pass_D_errors,10.1401,0.0336,-3.8300,-2.1290,-5.3059,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
A,-0.5000,-2.0000,1.0000,Pmy,6.1958,0.3299,A_uses_5pass_C_errors_B_uses_5pass_D_errors,8.7988,0.0169,2.1306,4.0652,12.3218,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
B,-0.5000,-2.0000,1.0000,W,7.7490,1.0912,A_uses_5pass_C_errors_B_uses_5pass_D_errors,24.9002,0.9706,0.4483,7.3006,6.6905,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
B,-0.5000,-2.0000,1.0000,Em,-4.8266,0.3866,A_uses_5pass_C_errors_B_uses_5pass_D_errors,7.0760,0.2976,-3.7029,-1.1237,-2.9067,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
B,-0.5000,-2.0000,1.0000,Pmz,4.7136,0.3593,A_uses_5pass_C_errors_B_uses_5pass_D_errors,9.7603,0.1420,3.9313,0.7823,2.1775,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
B,-0.5000,-2.0000,1.0000,Pmy,7.8984,0.3258,A_uses_5pass_C_errors_B_uses_5pass_D_errors,9.9150,0.1014,10.3042,-2.4058,-7.3848,0.8894,-1.8401,-3.9932,3.8892,300.1884,8,4,4,75.0471,True,Optimization terminated successfully.,496,867
