setting,delta_center,dp_lo,dp_hi,variable,measured,measured_err,error_source,sigma,sigma_err,predicted,residual,pull,dthe,dpe,dthp,dpp,chi2,n_obs,n_params,ndf,chi2_ndf,success,message,nit,nfev
A,-0.5000,-2.0000,1.0000,W,4.4606,0.9178,A_B_errors_scaled_to_5pass_average_b1_entries,18.9206,0.0830,0.9491,3.5115,3.8259,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
A,-0.5000,-2.0000,1.0000,Em,5.5262,0.5576,A_B_errors_scaled_to_5pass_average_b1_entries,6.3837,0.0426,3.6914,1.8347,3.2904,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
A,-0.5000,-2.0000,1.0000,Pmz,-5.9590,0.3835,A_B_errors_scaled_to_5pass_average_b1_entries,10.1401,0.0336,-3.5854,-2.3736,-6.1892,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
A,-0.5000,-2.0000,1.0000,Pmy,6.1958,0.2851,A_B_errors_scaled_to_5pass_average_b1_entries,8.7988,0.0169,3.1024,3.0934,10.8515,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
B,-0.5000,-2.0000,1.0000,W,7.7490,1.6931,A_B_errors_scaled_to_5pass_average_b1_entries,24.9002,0.9706,-1.8834,9.6323,5.6892,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
B,-0.5000,-2.0000,1.0000,Em,-4.8266,0.7107,A_B_errors_scaled_to_5pass_average_b1_entries,7.0760,0.2976,-3.6551,-1.1714,-1.6483,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
B,-0.5000,-2.0000,1.0000,Pmz,4.7136,0.3605,A_B_errors_scaled_to_5pass_average_b1_entries,9.7603,0.1420,3.3027,1.4109,3.9139,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
B,-0.5000,-2.0000,1.0000,Pmy,7.8984,0.3274,A_B_errors_scaled_to_5pass_average_b1_entries,9.9150,0.1014,10.3749,-2.4765,-7.5643,0.8715,-1.5337,-3.6775,3.3983,289.1455,8,4,4,72.2864,True,Optimization terminated successfully.,500,886
