category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25443,29.903,101.32,52.4009,0.502398,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25443_-1.root",OK
signal,25444,28.314,96.045,53.027,0.541742,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25444_-1.root",OK
signal,25445,29.887,108.37,53.0426,0.500797,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25445_-1.root",OK
signal,25446,14.76,50.265,56.2049,0.65291,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25446_-1.root",OK
signal,25447,14.725,50.801,56.9742,0.848386,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25447_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-1.56189756107
# FIT_aerr,5.03165798246
# FIT_b,3.5259291924
# FIT_berr,0.204606980235
# FIT_b_over_berr,17.2326925912
# FIT_chi2,32.4471347523
# FIT_ndf,3
# FIT_chi2ndf,10.8157115841
# FIT_prob,4.21247132036e-07
