category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25443,29.956,55.9573,0.536047,47.892,837.234,885.126,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25443_-1.root",OK
signal,25444,28.625,56.8385,0.578109,45.764,800.5,846.264,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25444_-1.root",OK
signal,25445,29.939,57.3257,0.537989,47.875,836.675,884.55,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25445_-1.root",OK
signal,25446,14.813,58.8822,0.682332,23.771,422.908,446.679,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25446_-1.root",OK
signal,25447,14.949,59.6306,0.886878,23.973,426.822,450.795,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25447_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,57.3297147983
# FIT_Cerr,0.273725797489
# FIT_chi2,19.1844715338
# FIT_ndf,4
# FIT_chi2ndf,4.79611788345
# FIT_prob,0.000722990475849
