setting,bin,dp_idx,dp_lo,dp_hi,dthe_fit,dthe_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_fit,dthp_fit_err,dpp_fit,dpp_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_dthe,cov_dthe_dpe_b1,cov_dthe_dpe_b2,cov_dthe_dpe_b3,cov_dthe_dpe_b4,cov_dthe_dpe_b5,cov_dthe_dthp,cov_dthe_dpp,cov_dpe_b1_dthe,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp,cov_dpe_b1_dpp,cov_dpe_b2_dthe,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp,cov_dpe_b2_dpp,cov_dpe_b3_dthe,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp,cov_dpe_b3_dpp,cov_dpe_b4_dthe,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp,cov_dpe_b4_dpp,cov_dpe_b5_dthe,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp,cov_dpe_b5_dpp,cov_dthp_dthe,cov_dthp_dpe_b1,cov_dthp_dpe_b2,cov_dthp_dpe_b3,cov_dthp_dpe_b4,cov_dthp_dpe_b5,cov_dthp_dthp,cov_dthp_dpp,cov_dpp_dthe,cov_dpp_dpe_b1,cov_dpp_dpe_b2,cov_dpp_dpe_b3,cov_dpp_dpe_b4,cov_dpp_dpe_b5,cov_dpp_dthp,cov_dpp_dpp,end_marker
A,b1,1,-2.000000,-1.000000,-61.450103,0.009641,99.672650,0.015665,99.746583,0.015599,99.549985,0.015617,99.086611,0.015720,nan,nan,138.462470,0.023040,-338.454615,0.052230,1.418519,0.075110,5.828340,0.020394,-6.813236,0.038490,4.141077,0.024239,6.039208,0.030042,7.065784,0.016462,-6.296020,0.013551,6.862508,0.016260,4.620689,0.080895,1.237444,0.026209,0.517216,0.040806,2.721431,0.029188,67006.452242,16,7,9,7445.161360,0.000000,1,ok_tminuit,0.000093,-0.000147,-0.000147,-0.000147,-0.000147,nan,-0.000205,0.000496,-0.000147,0.000245,0.000240,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000243,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000244,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000240,0.000247,nan,0.000344,-0.000810,nan,nan,nan,nan,nan,nan,nan,nan,-0.000205,0.000345,0.000345,0.000345,0.000344,nan,0.000531,-0.001151,0.000496,-0.000809,-0.000809,-0.000809,-0.000810,nan,-0.001151,0.002728,done
A,b2,2,-1.000000,0.000000,-61.450103,0.009641,99.672650,0.015665,99.746583,0.015599,99.549985,0.015617,99.086611,0.015720,nan,nan,138.462470,0.023040,-338.454615,0.052230,2.948941,0.054358,6.224030,0.015419,-6.409956,0.025675,6.286635,0.020234,5.401905,0.027375,6.543816,0.012738,-5.992894,0.012050,7.287623,0.014462,2.452964,0.060862,0.319786,0.020000,0.417062,0.028362,1.000988,0.024871,67006.452242,16,7,9,7445.161360,0.000000,1,ok_tminuit,0.000093,-0.000147,-0.000147,-0.000147,-0.000147,nan,-0.000205,0.000496,-0.000147,0.000245,0.000240,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000243,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000244,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000240,0.000247,nan,0.000344,-0.000810,nan,nan,nan,nan,nan,nan,nan,nan,-0.000205,0.000345,0.000345,0.000345,0.000344,nan,0.000531,-0.001151,0.000496,-0.000809,-0.000809,-0.000809,-0.000810,nan,-0.001151,0.002728,done
A,b3,3,0.000000,1.000000,-61.450103,0.009641,99.672650,0.015665,99.746583,0.015599,99.549985,0.015617,99.086611,0.015720,nan,nan,138.462470,0.023040,-338.454615,0.052230,8.965392,0.050636,8.354614,0.017284,-6.742461,0.025639,7.597108,0.022803,7.096577,0.027827,7.931796,0.013761,-6.798945,0.012544,6.157186,0.015239,-1.868815,0.057779,-0.422818,0.022093,-0.056484,0.028543,-1.439922,0.027427,67006.452242,16,7,9,7445.161360,0.000000,1,ok_tminuit,0.000093,-0.000147,-0.000147,-0.000147,-0.000147,nan,-0.000205,0.000496,-0.000147,0.000245,0.000240,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000243,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000244,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000240,0.000247,nan,0.000344,-0.000810,nan,nan,nan,nan,nan,nan,nan,nan,-0.000205,0.000345,0.000345,0.000345,0.000344,nan,0.000531,-0.001151,0.000496,-0.000809,-0.000809,-0.000809,-0.000810,nan,-0.001151,0.002728,done
A,b4,4,1.000000,2.000000,-61.450103,0.009641,99.672650,0.015665,99.746583,0.015599,99.549985,0.015617,99.086611,0.015720,nan,nan,138.462470,0.023040,-338.454615,0.052230,15.074313,0.065789,12.761390,0.023160,-7.731906,0.032852,9.659548,0.037836,11.090858,0.031659,11.203214,0.018486,-8.698777,0.014442,3.492788,0.018959,-3.983455,0.073010,-1.558176,0.029633,-0.966871,0.035886,-6.166760,0.042320,67006.452242,16,7,9,7445.161360,0.000000,1,ok_tminuit,0.000093,-0.000147,-0.000147,-0.000147,-0.000147,nan,-0.000205,0.000496,-0.000147,0.000245,0.000240,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000243,0.000240,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000244,0.000240,nan,0.000345,-0.000809,-0.000147,0.000240,0.000240,0.000240,0.000247,nan,0.000344,-0.000810,nan,nan,nan,nan,nan,nan,nan,nan,-0.000205,0.000345,0.000345,0.000345,0.000344,nan,0.000531,-0.001151,0.000496,-0.000809,-0.000809,-0.000809,-0.000810,nan,-0.001151,0.002728,done
B,b1,1,-2.000000,-1.000000,-225.915731,0.052221,453.298380,0.104633,453.102021,0.104670,452.899214,0.104567,452.622252,0.104549,452.157540,0.104759,295.306244,0.070748,-705.512871,0.161808,6.020086,0.458284,-6.389429,0.115334,8.254255,0.165081,6.571066,0.128602,7.687588,0.197966,-4.657106,0.088440,5.490527,0.069482,11.108633,0.082114,1.667502,0.499214,1.732323,0.145339,-2.763728,0.179108,4.537567,0.152582,3984.532033,20,8,12,332.044336,0.000000,1,ok_tminuit,0.002727,-0.005333,-0.005334,-0.005337,-0.005339,-0.005340,-0.003438,0.008334,-0.005333,0.010948,0.010720,0.010720,0.010720,0.010719,0.007104,-0.016741,-0.005334,0.010720,0.010956,0.010720,0.010720,0.010720,0.007103,-0.016741,-0.005337,0.010720,0.010720,0.010934,0.010719,0.010719,0.007098,-0.016740,-0.005339,0.010720,0.010720,0.010719,0.010930,0.010719,0.007094,-0.016741,-0.005340,0.010719,0.010720,0.010719,0.010719,0.010974,0.007091,-0.016742,-0.003438,0.007104,0.007103,0.007098,0.007094,0.007091,0.005005,-0.011003,0.008334,-0.016741,-0.016741,-0.016740,-0.016741,-0.016742,-0.011003,0.026182,done
B,b2,2,-1.000000,0.000000,-225.915731,0.052221,453.298380,0.104633,453.102021,0.104670,452.899214,0.104567,452.622252,0.104549,452.157540,0.104759,295.306244,0.070748,-705.512871,0.161808,6.111169,0.429719,-4.130409,0.120349,5.067861,0.156562,8.557441,0.131176,9.380202,0.198824,-3.545715,0.089715,4.765963,0.070315,10.264290,0.083008,3.269033,0.473487,0.584694,0.150109,-0.301898,0.171627,1.706849,0.155234,3984.532033,20,8,12,332.044336,0.000000,1,ok_tminuit,0.002727,-0.005333,-0.005334,-0.005337,-0.005339,-0.005340,-0.003438,0.008334,-0.005333,0.010948,0.010720,0.010720,0.010720,0.010719,0.007104,-0.016741,-0.005334,0.010720,0.010956,0.010720,0.010720,0.010720,0.007103,-0.016741,-0.005337,0.010720,0.010720,0.010934,0.010719,0.010719,0.007098,-0.016740,-0.005339,0.010720,0.010720,0.010719,0.010930,0.010719,0.007094,-0.016741,-0.005340,0.010719,0.010720,0.010719,0.010719,0.010974,0.007091,-0.016742,-0.003438,0.007104,0.007103,0.007098,0.007094,0.007091,0.005005,-0.011003,0.008334,-0.016741,-0.016741,-0.016740,-0.016741,-0.016742,-0.011003,0.026182,done
B,b3,3,0.000000,1.000000,-225.915731,0.052221,453.298380,0.104633,453.102021,0.104670,452.899214,0.104567,452.622252,0.104549,452.157540,0.104759,295.306244,0.070748,-705.512871,0.161808,10.473960,0.387053,-2.419196,0.113874,3.409002,0.160873,9.539852,0.126304,11.128394,0.192434,-2.397830,0.085971,4.017606,0.069052,9.392221,0.080839,0.654434,0.432251,0.021366,0.142683,0.608604,0.175067,-0.147631,0.149959,3984.532033,20,8,12,332.044336,0.000000,1,ok_tminuit,0.002727,-0.005333,-0.005334,-0.005337,-0.005339,-0.005340,-0.003438,0.008334,-0.005333,0.010948,0.010720,0.010720,0.010720,0.010719,0.007104,-0.016741,-0.005334,0.010720,0.010956,0.010720,0.010720,0.010720,0.007103,-0.016741,-0.005337,0.010720,0.010720,0.010934,0.010719,0.010719,0.007098,-0.016740,-0.005339,0.010720,0.010720,0.010719,0.010930,0.010719,0.007094,-0.016741,-0.005340,0.010719,0.010720,0.010719,0.010719,0.010974,0.007091,-0.016742,-0.003438,0.007104,0.007103,0.007098,0.007094,0.007091,0.005005,-0.011003,0.008334,-0.016741,-0.016741,-0.016740,-0.016741,-0.016742,-0.011003,0.026182,done
B,b4,4,1.000000,2.000000,-225.915731,0.052221,453.298380,0.104633,453.102021,0.104670,452.899214,0.104567,452.622252,0.104549,452.157540,0.104759,295.306244,0.070748,-705.512871,0.161808,15.015226,0.345042,-0.121027,0.116621,2.403776,0.148055,10.119909,0.128027,13.515810,0.189951,-0.830223,0.085175,2.995615,0.069119,8.201283,0.080900,-1.499416,0.393872,-0.709196,0.144413,0.591839,0.163395,-1.918626,0.151446,3984.532033,20,8,12,332.044336,0.000000,1,ok_tminuit,0.002727,-0.005333,-0.005334,-0.005337,-0.005339,-0.005340,-0.003438,0.008334,-0.005333,0.010948,0.010720,0.010720,0.010720,0.010719,0.007104,-0.016741,-0.005334,0.010720,0.010956,0.010720,0.010720,0.010720,0.007103,-0.016741,-0.005337,0.010720,0.010720,0.010934,0.010719,0.010719,0.007098,-0.016740,-0.005339,0.010720,0.010720,0.010719,0.010930,0.010719,0.007094,-0.016741,-0.005340,0.010719,0.010720,0.010719,0.010719,0.010974,0.007091,-0.016742,-0.003438,0.007104,0.007103,0.007098,0.007094,0.007091,0.005005,-0.011003,0.008334,-0.016741,-0.016741,-0.016740,-0.016741,-0.016742,-0.011003,0.026182,done
B,b5,5,2.000000,3.000000,-225.915731,0.052221,453.298380,0.104633,453.102021,0.104670,452.899214,0.104567,452.622252,0.104549,452.157540,0.104759,295.306244,0.070748,-705.512871,0.161808,19.816231,0.362970,3.841562,0.130377,-0.213408,0.153744,11.344962,0.144210,17.521627,0.197869,1.800047,0.092866,1.280828,0.073285,6.203022,0.086240,-2.294604,0.413400,-2.041515,0.160070,1.494236,0.170317,-5.141940,0.168029,3984.532033,20,8,12,332.044336,0.000000,1,ok_tminuit,0.002727,-0.005333,-0.005334,-0.005337,-0.005339,-0.005340,-0.003438,0.008334,-0.005333,0.010948,0.010720,0.010720,0.010720,0.010719,0.007104,-0.016741,-0.005334,0.010720,0.010956,0.010720,0.010720,0.010720,0.007103,-0.016741,-0.005337,0.010720,0.010720,0.010934,0.010719,0.010719,0.007098,-0.016740,-0.005339,0.010720,0.010720,0.010719,0.010930,0.010719,0.007094,-0.016741,-0.005340,0.010719,0.010720,0.010719,0.010719,0.010974,0.007091,-0.016742,-0.003438,0.007104,0.007103,0.007098,0.007094,0.007091,0.005005,-0.011003,0.008334,-0.016741,-0.016741,-0.016740,-0.016741,-0.016742,-0.011003,0.026182,done
