category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status
signal,24452,16.331,181.162,6.70705,0.0343388,6.22091,0.230312,29.503,1,0.9988,1.01188,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24452_-1.root",OK
signal,24453,16.1,187.912,6.75926,0.0360171,6.76807,0.243449,28.126,1,0.9987,1.0117,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24453_-1.root",OK
signal,24454,8.084,106.088,4.573,0.0649508,6.89047,0.29702,15.504,1,0.9988,1.00579,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24454_-1.root",OK
signal,24508,15.863,114.825,5.36106,0.0528408,6.06744,0.283282,19.163,1,0.999,1.01157,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24508_-1.root",OK
signal,24509,16.186,154.125,6.37169,0.0359755,5.54473,0.229225,28.165,1,0.9984,1.01163,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24509_-1.root",OK
signal,24510,15.99,149.85,6.20101,0.0397721,5.95986,0.246627,25.465,1,0.9987,1.01148,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24510_-1.root",OK
signal,24511,16.307,178.275,6.66678,0.035021,6.24337,0.233477,28.926,1,0.9988,1.0118,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24511_-1.root",OK
signal,24512,8.186,102.562,4.4914,0.0653235,6.69974,0.293394,15.425,1,0.9983,1.0059,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24512_-1.root",OK
positron,24566,15.674,6.7125,1.79883,nan,nan,nan,43.898,1,0.9951,-999,"ps6",1,50.975,49.975,51.975,"41.975-43.975;57.975-59.975;37.975-39.975;61.975-63.975","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24566_-1.root",BADMETA
positron,24609,15.754,-1.05,1.62076,0.022692,-0.0238266,0.0367784,44.805,1,0.9948,1.01143,"ps6",1,39.125,38.125,40.125,"30.125-32.125;46.125-48.125;26.125-28.125;50.125-52.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24609_-1.root",OK
dummy,24460,20.271,106.462,5.65256,0.0288261,3.06889,0.162941,34.736,1,0.9987,1,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24460_-1.root",OK
dummy,24461,18.571,33.0375,3.12827,0.101624,3.35741,0.317908,9.852,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24461_-1.root",OK
dummy,24463,20.184,92.9625,4.99764,0.0404304,3.75851,0.202057,24.771,1,0.9985,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24463_-1.root",OK
dummy,24464,20.387,118.163,5.84435,0.028438,3.3603,0.166201,35.203,1,0.9989,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24464_-1.root",OK
dummy,24513,19.587,97.9125,5.4406,0.0312231,3.05713,0.169872,32.095,1,0.9979,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24513_-1.root",OK
dummy,24514,19.894,111.75,5.74375,0.0292758,3.27157,0.168153,34.199,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24514_-1.root",OK
dummy,24515,19.485,114.412,5.74485,0.0302994,3.46663,0.174065,33.037,1,0.999,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24515_-1.root",OK
positron_dummy,24567,19.848,3.3,1.80624,0.017082,0.0563704,0.0308541,58.641,1,0.9983,1,"ps6",1,71.225,70.225,72.225,"62.225-64.225;58.225-60.225","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24567_-1.root",OK
positron_dummy,24608,19.48,3.1875,1.77284,0.0174012,0.0554664,0.0308496,57.617,1,0.9974,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24608_-1.root",OK
