category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,25205,31.314,57.837,8084015,139772.3775,49.15953851,28.4815,0.3891,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25205_-1.root",OK
signal,25206,31.064,56.796,7952435,140017.5188,49.65149316,27.9988,0.390866,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25206_-1.root",OK
signal,25207,32.016,61.145,8566351,140098.9615,47.86708529,28.5185,0.37869,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25207_-1.root",OK
signal,25208,32.167,47.436,6647640,140139.1348,54.35327107,30.5989,0.467663,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25208_-1.root",OK
signal,25210,15.832,29.004,4101831,141422.9417,69.82822217,28.1882,0.477485,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25210_-1.root",OK
signal,25211,15.991,28.865,4081355,141394.5955,69.98913467,29.2499,0.485828,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25211_-1.root",OK
signal,25217,31.954,56.748,7972432,140488.3344,49.75593041,27.1429,0.387775,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25217_-1.root",OK
signal,25218,31.024,62.992,8852696,140536.8301,47.23374471,27.3994,0.368239,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25218_-1.root",OK
signal,25219,31.985,64.64,9078264,140443.4406,46.61224884,28.0071,0.366014,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25219_-1.root",OK
signal,25220,16.079,31.107,4396424,141332.3046,67.40492904,29.119,0.465252,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25220_-1.root",OK
signal,25221,16.111,28.44,4023429,141470.7806,70.52913847,28.7302,0.487507,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25221_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,140484.491701
# FIT_cerr,16.3580075546
# FIT_chi2,1109.012156
# FIT_ndf,10
# FIT_chi2ndf,110.9012156
# FIT_prob,6.02036226773e-232
