category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,25205,31.314,28.917,0.395049,21.094,818.163,839.257,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25205_-1.root",OK
signal,25206,31.064,28.4232,0.396791,20.967,814.148,835.115,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25206_-1.root",OK
signal,25207,32.016,28.9771,0.38478,21.624,839.243,860.867,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25207_-1.root",OK
signal,25208,32.167,31.0943,0.475235,21.726,842.485,864.211,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25208_-1.root",OK
signal,25210,15.832,28.3092,0.479533,10.76,426.929,437.689,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25210_-1.root",OK
signal,25211,15.991,29.3779,0.487954,10.87,431.33,442.2,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25211_-1.root",OK
signal,25217,31.954,27.5787,0.394001,21.637,838.931,860.568,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25217_-1.root",OK
signal,25218,31.024,27.8151,0.373826,21.019,815.136,836.155,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25218_-1.root",OK
signal,25219,31.985,28.4572,0.371896,21.658,839.4,861.058,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25219_-1.root",OK
signal,25220,16.079,29.2478,0.467311,10.934,433.663,444.597,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25220_-1.root",OK
signal,25221,16.111,28.8579,0.489673,10.961,434.618,445.579,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25221_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,28.7178689383
# FIT_Cerr,0.126931169205
# FIT_chi2,44.8713098377
# FIT_ndf,10
# FIT_chi2ndf,4.48713098377
# FIT_prob,2.29411093981e-06
