# YieldRatioVsTrigger
# manifest: /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/settings/pass4/pi-sidis/LH2/z0p5/x0p25/Q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh11p075_thpq5p2/manifest.json
# rel_under_settings: pass4/pi-sidis/LH2/z0p5/x0p25/Q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh11p075_thpq5p2
# inputs:
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass4/pi-sidis/LH2/z0p5/x0p25/Q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh11p075_thpq5p2/tables/yield_vs_trigger_shms34.csv
#   /home/cdaq/users/rparvez/RP_Scripts/rate_dependence_v1/results/pass4/pi-sidis/LH2/z0p5/x0p25/Q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh11p075_thpq5p2/tables/hms_elclean_chargeNorm_vs_current.csv
# N_total: 30
# N_valid_for_fit1: 30
# N_valid_for_fit2: 30
# fit1_model: raw_ratio = a + b*x   (x in kHz)
# fit1_a: 0.000122998191013
# fit1_a_err: 2.95354563705e-06
# fit1_b_per_kHz: -9.79694041852e-09
# fit1_b_err_per_kHz: 8.24784215171e-09
# fit1_chi2: 22.2760808961
# fit1_ndf: 28
# fit1_prob: 0.768352047736
# fit2_model: y_norm = 1 + m*x   (x in kHz)
# fit2_m_per_kHz: -8.08846970837e-05
# fit2_m_err_per_kHz: 2.15104264895e-05
# tau_ns: 80.8846970837
# tau_ns_err: 21.5104264895
# fit2_chi2: 15.1472759889
# fit2_ndf: 29
# fit2_prob: 0.983833237103

run,shms34_rate_kHz,yield,yield_err,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,raw_ratio,raw_ratio_err,ynorm,ynorm_err,status_yield_csv,status_elclean_csv,join_flag,use_in_fit,reason
24690,425.026,2.4411,0.0791394,19950.70928,14.96340979,0.0001223565521,3.967807582e-06,0.994783347,0.04014059914,OK,OK,OK,1,""
24691,414.523,2.35569,0.0894174,19918.4965,17.12142618,0.0001182664565,4.490315033e-06,0.961530048,0.04319585062,OK,OK,OK,1,""
24692,390.953,2.43078,0.0824007,19948.96384,15.63102278,0.0001218499376,4.131678717e-06,0.9906644695,0.04116169463,OK,OK,OK,1,""
24693,376.777,2.43493,0.082885,19990.3312,15.83321671,0.0001218053856,4.147376707e-06,0.9903022524,0.04126090201,OK,OK,OK,1,""
24694,372.48,2.43957,0.0798462,20003.9724,15.2430432,0.0001219542774,3.992598833e-06,0.991512773,0.04025626099,OK,OK,OK,1,""
24695,430.877,2.3588,0.0736533,19969.38428,14.13724608,0.0001181208177,3.689258865e-06,0.9603459752,0.03783465786,OK,OK,OK,1,""
24696,429.358,2.34865,0.258664,19994.42154,49.24166812,0.0001174652638,1.294004249e-05,0.95501619,0.1076755888,OK,OK,OK,1,""
24697,399.313,2.35922,0.0773793,19974.72256,14.82930985,0.0001181102763,3.874853326e-06,0.9602602713,0.0390405126,OK,OK,OK,1,""
24698,388.451,2.35229,0.0791838,20097.71831,15.33896781,0.0001170426396,3.940952326e-06,0.9515801703,0.039354048,OK,OK,OK,1,""
24699,396.341,1.99719,0.0654932,17335.64949,12.73269322,0.0001152071055,3.778896518e-06,0.9366569099,0.0380762175,OK,OK,OK,1,""
24701,368.499,2.32013,0.072948,20072.46391,14.23407538,0.0001155877032,3.6351567e-06,0.9397512451,0.03718472453,OK,OK,OK,1,""
24702,287.674,2.48598,0.0844454,20355.06333,17.07736898,0.0001221307917,4.149884045e-06,0.9929478695,0.04131419447,OK,OK,OK,1,""
24703,150.609,2.53467,0.0970125,20512.9496,20.6572487,0.0001235643849,4.730966319e-06,1.00460327,0.04540262006,OK,OK,OK,1,""
24713,378.61,2.47098,0.0726261,20023.13068,13.84559962,0.0001234062764,3.628113776e-06,1.003317817,0.03808599773,OK,OK,OK,1,""
24714,396.772,2.44763,0.0712541,20050.75105,13.55169995,0.0001220717366,3.554644942e-06,0.9924677392,0.03745898016,OK,OK,OK,1,""
24715,394.211,2.43519,0.0719963,20012.36958,13.71509603,0.0001216842409,3.598556394e-06,0.9893173213,0.03768736723,OK,OK,OK,1,""
24716,408.151,2.30723,0.0689956,20004.69384,13.2853913,0.0001153344319,3.449820967e-06,0.9376920992,0.03596774204,OK,OK,OK,1,""
24717,427.186,2.43065,0.0728801,20026.74508,13.89549207,0.0001213701972,3.640112784e-06,0.9867640834,0.03791189987,OK,OK,OK,1,""
24718,397.04,2.42119,0.0703032,20032.54127,13.47904207,0.0001208628485,3.510392018e-06,0.9826392362,0.03703127761,OK,OK,OK,1,""
24719,439.218,2.24566,0.0717926,20015.39664,13.98353461,0.0001121966274,3.587725096e-06,0.9121811185,0.03647762613,OK,OK,OK,1,""
24720,283.464,2.52456,0.0820538,20244.00106,16.38234705,0.0001247065732,4.054496396e-06,1.01388949,0.04098007068,OK,OK,OK,1,""
24721,286.131,2.4797,0.0821929,20281.40785,16.52826026,0.0001222646879,4.0538477e-06,0.994036472,0.04069437892,OK,OK,OK,1,""
24722,297.471,2.37459,0.0817026,20312.0336,16.61610687,0.0001169055766,4.023510911e-06,0.950465821,0.03988711675,OK,OK,OK,1,""
24723,274.138,2.32861,0.0830126,20322.41088,17.07125011,0.000114583354,4.085914979e-06,0.9315856848,0.04004926387,OK,OK,OK,1,""
24724,144.827,2.44227,0.10839,20510.81898,23.6274044,0.0001190722809,5.286307964e-06,0.9680815625,0.04886277403,OK,OK,OK,1,""
24725,142.428,2.53768,0.107199,20520.49254,22.99173359,0.0001236656476,5.225834617e-06,1.005426557,0.04886765603,OK,OK,OK,1,""
24726,150.602,2.30903,0.113253,20526.39414,25.23163219,0.0001124907757,5.519165249e-06,0.9145726032,0.04995797665,OK,OK,OK,1,""
24727,148.717,2.39932,0.125327,20504.16927,27.44435937,0.0001170162014,6.114275454e-06,0.9513652225,0.05470840242,OK,OK,OK,1,""
24728,145.145,2.50933,0.116219,20494.29901,24.96267944,0.0001224403918,5.672757268e-06,0.9954649802,0.05194725309,OK,OK,OK,1,""
24729,139.156,2.65921,0.119355,20494.09224,25.14440309,0.0001297549542,5.826048921e-06,1.054933842,0.05371536166,OK,OK,OK,1,""
