category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24611,1436.945,1368.713,1238.707,1027.11,50,0.07184725,0.06843565,0.06193535,0.0513555,0.92815275,0.93156435,0.93806465,0.9486445,0.97796916297,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24611_-1.report",OK
signal,24612,1409.539,1342.686,1215.712,1008.64,50,0.07047695,0.0671343,0.0607856,0.050432,0.92952305,0.9328657,0.9392144,0.949568,0.978750873811,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24612_-1.report",OK
signal,24613,1378.34,1312.42,1188.916,986.434,50,0.068917,0.065621,0.0594458,0.0493217,0.931083,0.934379,0.9405542,0.9506783,0.979645192114,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24613_-1.report",OK
signal,24614,1341.989,1277.741,1157.873,960.653,50,0.06709945,0.06388705,0.05789365,0.04803265,0.93290055,0.93611295,0.94210635,0.95196735,0.980658408908,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24614_-1.report",OK
signal,24615,1406.203,1338.766,1213.223,1007.086,50,0.07031015,0.0669383,0.06066115,0.0503543,0.92968985,0.9330617,0.93933885,0.9496457,0.978842621689,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24615_-1.report",OK
signal,24616,1423.905,1356.009,1228.732,1020.351,50,0.07119525,0.06780045,0.0614366,0.05101755,0.92880475,0.93219955,0.9385634,0.94898245,0.978319521805,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24616_-1.report",OK
signal,24617,1423.771,1356.234,1228.872,1020.569,50,0.07118855,0.0678117,0.0614436,0.05102845,0.92881145,0.9321883,0.9385564,0.94897155,0.978315695203,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24617_-1.report",OK
signal,24618,1412.223,1344.904,1218.709,1011.86,50,0.07061115,0.0672452,0.06093545,0.050593,0.92938885,0.9327548,0.93906455,0.949407,0.978659140524,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24618_-1.report",OK
signal,24619,842.049,803.464,706.859,575.81,50,0.04210245,0.0401732,0.03534295,0.0287905,0.95789755,0.9598268,0.96465705,0.9712095,0.992393671289,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24619_-1.report",OK
signal,24620,1017.145,969.594,876.456,724.351,50,0.05085725,0.0484797,0.0438228,0.03621755,0.94914275,0.9515203,0.9561772,0.96378245,0.988694609692,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24620_-1.report",OK
signal,24621,1007.542,955.71,863.878,708.471,50,0.0503771,0.0477855,0.0431939,0.03542355,0.9496229,0.9522145,0.9568061,0.96457645,0.989013184731,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24621_-1.report",OK
signal,24622,500.18,474.53,428.814,349.054,50,0.025009,0.0237265,0.0214407,0.0174527,0.974991,0.9762735,0.9785593,0.9825473,0.997218900727,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24622_-1.report",OK
signal,24666,1473.838,1402.659,1270.529,1053.794,50,0.0736919,0.07013295,0.06352645,0.0526897,0.9263081,0.92986705,0.93647355,0.9473103,0.976881994334,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24666_-1.report",OK
signal,24667,1400.618,1332.433,1206.911,1001.266,50,0.0700309,0.06662165,0.06034555,0.0500633,0.9299691,0.93337835,0.93965445,0.9499367,0.979039314825,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24667_-1.report",OK
signal,24668,1427.227,1357.494,1229.395,1019.327,50,0.07136135,0.0678747,0.06146975,0.05096635,0.92863865,0.9321253,0.93853025,0.94903365,0.978284418784,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24668_-1.report",OK
signal,24669,1436.651,1367.557,1238.83,1027.318,50,0.07183255,0.06837785,0.0619415,0.0513659,0.92816745,0.93162215,0.9380585,0.9486341,0.977978090938,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24669_-1.report",OK
signal,24670,1359.302,1293.74,1171.735,971.867,50,0.0679651,0.064687,0.05858675,0.04859335,0.9320349,0.935313,0.94141325,0.95140665,0.980199127854,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24670_-1.report",OK
signal,24671,1444.884,1374.861,1245.209,1033.268,50,0.0722442,0.06874305,0.06226045,0.0516634,0.9277558,0.93125695,0.93773955,0.9483366,0.977745945392,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24671_-1.report",OK
signal,24672,1013.804,965.15,872.881,719.565,50,0.0506902,0.0482575,0.04364405,0.03597825,0.9493098,0.9517425,0.95635595,0.96402175,0.988793898338,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24672_-1.report",OK
signal,24673,536.267,510.58,461.629,377.887,50,0.02681335,0.025529,0.02308145,0.01889435,0.97318665,0.974471,0.97691855,0.98110565,0.996784485726,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24673_-1.report",OK
dummy,24641,594.374,557.192,487.683,373.959,50,0.0297187,0.0278596,0.02438415,0.01869795,0.9702813,0.9721404,0.97561585,0.98130205,0.996358232246,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24641_-1.report",OK
