run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25595,signal,LH2,HEE,3585.13,-999.0,0.99431,99.9827,43.6857,1.007419,-1.0,-1.0,ps5,-1.0
