category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,23957,30.271,1.03565,0.109788,32.187,613.462,645.649,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23957_-1.root",OK
signal,23960,30.62,1.11954,0.065373,32.495,619.493,651.988,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23960_-1.root",OK
signal,23961,20.328,1.19062,0.112952,21.663,413.803,435.466,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23961_-1.root",OK
signal,23962,9.832,0.943693,0.145435,10.519,201.292,211.811,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23962_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,1.09761974795
# FIT_Cerr,0.0475319936355
# FIT_chi2,2.22914551602
# FIT_ndf,3
# FIT_chi2ndf,0.74304850534
# FIT_prob,0.526230451988
