category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,23957,30.271,17.06,341690,20028.72216,34.26392475,1.02092,0.108227,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23957_-1.root",OK
signal,23960,30.62,50.051,1000480,19989.211,19.98441532,1.10332,0.0644257,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23960_-1.root",OK
signal,23961,20.328,16.819,337469,20064.7482,34.53955769,1.18257,0.112188,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23961_-1.root",OK
signal,23962,9.832,7.463,149340,20010.71955,51.7815006,0.942117,0.145192,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23962_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,20012.2014677
# FIT_cerr,14.7975891969
# FIT_chi2,3.87126625753
# FIT_ndf,3
# FIT_chi2ndf,1.29042208584
# FIT_prob,0.275704783406
