category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,24213,33.912,35.928,10.7911,0.203404,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24213_-1.root",OK
signal,24214,34.227,36.014,10.5075,0.223211,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24214_-1.root",OK
signal,24215,36.025,40.018,10.4307,0.195915,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24215_-1.root",OK
signal,24216,36.64,40.176,9.88209,0.185566,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24216_-1.root",OK
signal,24217,34.639,38.524,10.3389,0.196563,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24217_-1.root",OK
signal,24218,33.942,37.568,10.6692,0.203459,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24218_-1.root",OK
signal,24219,24.482,19.051,11.5877,0.229983,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24219_-1.root",OK
signal,24220,12.054,5.545,12.0112,0.320422,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24220_-1.root",OK
signal,24250,32.898,34.147,11.0705,0.207278,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24250_-1.root",OK
signal,24251,33.405,35.781,10.8348,0.200599,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24251_-1.root",OK
signal,24252,34.148,36.644,10.2502,0.193713,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24252_-1.root",OK
signal,24253,35.224,38.749,10.5789,0.194916,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24253_-1.root",OK
signal,24254,34.877,37.808,11.1727,0.198764,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24254_-1.root",OK
signal,24255,33.503,36.18,10.4758,0.196075,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24255_-1.root",OK
signal,24266,24.016,19.11,11.0003,0.232757,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24266_-1.root",OK
signal,24267,12.178,5.646,11.9943,0.31541,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24267_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-13.5838783161
# FIT_aerr,1.40629741461
# FIT_b,1.4690973385
# FIT_berr,0.0448549126172
# FIT_b_over_berr,32.7522060078
# FIT_chi2,26.89222156
# FIT_ndf,14
# FIT_chi2ndf,1.92087296857
# FIT_prob,0.0198841515855
