run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25506,signal,LH2,PI-SIDIS,53.987,0.9984,1.0,99.9546,47.8552,1.017116,-1.0,1.0,ps6,1.0
25507,signal,LH2,PI-SIDIS,61.348,0.9982,1.0,99.9544,48.8689,1.017062,-1.0,1.0,ps6,1.0
25508,signal,LH2,PI-SIDIS,54.439,0.9984,1.0,99.9544,49.4016,1.01691,-1.0,1.0,ps6,1.0
25509,signal,LH2,PI-SIDIS,53.71,0.9984,1.0,99.9543,48.4439,1.017178,-1.0,1.0,ps6,1.0
25510,signal,LH2,PI-SIDIS,18.83,0.9983,1.0,99.9549,47.7605,1.016862,-1.0,1.0,ps6,1.0
25511,signal,LH2,PI-SIDIS,34.064,0.9984,1.0,99.9544,48.5968,1.017087,-1.0,1.0,ps6,1.0
25512,signal,LH2,PI-SIDIS,27.211,0.9984,1.0,99.9773,49.0892,1.009957,-1.0,1.0,ps6,1.0
25513,signal,LH2,PI-SIDIS,26.934,0.9987,1.0,99.9773,48.2129,1.010189,-1.0,1.0,ps6,1.0
25532,signal,LH2,PI-SIDIS,52.735,0.9983,1.0,99.9544,47.7319,1.017254,-1.0,1.0,ps6,1.0
25533,signal,LH2,PI-SIDIS,30.781,0.9983,1.0,99.9544,47.8499,1.017242,-1.0,1.0,ps6,1.0
25534,signal,LH2,PI-SIDIS,40.651,0.9984,1.0,99.9548,49.6639,1.016517,-1.0,1.0,ps6,1.0
25536,signal,LH2,PI-SIDIS,13.516,0.9982,1.0,99.9553,49.5394,1.016132,-1.0,1.0,ps6,1.0
25538,signal,LH2,PI-SIDIS,50.036,0.9984,1.0,99.9554,42.9965,1.017763,-1.0,1.0,ps6,1.0
25514,dummy,Dummy,PI-SIDIS,34.625,0.9983,1.0,99.9761,47.5306,1.0,-1.0,1.0,ps6,1.0
