run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25499,signal,LD2,PI-SIDIS,14.005,24.978,0.9984,1.0,1.004892,-1.0,1.0,ps6,1.0,290.625,4.56541
25500,signal,LD2,PI-SIDIS,13.928,23.357,0.9983,1.0,1.004865,-1.0,1.0,ps6,1.0,289.792,4.70803
25501,signal,LD2,PI-SIDIS,13.987,25.566,0.9983,1.0,1.004886,-1.0,1.0,ps6,1.0,295.112,4.56459
25502,signal,LD2,PI-SIDIS,14.034,25.626,0.9983,1.0,1.004902,-1.0,1.0,ps6,1.0,293.357,4.53719
25503,signal,LD2,PI-SIDIS,13.967,24.971,0.9983,1.0,1.004879,-1.0,1.0,ps6,1.0,287.399,4.55416
25504,signal,LD2,PI-SIDIS,7.011,12.54,0.9986,1.0,1.002449,-1.0,1.0,ps6,1.0,300.731,5.80941
25505,signal,LD2,PI-SIDIS,7.017,12.6,0.9985,1.0,1.002451,-1.0,1.0,ps6,1.0,305.114,5.83666
25515,signal,LD2,PI-SIDIS,10.972,2.997,0.9982,1.0,1.003833,-1.0,1.0,ps6,1.0,307.298,12.986
25516,signal,LD2,PI-SIDIS,12.816,20.627,0.9981,1.0,1.004477,-1.0,1.0,ps6,1.0,280.824,4.86719
25517,signal,LD2,PI-SIDIS,12.991,21.616,0.9984,1.0,1.004538,-1.0,1.0,ps6,1.0,299.836,4.90939
25518,signal,LD2,PI-SIDIS,13.181,24.129,0.9983,1.0,1.004604,-1.0,1.0,ps6,1.0,293.406,4.60804
25519,signal,LD2,PI-SIDIS,12.991,22.71,0.9983,1.0,1.004538,-1.0,1.0,ps6,1.0,286.119,4.68222
25520,signal,LD2,PI-SIDIS,13.028,24.731,0.9985,1.0,1.004551,-1.0,1.0,ps6,1.0,302.328,4.57068
25514,dummy,Dummy,PI-SIDIS,20.036,34.561,0.9983,1.0,1.0,-1.0,1.0,ps6,1.0,92.3786,1.96624
