run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
23977,signal,LH2,PI-SIDIS,30.501,47.103,0.9999,1.0,1.019114,-1.0,1.0,ps6,1.0,17.4045,0.718184
23979,signal,LH2,PI-SIDIS,31.629,33.243,0.9998,1.0,1.019594,1.0,-1.0,ps5,1.0,18.458,0.890798
23985,signal,LH2,PI-SIDIS,32.304,55.1,0.9998,1.0,1.022365,-1.0,1.0,ps6,1.0,15.7966,0.636265
23986,signal,LH2,PI-SIDIS,31.6,53.189,0.9998,1.0,1.020242,-1.0,1.0,ps6,1.0,16.2046,0.657278
23987,signal,LH2,PI-SIDIS,31.173,47.333,0.9999,1.0,1.020693,-1.0,1.0,ps6,1.0,16.303,0.696647
23988,signal,LH2,PI-SIDIS,31.557,50.42,0.9999,1.0,1.02042,-1.0,1.0,ps6,1.0,15.3869,0.659503
23989,signal,LH2,PI-SIDIS,38.373,64.808,0.9997,1.0,1.024252,-1.0,1.0,ps6,1.0,16.9205,0.624705
23990,signal,LH2,PI-SIDIS,20.185,35.074,1.0,1.0,1.014454,-1.0,1.0,ps6,1.0,17.728,0.798255
23991,signal,LH2,PI-SIDIS,9.988,16.612,1.0,1.0,1.007518,-1.0,1.0,ps6,1.0,19.647,1.15642
24011,signal,LH2,PI-SIDIS,38.121,62.659,0.9997,1.0,1.025528,-1.0,1.0,ps6,1.0,16.5593,0.629417
24012,signal,LH2,PI-SIDIS,38.511,62.644,0.9998,1.0,1.022671,-1.0,1.0,ps6,1.0,15.6608,0.619846
24013,signal,LH2,PI-SIDIS,39.357,68.696,0.9998,1.0,1.025881,-1.0,1.0,ps6,1.0,15.5636,0.584557
24014,signal,LH2,PI-SIDIS,37.232,65.11,0.9998,1.0,1.026622,-1.0,1.0,ps6,1.0,15.2375,0.599141
24015,signal,LH2,PI-SIDIS,26.498,46.618,0.9996,1.0,1.01866,-1.0,1.0,ps6,1.0,16.1913,0.683548
24016,signal,LH2,PI-SIDIS,13.054,24.47,0.9997,1.0,1.009669,-1.0,1.0,ps6,1.0,16.1666,0.887164
24054,signal,LH2,PI-SIDIS,38.032,61.403,0.9997,1.0,1.023645,-1.0,1.0,ps6,1.0,16.3937,0.633447
24055,signal,LH2,PI-SIDIS,36.92,62.37,0.9997,1.0,1.022383,-1.0,1.0,ps6,1.0,15.6614,0.616855
24056,signal,LH2,PI-SIDIS,39.393,64.677,0.9997,1.0,1.025564,-1.0,1.0,ps6,1.0,16.5173,0.614446
24057,signal,LH2,PI-SIDIS,37.692,57.983,0.9998,1.0,1.024281,-1.0,1.0,ps6,1.0,16.1504,0.646091
24058,signal,LH2,PI-SIDIS,26.53,38.716,0.9999,1.0,1.018578,-1.0,1.0,ps6,1.0,15.9061,0.747542
24059,signal,LH2,PI-SIDIS,13.273,23.148,1.0,1.0,1.009823,-1.0,1.0,ps6,1.0,15.6363,0.898946
24081,signal,LH2,PI-SIDIS,36.242,63.877,0.9998,1.0,1.025147,-1.0,1.0,ps6,1.0,16.1842,0.611635
24082,signal,LH2,PI-SIDIS,36.911,61.13,0.9997,1.0,1.022831,-1.0,1.0,ps6,1.0,16.5198,0.632545
24584,positron,LH2,PI-SIDIS,38.287,62.724,0.9979,1.0,1.027295,-1.0,1.0,ps6,1.0,0.23401,0.10982
23981,dummy,Dummy,PI-SIDIS,39.961,69.535,0.9999,1.0,1.0,-1.0,1.0,ps6,1.0,10.292,0.454133
23999,dummy,Dummy,PI-SIDIS,36.892,63.499,1.0,1.0,1.0,-1.0,1.0,ps6,1.0,10.4758,0.481234
24032,dummy,Dummy,PI-SIDIS,36.287,69.088,0.9999,1.0,1.0,-1.0,1.0,ps6,1.0,10.0388,0.448533
24066,dummy,Dummy,PI-SIDIS,37.776,55.114,0.9998,1.0,1.0,-1.0,1.0,ps6,1.0,9.58323,0.497363
24084,dummy,Dummy,PI-SIDIS,36.504,62.592,0.9997,1.0,1.0,-1.0,1.0,ps6,1.0,10.2151,0.474566
24085,dummy,Dummy,PI-SIDIS,37.93,65.504,0.9997,1.0,1.0,-1.0,1.0,ps6,1.0,10.1949,0.45865
24086,dummy,Dummy,PI-SIDIS,38.012,66.578,0.9997,1.0,1.0,-1.0,1.0,ps6,1.0,9.81755,0.451828
24585,positron_dummy,Dummy,PI-SIDIS,38.321,31.766,0.9972,1.0,1.0,-1.0,1.0,ps6,1.0,0.296882,0.131948
24587,positron_dummy,Dummy,PI-SIDIS,35.198,23.772,0.9964,1.0,1.0,-1.0,1.0,ps6,1.0,0.416056,0.164461
