category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status
signal,23957,29.145,15.6375,1.67831,0.0597852,0.934891,0.100338,17.062,1,0.9984,1.01842,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23957_-1.root",OK
signal,23960,28.436,50.7375,2.9734,0.0203556,1.03279,0.0605254,50.142,1,0.999,1.01965,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23960_-1.root",OK
signal,23961,20.274,18.525,1.7613,0.0605523,1.12173,0.106651,16.775,1,0.9988,1.01455,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23961_-1.root",OK
signal,23962,9.248,7.0875,1.06793,0.134515,0.953373,0.143652,7.492,1,0.9992,1.00698,"ps6",1,51.575,50.575,52.575,"42.575-44.575;58.575-60.575;38.575-40.575;62.575-64.575","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23962_-1.root",OK
positron,24574,31.864,0.3,0.280624,0.0269481,0.00808444,0.0075623,38.142,1,0.9954,1.02313,"ps6",1,20.375,19.375,21.375,"27.375-29.375;31.375-33.375","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24574_-1.root",OK
dummy,23967,35.218,39.4875,2.65351,0.0163186,0.64438,0.0433015,61.378,1,0.9984,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23967_-1.root",OK
positron_dummy,24576,38.16,1.3125,0.481696,0.0264128,0.0346668,0.0127229,38.135,1,0.9928,1,"ps6",1,51.575,50.575,52.575,"42.575-44.575;58.575-60.575;38.575-40.575;62.575-64.575","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24576_-1.root",OK
