schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0,0.392699,0.19635,110,0,24,0,110,765,0.428739,0,0.238634,0,0.366269,0.0670566,0.46768,0.0204234,1e-06,0.0106351,0.25,3.3,0.36,0.00832902,0.00156766,0.18308,0.0436697,0.188216,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.392699,0.785398,0.589049,148,0,30,0,148,918,0.618139,0,0.28271,0,0.544131,0.0771795,0.568095,0.0227479,1e-06,0.0106351,0.25,3.3,0.36,0.0101865,0.00150132,0.14184,0.0400424,0.147384,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.785398,1.1781,0.981748,258,0,59,0,258,1483,1.01751,0,0.536015,0,0.87719,0.102884,0.906951,0.0295015,1e-06,0.0106351,0.25,3.3,0.36,0.0102861,0.00125197,0.117288,0.0325282,0.121715,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.1781,1.5708,1.37445,700,0,145,0,700,3376,2.84693,0,1.33636,0,2.4971,0.168354,2.07829,0.0468883,1e-06,0.0106351,0.25,3.3,0.36,0.0127783,0.000908466,0.0674199,0.022561,0.0710946,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.5708,1.9635,1.76715,1387,0,317,0,1387,6936,5.47072,0,3.06926,0,4.66725,0.238439,4.71116,0.0746071,1e-06,0.0106351,0.25,3.3,0.36,0.010536,0.000563525,0.0510876,0.0158362,0.0534858,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,1.9635,2.35619,2.15984,2377,0,490,0,2377,11386,9.59945,0,4.71764,0,8.36447,0.310253,8.3915,0.104527,1e-06,0.0106351,0.25,3.3,0.36,0.0106009,0.000414784,0.0370917,0.0124563,0.0391274,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.35619,2.74889,2.55254,3115,0,699,0,3115,15953,12.7327,0,6.57903,0,11.0105,0.356186,12.1769,0.128633,1e-06,0.0106351,0.25,3.3,0.36,0.00961634,0.000327252,0.0323497,0.0105637,0.0340308,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.74889,3.14159,2.94524,3554,0,851,0,3554,19112,14.2082,0,8.55055,0,11.9699,0.382021,14.9276,0.144445,1e-06,0.0106351,0.25,3.3,0.36,0.0085279,0.000284405,0.0319153,0.00967641,0.0333499,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.14159,3.53429,3.33794,3717,0,790,0,3717,19797,15.032,0,7.73924,0,13.006,0.388377,15.3264,0.145747,1e-06,0.0106351,0.25,3.3,0.36,0.00902496,0.000282833,0.0298614,0.00950952,0.031339,0,1,
1,group,grp_pass5_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass5/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg3p642_shmsP2p615_hmsTh16p75_shmsTh10p305_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.53429,3.92699,3.73064,3413,0,717,0,3413,16953,14.06,0,6.89844,0,12.2541,0.371511,13.0704,0.133302,1e-06,0.0106351,0.25,3.3,0.36,0.00997097,0.000318938,0.0303171,0.0101988,0.0319866,0,1,
