run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25423,signal,LH2,PI-SIDIS,109.6,0.9984,1.0,99.9966,49.8318,1.021257,-1.0,1.0,ps6,1.0
25424,signal,LH2,PI-SIDIS,102.72,0.9981,1.0,99.9967,49.3827,1.021454,-1.0,1.0,ps6,1.0
25425,signal,LH2,PI-SIDIS,106.28,0.9984,1.0,99.9966,47.7351,1.022032,-1.0,1.0,ps6,1.0
25426,signal,LH2,PI-SIDIS,100.78,0.9985,1.0,99.9967,45.5348,1.023403,-1.0,1.0,ps6,1.0
25427,signal,LH2,PI-SIDIS,104.05,0.9982,1.0,99.9967,46.6046,1.022706,-1.0,1.0,ps6,1.0
25428,signal,LH2,PI-SIDIS,121.87,0.9983,1.0,99.9966,49.5214,1.021278,1.0,-1.0,ps5,1.0
25429,signal,LH2,PI-SIDIS,54.05,0.9983,1.0,99.9983,48.5487,1.016953,-1.0,1.0,ps6,1.0
25430,signal,LH2,PI-SIDIS,50.702,0.9982,1.0,99.9983,46.2493,1.017253,-1.0,1.0,ps6,1.0
25432,dummy,Dummy,PI-SIDIS,73.395,0.9988,1.0,99.998,46.0349,1.0,-1.0,1.0,ps6,1.0
25433,dummy,Dummy,PI-SIDIS,54.142,0.9991,1.0,99.9981,46.5046,1.0,-1.0,1.0,ps6,1.0
25463,positron,LH2,PI-SIDIS,122.62,0.9931,1.0,99.9967,45.153,1.023595,-1.0,1.0,ps6,1.0
