run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24960,signal,LD2,PI+SIDIS,8.539,2.51,0.9991,1.0,1.002983,-1.0,1.0,ps6,1.0,495.363,17.4942
24961,signal,LD2,PI+SIDIS,8.315,14.798,0.9992,1.0,1.002904,-1.0,1.0,ps6,1.0,521.109,7.24875
24962,signal,LD2,PI+SIDIS,8.159,13.9,0.9991,1.0,1.00285,-1.0,1.0,ps6,1.0,507.17,7.384
24964,signal,LD2,PI+SIDIS,8.051,14.936,0.9991,1.0,1.002812,-1.0,1.0,ps6,1.0,530.462,7.25286
24965,signal,LD2,PI+SIDIS,4.013,9.271,0.9992,1.0,1.001402,-1.0,1.0,ps6,1.0,536.615,8.53828
24966,signal,LD2,PI+SIDIS,4.064,7.482,0.9993,1.0,1.00142,-1.0,1.0,ps6,1.0,516.853,9.3475
24998,signal,LD2,PI+SIDIS,8.08,15.985,0.9993,1.0,1.002822,-1.0,1.0,ps6,1.0,519.613,6.9095
24999,signal,LD2,PI+SIDIS,8.086,15.774,0.9991,1.0,1.002824,-1.0,1.0,ps6,1.0,506.403,6.92376
25000,signal,LD2,PI+SIDIS,4.046,7.9,0.9993,1.0,1.001413,-1.0,1.0,ps6,1.0,522.527,9.16528
25001,signal,LD2,PI+SIDIS,4.061,7.253,0.9988,1.0,1.001419,-1.0,1.0,ps6,1.0,521.929,9.53777
25007,signal,LD2,PI+SIDIS,8.12,14.998,0.9992,1.0,1.002836,-1.0,1.0,ps6,1.0,524.203,7.19901
25008,signal,LD2,PI+SIDIS,7.995,1.971,0.9994,1.0,1.002793,-1.0,1.0,ps6,1.0,499.098,19.4481
24981,dummy,Dummy,PI+SIDIS,19.954,36.693,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,158.071,2.54743
24982,dummy,Dummy,PI+SIDIS,20.099,37.351,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,165.618,2.57673
25004,dummy,Dummy,PI+SIDIS,20.087,38.407,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,157.062,2.49371
25005,dummy,Dummy,PI+SIDIS,20.23,34.384,0.9992,1.0,1.0,-1.0,1.0,ps6,1.0,161.178,2.65654
