schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0,0.392699,0.19635,21,0,4,0,21,536,0.0649715,0,0.0109826,-0.0021416,0.0615358,0.0200167,0.0824048,0.00471088,1e-06,0.00498827,0.25,3.3,0.36,0.00372499,0.00123026,0.325285,0.0571675,0.330271,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.392699,0.785398,0.589049,21,0,6,0,21,525,0.0555247,0,0.0158679,-0.0021416,0.0508102,0.02035,0.0731268,0.0043662,1e-06,0.00498827,0.25,3.3,0.36,0.00346597,0.0014035,0.400511,0.0597071,0.404937,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.785398,1.1781,0.981748,42,0,19,0,42,711,0.125744,-0.00536817,0.0647035,-0.0021416,0.113613,0.0292074,0.103559,0.00547805,1e-06,0.00498827,0.25,3.3,0.36,0.00547255,0.00143634,0.257077,0.0528977,0.262463,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.1781,1.5708,1.37445,136,1,32,2,136,1218,0.386636,0.00536389,0.0854512,0.00428708,0.360025,0.0565642,0.190064,0.00789559,1e-06,0.00498827,0.25,3.3,0.36,0.00944891,0.00153555,0.157112,0.0415416,0.162511,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.5708,1.9635,1.76715,478,5,151,3,478,5259,1.23434,0.0375857,0.393122,0.00643257,1.09552,0.110366,0.837372,0.0178203,1e-06,0.00498827,0.25,3.3,0.36,0.0065261,0.000671963,0.100742,0.0212812,0.102965,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,1.9635,2.35619,2.15984,1074,6,291,10,1074,14056,2.64679,-0.0376414,0.609123,0.0342306,2.53394,0.158353,2.543,0.0327586,1e-06,0.00498827,0.25,3.3,0.36,0.0049705,0.000317151,0.0624928,0.0128819,0.0638067,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.35619,2.74889,2.55254,1473,12,459,18,1473,20381,3.55212,0.0268194,1.16829,0.0513633,3.23291,0.190662,3.74302,0.0402467,1e-06,0.00498827,0.25,3.3,0.36,0.00430846,0.000258281,0.0589752,0.0107525,0.0599474,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.74889,3.14159,2.94524,1642,14,492,16,1642,22839,4.06656,0.00536389,1.24394,0.0320812,3.74396,0.202098,4.30855,0.043492,1e-06,0.00498827,0.25,3.3,0.36,0.00433461,0.000238037,0.0539797,0.0100943,0.0549154,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.14159,3.53429,3.33794,1643,14,482,14,1643,22803,4.14821,0.0107363,1.25138,0.0256719,3.8166,0.201792,4.25029,0.0431223,1e-06,0.00498827,0.25,3.3,0.36,0.00447929,0.00024115,0.0528721,0.0101457,0.0538367,0,1,
1,group,grp_pass4_piplus_LD2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.53429,3.92699,3.73064,1448,11,466,14,1448,21279,3.50595,-0.0321748,1.1903,0.0427931,3.23773,0.188628,3.89807,0.0410381,1e-06,0.00498827,0.25,3.3,0.36,0.00414326,0.000245293,0.0582593,0.0105278,0.0592029,0,1,
