mode,group_id,curve_label,setting_id,pt_bin,z_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,npts,npts_fit,phi_min,phi_max,phi_span,phi_occ,phi_nsectors,dominant_wfrac,M0,M0_err,A,A_err,B,B_err,A_sig,B_sig,chi2,ndf,chi2_ndf,prob,fit_tier,fit_status,cov_status,fit_flag_bits,valid_fit_default,valid_M0_default,valid_A_default,valid_B_default,attempts,note
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.36,10,10,0.981748,4.51604,3.53429,5,8,0.197715,0.00244804,0.000482086,0.311245,0.237044,0.00703784,0.124857,1.31302,0.0563671,12.1439,7,1.73485,0.0959241,2,0,3,131072,1,1,1,0,t2:ok_or_best,B_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.5,10,10,1.37445,4.90874,3.53429,6,8,0.220343,0.00427756,0.00075777,0.924962,0.10422,0.292378,0.0554331,8.87505,5.27443,7.76092,7,1.1087,0.354147,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi-sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsPneg4p868_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.230347,0.00280849,0.000732258,0.7634,0.191473,0.159947,0.109439,3.98699,1.46151,6.41521,5,1.28304,0.267887,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi-sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsPneg6p538_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.9,6,6,2.15984,4.12334,1.9635,4,8,0.327835,0.000764116,0.0002356,-0.827847,0.393796,-0.999923,1.06177,2.10222,0.941751,1.78943,3,0.596475,0.617239,2,0,3,197120,1,1,1,0,t2:ok_or_best,PARAM_AT_LIMIT;B_ERR_BAD;B_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.36,9,9,1.37445,4.51604,3.14159,5,8,0.217237,0.00350175,0.000786189,0.757083,0.163089,0.223979,0.0729819,4.64213,3.06897,22.7321,6,3.78869,0.000891343,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.205676,0.00330633,0.000504475,0.829024,0.100924,0.25583,0.0452843,8.21438,5.64941,12.2193,5,2.44387,0.0319028,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.67,pass4/pi-sidis/LD2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsPneg4p868_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.227017,0.00156888,0.000387764,0.461881,0.252816,0.04258,0.125563,1.82695,0.339113,3.24401,5,0.648802,0.662424,2,0,3,131072,1,1,1,0,t2:ok_or_best,B_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.90,pass4/pi-sidis/LD2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsPneg6p538_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.9,8,8,1.76715,4.51604,2.74889,4,8,0.230358,0.00275122,0.000765556,0.994786,1.45403,0.315786,0.0729033,0.684156,4.33157,11.5164,5,2.30328,0.0420497,2,0,3,25088,1,1,0,1,t2:ok_or_best,PARAM_AT_LIMIT;A_ERR_BAD;A_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.36,pass4/pi-sidis/LD2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsPneg2p615_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.36,5,5,2.55254,4.12334,1.5708,3,8,0.448398,0.00114137,0.000292379,-0.53238,0.279843,-0.999808,1.11173,1.90242,0.899324,10.6271,2,5.31353,0.00492449,2,0,3,197376,0,0,0,0,t2:ok_or_best,PHI_UNIFORM_FAIL;PARAM_AT_LIMIT;B_ERR_BAD;B_SIG_LOW
group,grp_pass4_piminus_LD2_zOv_x0p25_q23p3_thpq2,z = 0.50,pass4/pi-sidis/LD2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsPneg3p632_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.228108,0.00390779,0.000910509,0.873713,0.13602,0.266363,0.0565104,6.42341,4.71352,7.68731,5,1.53746,0.174332,2,0,3,0,1,1,1,1,t2:ok_or_best,
